𠻺	aː⁶
進口港	tsɵn³hɐu²kɔːŋ²
進口稅	tsɵn³hɐu²sɵy³
進口貨	tsɵn³hɐu²fɔː³
進士	tsɵn³siː⁶
進展	tsɵn³tsiːn²
進度	tsɵn³tou⁶
進度表	tsɵn³tou⁶piːu²
進攻	tsɵn³kʊŋ¹
進步	tsɵn³pou⁶
進爵	tsɵn³tsœːk⁸
進犯	tsɵn³faːn⁶
進犯邊境	tsɵn³faːn⁶piːn¹kɪŋ²
進用	tsɵn³jʊŋ⁶
進發	tsɵn³faːt⁸
進程	tsɵn³tsʰɪŋ⁴
進而	tsɵn³jiː⁴
進行	tsɵn³hɐŋ⁴
進行式	tsɵn³hɐŋ⁴sɪk⁷
進行攻擊	tsɵn³hɐŋ⁴kʊŋ¹kɪk⁷
進行曲	tsɵn³hɐŋ⁴kʰʊk⁷
進行清盤	tsɵn³hɐŋ⁴tsʰɪŋ¹pʰuːn²
進言	tsɵn³jiːn⁴
進諫	tsɵn³kaːn³
進謁	tsɵn³jiːt⁸
進貢	tsɵn³kʊŋ³
進軍	tsɵn³kwɐn¹
進退兩難	tsɵn³tʰɵy³lœːŋ⁵laːn⁴
進退兩難	tsɵn³tʰɵy³lœːŋ⁵naːn⁴
進食	tsɵn³sɪk⁹
進餐	tsɵn³tsʰaːn¹
進香	tsɵn³hœːŋ¹
進駐	tsɵn³tsyː³
逳	jʊk⁷
逴	tsʰœːk⁸
逵	kʰwɐi⁴
逶	wɐi¹
逶迤	wɐi¹jiː⁴
逸	jɐt⁹
逸事	jɐt⁹siː⁶
逸史	jɐt⁹siː²
逼	pɪk⁷
逼上梁山	pɪk⁷sœːŋ⁵lœːŋ⁴saːn¹
逼人	pɪk⁷jɐn⁴
逼供	pɪk⁷kʊŋ¹
逼入去	pɪk⁷jɐp⁹hɵy³
逼冚晒	pɪk⁷hɐm⁶saːi³
逼到冚晒	pɪk⁷tou³hɐm⁶saːi³
逼到埋身	pɪk⁷tou³maːi⁴sɐn¹
逼到鬼噉	pɪk⁷tou³kwɐi²kɐm²
逼嚟逼去	pɪk⁷lei⁴pɪk⁷hɵy³
逼巴士	pɪk⁷paː¹siː²
逼衡晒	pɪk⁷hɐŋ⁴saːi³
逼迫	pɪk⁷paːk⁷
逼過嚟	pɪk⁷kwɔː³lei⁴
逾	jyː⁴
逾	jyː⁶
逾期	jyː⁴kʰei⁴
逿	tʰɔːŋ⁴
逿	tɔːŋ⁶
遁	tɵn⁶
遂	sɵy⁶
遄	tsʰyːn⁴
遇	jyː⁶
遇上	jyː⁶sœːŋ⁶
遇人不淑	jyː⁶jɐn⁴pɐt⁷sʊk⁹
遇到	jyː⁶tou²
遇刺	jyː⁶tsʰɪk⁸
遇刺身亡	jyː⁶tsʰɪk⁸sɐn¹mɔːŋ⁴
遇害	jyː⁶hɔːi⁶
遇襲	jyː⁶tsaːp⁹
遇見	jyː⁶kiːn³
遇險	jyː⁶hiːm²
遇難	jyː⁶laːn⁶
遇難	jyː⁶naːn⁶
遉	tsɪŋ¹
遊	jɐu⁴
遊人	jɐu⁴jɐn⁴
遊伴	jɐu⁴puːn⁶
遊俠	jɐu⁴haːp⁹
遊刃有餘	jɐu⁴jɐn⁶jɐu⁵jyː⁴
遊動	jɐu⁴tʊŋ⁶
遊園會	jɐu⁴jyːn⁴wuːi²
遊埠	jɐu⁴fɐu⁶
遊子	jɐu⁴tsiː²
遊學	jɐu⁴hɔːk⁹
遊學生	jɐu⁴hɔːk⁹saːŋ¹
遊客	jɐu⁴haːk⁸
遊山玩水	jɐu⁴saːn¹wuːn⁶sɵy²
遊必有方	jɐu⁴piːt⁷jɐu⁵fɔːŋ¹
遊戲	jɐu⁴hei³
遊戲人間	jɐu⁴hei³jɐn⁴kaːn¹
遊戲規則	jɐu⁴hei³kʰwɐi¹tsɐk⁷
遊手好閑	jɐu⁴sɐu²hou³haːn⁴
遊手好閒	jɐu⁴sɐu²hou³haːn⁴
遊擊	jɐu⁴kɪk⁷
遊擊戰	jɐu⁴kɪk⁷tsiːn³
遊樂園	jɐu⁴lɔːk⁹jyːn⁴
遊樂場	jɐu⁴lɔːk⁹tsʰœːŋ⁴
遊民	jɐu⁴mɐn⁴
遊牧	jɐu⁴mʊk⁹
遊牧民族	jɐu⁴mʊk⁹mɐn⁴tsʊk⁹
遊獵	jɐu⁴liːp⁹
遊玩	jɐu⁴wuːn⁶
遊盪	jɐu⁴tɔːŋ⁶
遊絲	jɐu⁴siː¹
遊興	jɐu⁴hɪŋ³
遊興正濃	jɐu⁴hɪŋ³tsɪŋ³lʊŋ⁴
遊興正濃	jɐu⁴hɪŋ³tsɪŋ³nʊŋ⁴
遊船	jɐu⁴syːn⁴
遊船河	jɐu⁴syːn⁴hɔː²
遊艇	jɐu⁴tʰɛːŋ⁵
遊蕩	jɐu⁴tɔːŋ⁶
遊藝	jɐu⁴ɐi⁶
遊藝	jɐu⁴ŋɐi⁶
遊行	jɐu⁴hɐŋ⁴
遊行示威	jɐu⁴hɐŋ⁴siː⁶wɐi¹
遊街	jɐu⁴kaːi¹
遊街示眾	jɐu⁴kaːi¹siː⁶tsʊŋ³
遊街示衆	jɐu⁴kaːi¹siː⁶tsʊŋ³
遊覽	jɐu⁴laːm⁴
遊覽車	jɐu⁴laːm⁴tsʰɛː¹
遊說	jɐu⁴sɵy³
遊資	jɐu⁴tsiː¹
遊走	jɐu⁴tsɐu²
遊車河	jɐu⁴tsʰɛː¹hɔː²
遊逛	jɐu⁴kʰwaːŋ³
遊離	jɐu⁴lei⁴
遊魂	jɐu⁴wɐn⁴
運	wɐn⁶
運作	wɐn⁶tsɔːk⁸
運動	wɐn⁶tʊŋ⁶
運動員	wɐn⁶tʊŋ⁶jyːn⁴
運河	wɐn⁶hɔː⁴
運滯	wɐn⁶tsɐi⁶
運籌帷幄	wɐn⁶tsʰɐu⁴wɐi⁴aːk⁷
運籌帷幄	wɐn⁶tsʰɐu⁴wɐi⁴ɐk⁷
運籌帷幄	wɐn⁶tsʰɐu⁴wɐi⁴ŋɐk⁷
運載	wɐn⁶tsɔːi³
運輸	wɐn⁶syː¹
遍	pʰiːn³
遍	piːn³
遍佈	pʰiːn³pou³
遍地	pʰiːn³tei⁶
遍體鱗傷	pʰiːn³tʰɐi²lɵn⁴sœːŋ¹
過	kwɔː¹
過	kwɔː³
𨂾過	laːm³kwɔː³
𨂾過	naːm³kwɔː³
過世	kwɔː³sɐi³
過五關斬六將	kwɔː³ŋ⁶kwaːn¹tsaːm²lʊk⁹tsœːŋ³
過份	kwɔː³fɐn⁶
過冬	kwɔː³tʊŋ¹
過則勿憚改	kwɔː³tsɐk⁷mɐt⁹taːn⁶kɔːi²
過剩	kwɔː³sɪŋ⁶
過去	kwɔː³hɵy³
過咗火	kwɔː³tsɔː²fɔː²
過咗身	kwɔː³tsɔː²sɐn¹
過咗陣	kwɔː³tsɔː²tsɐn⁶
過嚟	kwɔː³lei⁴
過埠	kwɔː³fɐu⁶
過夜	kwɔː³jɛː⁶
過大禮	kwɔː³taːi⁶lɐi⁵
過幾日	kwɔː³kei²jɐt⁹
過底紙	kwɔː³tɐi²tsiː²
過從	kwɔː³tsʰʊŋ⁴
過從甚密	kwɔː³tsʰʊŋ⁴sɐm⁶mɐt⁹
過意得去	kwɔː³jiː³tɐk⁷hɵy³
過慮	kwɔː³lɵy⁶
過敏	kwɔː³mɐn⁵
過數	kwɔː³sou³
過時補水	kwɔː³siː⁴pou²sɵy²
過晒鐘	kwɔː³saːi³tsʊŋ¹
𠶧過條蔗	tiːm⁶kwɔː³tʰiːu⁴tsɛː³
過樹榕	kwɔː³syː⁶jʊŋ⁴
過檔	kwɔː³tɔːŋ³
過水	kwɔː³sɵy²
過海	kwɔː³hɔːi²
過渡	kwɔː³tou⁶
過濾器	kwɔː³lɵy⁶hei³
過火	kwɔː³fɔː²
過癮	kwɔː³jɐn²
過程	kwɔː³tsʰɪŋ⁴
過籠	kwɔː³lʊŋ⁴
過身	kwɔː³sɐn¹
過載	kwɔː³tsɔːi³
過造	kwɔː³tsou⁶
過鐘	kwɔː³tsʊŋ¹
過雲雨	kwɔː³wɐn⁴jyː⁵
過頭冷衫	kwɔː³tʰɐu⁴laːŋ¹saːm¹
過頭笠	kwɔː³tʰɐu⁴lɐp⁷
過骨	kwɔː³kwɐt⁷
過龍	kwɔː³lʊŋ⁴
遏	aːt⁸
遏	kʰiːt⁸
遏制	aːt⁸tsɐi³
遏制	ŋaːt⁸tsɐi³
遏止	aːt⁸tsiː²
遏止	ŋaːt⁸tsiː²
遐	haː⁴
遐想	haː⁴sœːŋ²
遑	wɔːŋ⁴
遑論	wɔːŋ⁴lɵn⁶
遒	tsʰɐu⁴
道	tou³
道	tou⁶
道不同不相為謀	tou⁶pɐt⁷tʰʊŋ⁴pɐt⁷sœːŋ¹wɐi⁴mɐu⁴
道友	tou⁶jɐu⁵
道士	tou⁶siː²
道德	tou⁶tɐk⁷
道德經	tou⁶tɐk⁷kɪŋ¹
道歉	tou⁶hiːp⁸
道理	tou⁶lei⁵
道義	tou⁶jiː⁶
道袍	tou⁶pʰou⁴
道路	tou⁶lou⁶
道高一尺，魔高一丈	tou⁶kou¹jɐt⁷tsʰɛːk⁸mɔː¹kou¹jɐt⁷tsœːŋ⁶
達	taːt⁹
達	tʰaːt⁸
達成	taːt⁹sɪŋ⁴
達成協議	taːt⁹sɪŋ⁴hiːp⁸jiː⁵
違	wɐi⁴
違例泊車	wɐi⁴lɐi⁶pʰaːk⁸tsʰɛː¹
違例迫車	wɐi⁴lɐi⁶pʰaːk⁸tsʰɛː¹
違反	wɐi⁴faːn²
違法	wɐi⁴faːt⁸
違規	wɐi⁴kʰwɐi¹
遘	kɐu³
遙	jiːu⁴
遙控	jiːu⁴hʊŋ³
遙控器	jiːu⁴hʊŋ³hei³
遙遠	jiːu⁴jyːn⁵
遛	lɐu⁴
遛	lɐu⁶
遜	sɵn³
遝	taːp⁹
遞	tɐi⁶
遞俾	tɐi⁶pei²
遞畀	tɐi⁶pei²
遞送	tɐi⁶sʊŋ³
遠	jyːn⁵
遠	jyːn⁶
遠交近攻	jyːn⁵kaːu¹kɐn⁶kʊŋ¹
遠射	jyːn⁵sɛː⁶
遠征	jyːn⁵tsɪŋ¹
遠征軍	jyːn⁵tsɪŋ¹kwɐn¹
遠慮	jyːn⁵lɵy⁶
遠房	jyːn⁵fɔːŋ⁴
遠房親戚	jyːn⁵fɔːŋ⁴tsʰɐn¹tsʰɪk⁷
遠方	jyːn⁵fɔːŋ¹
遠日點	jyːn⁵jɐt⁹tiːm²
遠望	jyːn⁵mɔːŋ⁶
遠東	jyːn⁵tʊŋ¹
遠比	jyːn⁵pei²
遠洋	jyːn⁵jœːŋ⁴
遠洋漁業	jyːn⁵jœːŋ⁴jyː⁴jiːp⁹
遠洋漁船	jyːn⁵jœːŋ⁴jyː⁴syːn⁴
遠洋運輸	jyːn⁵jœːŋ⁴wɐn⁶syː¹
遠渡	jyːn⁵tou⁶
遠渡重洋	jyːn⁵tou⁶tsʰʊŋ⁴jœːŋ⁴
遠略	jyːn⁵lœːk⁹
遠眺	jyːn⁵tʰiːu³
遠程	jyːn⁵tsʰɪŋ⁴
遠航	jyːn⁵hɔːŋ⁴
遠處	jyːn⁵tsʰyː³
遠行	jyːn⁵hɐŋ⁴
遠見	jyːn⁵kiːn³
遠視	jyːn⁵siː⁶
遠親不如近鄰	jyːn⁵tsʰɐn¹pɐt⁷jyː⁴kɐn⁶lɵn⁴
遠走高飛	jyːn⁵tsɐu²kou¹fei¹
遠距離	jyːn⁵kʰɵy⁵lei⁴
遠近	jyːn⁵kɐn⁶
遠遊	jyːn⁵jɐu⁴
遠道而來	jyːn⁵tou⁶jiː⁴lɔːi⁴
遠隔重洋	jyːn⁵kaːk⁸tsʰʊŋ⁴jœːŋ⁴
遠離	jyːn⁵lei⁴
遡	sou³
遢	tʰaːp⁸
遢	tʰaːt⁸
遣	hiːn²
遨	ŋou⁴
遨	ŋou⁶
遨遊	ŋou⁴jɐu⁴
遨遊	ou⁴jɐu⁴
遨遊	ou⁶jɐu⁴
適	sɪk⁷
適	tɪk⁷
適值	sɪk⁷tsɪk⁹
適可而止	sɪk⁷hɔː²jiː⁴tsiː²
適應	sɪk⁷jɪŋ³
適當	sɪk⁷tɔːŋ³
遫	tsʰʊk⁷
遭	tsou¹
遭殃	tsou¹jœːŋ¹
遭襲	tsou¹tsaːp⁹
遭遇	tsou¹jyː⁶
遮	tsɛː¹
遮掩	tsɛː¹jiːm²
遮柄	tsɛː¹pɛːŋ³
遮蔽	tsɛː¹pɐi³
遮骨	tsɛː¹kwɐt⁷
遯	tɵn⁶
遰	sɐi⁶
遰	tɐi⁶
遲	tsʰiː⁴
遲下	tsʰiː⁴haː⁵
遲吓	tsʰiː⁴haː⁵
遲啲	tsʰiː⁴tiːt⁷
遲啲再見	tsʰiː⁴tiː¹tsɔːi³kiːn³
遲啲見	tsʰiː⁴tiː¹kiːn³
遲早	tsʰiː⁴tsou²
遲緩	tsʰiː⁴wuːn⁶
遴	lɵn⁴
遴選	lɵn⁴syːn²
遵	tsɵn¹
遵	tsyːn¹
遶	jiːu⁵
遷	tsʰiːn¹
遷入	tsʰiːn¹jɐp⁹
選	syːn²
選手	syːn²sɐu²
選拔	syːn²pɐt⁹
選擇	syːn²tsaːk⁹
選舉	syːn²kɵy²
選集	syːn²tsaːp⁹
遹	lɵt⁹
遹	wɐt⁹
遺	wɐi⁴
遺	wɐi⁶
遺傳	wɐi⁴tsʰyːn⁴
遺傳學	wɐi⁴tsʰyːn⁴hɔːk⁹
遺傳學家	wɐi⁴tsʰyːn⁴hɔːk⁹kaː¹
遺傳病	wɐi⁴tsʰyːn⁴pɪŋ⁶
遺像	wɐi⁴tsœːŋ⁶
遺命	wɐi⁴mɪŋ⁶
遺囑	wɐi⁴tsʊk⁷
遺址	wɐi⁴tsiː²
遺失	wɐi⁴sɐt⁷
遺失啓事	wɐi⁴sɐt⁷kʰɐi²siː⁶
遺失啟事	wɐi⁴sɐt⁷kʰɐi²siː⁶
遺孀	wɐi⁴sœːŋ¹
遺孤	wɐi⁴kuː¹
遺孽	wɐi⁴jiːt⁹
遺害	wɐi⁴hɔːi⁶
遺害終身	wɐi⁴hɔːi⁶tsʊŋ¹sɐn¹
遺害萬年	wɐi⁴hɔːi⁶maːn⁶liːn⁴
遺害萬年	wɐi⁴hɔːi⁶maːn⁶niːn⁴
遺尿	wɐi⁴liːu⁶
遺尿	wɐi⁴niːu⁶
遺忘	wɐi⁴mɔːŋ⁴
遺恨	wɐi⁴hɐn⁶
遺患	wɐi⁴waːn⁶
遺憾	wɐi⁴hɐm⁶
遺憾終生	wɐi⁴hɐm⁶tsʊŋ¹sɐŋ¹
遺書	wɐi⁴syː¹
遺棄	wɐi⁴hei³
遺業	wɐi⁴jiːp⁹
遺漏	wɐi⁴lɐu⁶
遺珠之憾	wɐi⁴tsyː¹tsiː¹hɐm⁶
遺產	wɐi⁴tsʰaːn²
遺產稅	wɐi⁴tsʰaːn²sɵy³
遺留	wɐi⁴lɐu⁴
遺禍	wɐi⁴wɔː⁶
遺精	wɐi⁴tsɪŋ¹
遺臭萬年	wɐi⁴tsʰɐu³maːn⁶liːn⁴
遺臭萬年	wɐi⁴tsʰɐu³maːn⁶niːn⁴
遺訓	wɐi⁴fɐn³
遺骸	wɐi⁴haːi⁴
遺體	wɐi⁴tʰɐi²
遻	ŋ⁶
遼	liːu⁴
遼朝	liːu⁴tsʰiːu⁴
遽	kɵy⁶
遾	sɐi⁶
避	pei⁶
避免	pei⁶miːn⁵
避唔切	pei⁶m̩⁴tsʰiːt⁸
避孕套	pei⁶jɐn⁶tʰou³
避彈衣	pei⁶taːn²jiː¹
避開	pei⁶hɔːi¹
避風塘	pei⁶fʊŋ¹tʰɔːŋ⁴
邀	jiːu¹
邀請	jiːu¹tsʰɪŋ²
邁	maːi⁶
邁進	maːi⁶tsɵn³
邂	haːi⁵
邂	haːi⁶
邂逅	haːi⁶hɐu⁶
邃	sɵy⁶
還	syːn⁴
還	waːn⁴
還俗	waːn⁴tsʊk⁹
還有	waːn⁴jɐu⁵
還沒	waːn⁴muːt⁹
邅	tsiːn¹
邆	tʰɐŋ⁴
邇	jiː⁵
邈	miːu⁵
邈	mɔːk⁹
邈然	miːu⁵jiːn⁴
邊	piːn¹
邊一年	piːn¹jɐt⁷liːn⁴
邊一年	piːn¹jɐt⁷niːn⁴
邊個	piːn¹kɔː³
邊個㗎	piːn¹kɔː³kaː³
邊個嘅	piːn¹kɔː³kɛː³
邊塞	piːn¹tsʰɔːi³
邊境	piːn¹kɪŋ²
邊度	piːn¹tou⁶
邊日	piːn¹jɐt⁹
邊有咁大隻蛤乸隨街跳	piːn¹jɐu⁵kɐm³taːi⁶tsɛːk⁸kɐp⁷laː²tsʰɵy⁴kaːi¹tʰiːu³
邊有咁大隻蛤乸隨街跳	piːn¹jɐu⁵kɐm³taːi⁶tsɛːk⁸kɐp⁷naː²tsʰɵy⁴kaːi¹tʰiːu³
邊界	piːn¹kaːi³
邊界線	piːn¹kaːi³siːn³
邊疆	piːn¹kœːŋ¹
邊種	piːn¹tsʊŋ²
邊緣	piːn¹jyːn⁴
邊處	piːn¹syː³
邊處係呢	piːn¹syː³hɐi⁶lɛː³
邊防	piːn¹fɔːŋ⁴
邊防要塞	piːn¹fɔːŋ⁴jiːu³tsʰɔːi³
邊際	piːn¹tsɐi³
邊騎	piːn¹kʰei³
邋	laːp⁹
邋	laːt⁹
邋遢	laːt⁹tʰaːt⁸
邍	jyːn⁴
邏	lɔː⁴
邏輯	lɔː⁴tsʰɐp⁷
邏輯學	lɔː⁴tsʰɐp⁷hɔːk⁹
邏輯思維	lɔː⁴tsʰɐp⁷siː¹wɐi⁴
邏輯性	lɔː⁴tsʰɐp⁷sɪŋ³
邐	lei⁵
邑	jɐp⁷
邔	kei²
邕	jʊŋ¹
邗	hɔːn⁴
邘	jyː¹
邘	jyː⁴
邙	mɔːŋ⁴
邛	kʰʊŋ⁴
邟	kʰɔːŋ³
邠	pɐn¹
邡	fɔːŋ¹
邢	jɪŋ⁴
那	aː⁶
那	naː⁵
那	naː⁶
那	nɔː¹
那	nɔː⁴
那	nɔː⁵
那樣	laː⁵jœːŋ⁶
那樣	naː⁵jœːŋ⁶
那般	laː⁵puːn¹
那般	naː⁵puːn¹
那裏	laː⁵lɵy⁵
那裏	naː⁵lɵy⁵
那裡	laː⁵lɵy⁵
那裡	naː⁵lɵy⁵
那麼	laː⁵mɔː¹
那麼	naː⁵mɔː¹
邥	sɐm²
邦	pɔːŋ¹
邦國	pɔːŋ¹kwɔːk⁸
邧	jyːn⁴
邨	tsʰyːn¹
邪	jɛː⁴
邪	tsʰɛː⁴
邪不勝正	tsʰɛː⁴pɐt⁷sɪŋ³tsɪŋ³
邪心	tsʰɛː⁴sɐm¹
邪念	tsʰɛː⁴liːm⁶
邪念	tsʰɛː⁴niːm⁶
邪惡	tsʰɛː⁴ŋɔːk⁸
邪教	tsʰɛː⁴kaːu³
邪氣	tsʰɛː⁴hei³
邪行	tsʰɛː⁴hɐŋ⁴
邪路	tsʰɛː⁴lou⁶
邪道	tsʰɛː⁴tou⁶
邪門	tsʰɛː⁴muːn⁴
邪門歪道	tsʰɛː⁴muːn⁴waːi¹tou⁶
邪魔	tsʰɛː⁴mɔː¹
邪魔外道	tsʰɛː⁴mɔː¹ŋɔːi⁶tou⁶
邪魔外道	tsʰɛː⁴mɔː¹ɔːi⁶tou⁶
邯	hɐm⁴
邯	hɔːn⁴
邯鄲學步	hɔːn⁴taːn¹hɔːk⁹pou⁶
邰	tʰɔːi⁴
邱	jɐu¹
邲	pei³
邳	pʰei⁴
邴	pɪŋ²
邵	siːu⁶
邶	puːi³
邸	tɐi²
邽	kwɐi¹
邾	tsyː¹
邿	siː¹
郁	jʊk⁷
郁	jyː⁴
郁不得其正	jʊk⁷pɐt⁷tɐk⁷kʰei⁴tsɪŋ³
郁動	jʊk⁷tʊŋ⁶
郁手	jʊk⁷sɐu²
郁手打人	jʊk⁷sɐu²taː²jɐn⁴
郁烈	jʊk⁷liːt⁹
郁親	jʊk⁷tsʰɐn¹
郁身	jʊk⁷sɐn¹
郁身郁勢	jʊk⁷sɐn¹jʊk⁷sɐi³
郁郁貢	jʊk⁷jʊk⁷kʊŋ¹
郁都唔郁	jʊk⁷tou¹m̩⁴jʊk⁷
郃	hɐp⁹
郃	kɐp⁸
郅	tsɐt⁹
郇	sɵn¹
郈	hɐu⁶
郊	kaːu¹
郊區	kaːu¹kʰɵy¹
郊外	kaːu¹ŋɔːi⁶
郊外	kaːu¹ɔːi⁶
郊遊	kaːu¹jɐu⁴
郋	hɐi⁴
郎	lɔːŋ⁴
郎君	lɔːŋ⁴kwɐn¹
郔	jiːn⁴
郕	sɪŋ⁴
郖	tɐu¹
郖	tɐu⁶
郗	tsʰiː¹
郘	lɵy⁵
郙	fuː²
郚	ŋ⁴
郛	fuː¹
郜	kou³
郝	kʰɔːk⁸
郝	kɔːk⁸
郞	lɔːŋ⁴
郟	kaːp⁸
郠	kɐŋ²
郡	kwɐn⁶
郡縣	kwɐn⁶jyːn⁶
郢	jɪŋ⁵
郢	tsʰɪŋ²
郤	kwɪk⁷
郧	wɐn⁴
部	pou⁶
部仔	pou²tsɐi²
部分	pou⁶fɐn⁶
部署	pou⁶tsʰyː⁵
部落	pou⁶lɔːk⁹
部長	pou⁶tsœːŋ²
部門	pou⁶muːn⁴
郪	tsʰɐi¹
郫	pʰei⁴
郭	kwɔːk⁸
郯	tʰaːm⁴
郰	tsɐu¹
郱	pʰɪŋ⁴
郲	lɔːi⁴
郳	ŋɐi⁴
郴	sɐm¹
郵	jɐu⁴
郵局	jɐu⁴kʊk⁹
郵差	jɐu⁴tsʰaːi¹
郵戳	jɐu⁴tsʰœːk⁸
郵票	jɐu⁴pʰiːu³
郵筒	jɐu⁴tʰʊŋ²
郵購	jɐu⁴kʰɐu³
郹	kwɪk⁷
郼	jiː¹
都	tou¹
都一樣	tou¹jɐt⁷jœːŋ⁶
都似	tou¹tsʰiː⁵
都係	tou¹hɐi⁶
都係唔	tou¹hɐi⁶m̩⁴
都可以	tou¹hɔː²jiː⁵
都好嘅	tou¹hou²kɛː²
都市	tou¹siː⁵
都得	tou¹tɐk⁷
都未	tou¹mei⁶
都未知	tou¹mei⁶tsiː¹
郾	jiːn²
郿	mei⁴
鄀	jœːk⁹
鄂	ŋɔːk⁹
鄃	syː¹
鄄	kyːn³
鄅	jyː⁵
鄆	wɐn⁶
鄇	hɐu⁴
鄇	hɐu⁶
鄉	hœːŋ¹
鄉	hœːŋ³
鄉下	hœːŋ¹haː²
鄉下	hœːŋ¹haː⁶
鄉下仔	hœːŋ¹haː²tsɐi²
鄉下佬	hœːŋ¹haː²lou²
鄉下妹	hœːŋ¹haː²muːi¹
鄉下婆	hœːŋ¹haː²pʰɔː²
鄉里	hœːŋ¹lei⁵
鄉里鬼鬼	hœːŋ¹lei⁵kwɐi²kwɐi²
鄋	sɐu¹
鄋	sɐu²
鄍	mɪŋ⁴
鄎	sɪk⁷
鄏	jʊk⁹
鄐	tsʰʊk⁷
鄑	tsiː¹
鄒	tsɐu¹
鄔	wuː¹
鄕	hœːŋ¹
鄖	wɐn⁴
鄗	haːu¹
鄗	hou⁶
鄘	jʊŋ⁴
鄘	tʰɔːŋ⁴
鄙	pʰei²
鄙夷	pʰei²jiː⁴
鄚	mɔːk⁹
鄛	tsʰaːu⁴
鄜	fuː¹
鄝	liːu⁵
鄞	ŋɐn⁴
鄟	tsyːn¹
鄠	wuː⁶
鄡	hiːu¹
鄢	jiːn¹
鄣	tsœːŋ¹
鄤	maːn⁶
鄦	hɵy²
鄧	tɐŋ⁶
鄨	pɐi⁶
鄩	tsʰɐm⁴
鄪	pei³
鄫	tsʰɐŋ⁴
鄬	wɐi⁴
鄭	tsɛːŋ⁶
鄭	tsɪŋ⁶
鄭重	tsɛːŋ⁶tsʊŋ⁶
鄮	mɐu⁶
鄯	siːn⁶
鄰	lɵn⁴
鄰居	lɵn⁴kɵy¹
鄱	pʰɔː⁴
鄱	pɔː³
鄲	taːn¹
鄳	maːŋ⁴
鄳	mɔːŋ⁴
鄴	jiːp⁹
鄵	tsʰou³
鄶	kʰuːi²
鄸	mʊŋ⁴
鄹	tsɐu¹
鄺	kʰwɔːŋ³
鄾	jɐu¹
酀	jiːn³
酂	tsyːn²
酃	lɪŋ⁴
酅	kʰwɐi⁴
酆	fʊŋ¹
酇	tsaːn³
酇	tsyːn²
酈	lɪk⁹
酉	jɐu⁵
酊	tɪŋ¹
酊	tɪŋ²
酋	jɐu⁴
酋	tsʰɐu⁴
酋長	jɐu⁴tsœːŋ²
酌	tsœːk⁸
酌情	tsœːk⁸tsʰɪŋ⁴
酌情處理	tsœːk⁸tsʰɪŋ⁴tsʰyː⁵lei⁵
酌辦	tsœːk⁸paːn⁶
配	pʰuːi³
配件	pʰuːi³kiːn⁶
配偶	pʰuːi³ɐu⁵
配偶	pʰuːi³ŋɐu⁵
配備	pʰuːi³pei⁶
配合	pʰuːi³hɐp⁹
配套	pʰuːi³tʰou³
配對	pʰuːi³tɵy³
配對法	pʰuːi³tɵy³faːt⁸
配戲	pʰuːi³hei³
配料	pʰuːi³liːu⁶
配方	pʰuːi³fɔːŋ¹
配有	pʰuːi³jɐu⁵
配樂	pʰuːi³ŋɔːk⁹
配樂	pʰuːi³ɔːk⁹
配發	pʰuːi³faːt⁸
配眼鏡	pʰuːi³aːn⁵kɛːŋ²
配眼鏡	pʰuːi³ŋaːn⁵kɛːŋ²
配種	pʰuːi³tsʊŋ²
配給	pʰuːi³kʰɐp⁷
配給品	pʰuːi³kʰɐp⁷pɐn²
配給票	pʰuːi³kʰɐp⁷pʰiːu³
配給證	pʰuːi³kʰɐp⁷tsɪŋ³
配給量	pʰuːi³kʰɐp⁷lœːŋ⁶
配置	pʰuːi³tsiː³
配置圖	pʰuːi³tsiː³tʰou⁴
配色	pʰuːi³sɪk⁷
配菜	pʰuːi³tsʰɔːi³
配藥	pʰuːi³jœːk⁹
配藥師	pʰuːi³jœːk⁹siː¹
配製	pʰuːi³tsɐi³
配角	pʰuːi³kɔːk⁸
配電	pʰuːi³tiːn⁶
配電盤	pʰuːi³tiːn⁶pʰuːn⁴
配音	pʰuːi³jɐm¹
配音員	pʰuːi³jɐm¹jyːn⁴
配額	pʰuːi³aːk⁹
配額	pʰuːi³ŋaːk⁹
酎	tsɐu⁶
酏	jiː⁴
酐	hɔːŋ⁵
酐	kɔːn¹
酒	tsɐu²
酒令	tsɐu²lɪŋ⁶
酒保	tsɐu²pou²
酒凹	tsɐu²nɐp⁷
酒吧	tsɐu²paː¹
酒埕	tsɐu²tsʰɪŋ⁴
酒家	tsɐu²kaː¹
酒店	tsɐu²tiːm³
酒後	tsɐu²hɐu⁶
酒後吐真言	tsɐu²hɐu⁶tʰou³tsɐn¹jiːn⁴
酒後失態	tsɐu²hɐu⁶sɐt⁷tʰaːi³
酒後失言	tsɐu²hɐu⁶sɐt⁷jiːn⁴
酒暈	tsɐu²wɐn⁶
酒杯	tsɐu²puːi¹
酒樓	tsɐu²lɐu⁴
酒樽	tsɐu²tsɵn¹
酒氣	tsɐu²hei³
酒氣熏人	tsɐu²hei³fɐn¹jɐn⁴
酒池肉林	tsɐu²tsʰiː⁴jʊk⁹lɐm⁴
酒牌	tsɐu²pʰaːi⁴
酒盅	tsɐu²tsʊŋ¹
酒神	tsɐu²sɐn⁴
酒窩	tsɐu²wɔː¹
酒簾	tsɐu²liːm⁴
酒精	tsɐu²tsɪŋ¹
