#name Islandic
#lang lsl
abbadísin	apatiːsɪn
sextándi	sɛxstauntɪ
sextándu	sɛkstauntʏ
sextándu	sɛxstauntʏ
sextíu	sɛkstijʏ
sextíu	sɛxstijʏ
sextug	sɛkstʏɣ
sextug	sɛxstʏɣ
sextugasta	sɛkstʏɣasta
sextugasta	sɛxstʏɣasta
sextugasti	sɛkstʏɣastɪ
sextugasti	sɛxstʏɣastɪ
sextugsaldri	sɛkstʏxsaltrɪ
sextugsaldri	sɛxstʏxsaltrɪ
sextugt	sɛkstʏxt
sextugt<sExstYxd	sɛxstʏxt
sextugur	sɛkstʏɣʏr
sextugur	sɛxstʏɣʏr
sextugustu	sɛkstʏɣʏstʏ
sextugustu	sɛxstʏɣʏstʏ
seyði	seiːðɪ
seyðið	seiːðɪð
seyðinu	seiːðɪnʏ
Seyðisfirði	seiːðɪsfɪrðɪ
Seyðisfjarðar	seiːðɪsfjarðar
Seyðisfjörð	seiːðɪsfjœrð
Seylukoti	seiːlʏkɔːtɪ
seytla	seihtla
seytlaði	seihtlaðɪ
seytlar	seihtlar
sé	sjɛː
séð	sjɛːð
séður	sjɛːðʏr
séns	sjɛns
sénsa	sjɛnsa
sénsinn	sjɛnsɪn
sér	sjɛːr
séra	sjɛːra
sérauglýsingu	sjɛːrœyɣlisiŋkʏ
sérblaði	sjɛrplaðɪ
sérblöð	sjɛrplœð
sérdeild	sjɛrteilt
sérdeilis	sjɛrteilɪs
sérð	sjɛrð
sérðu	sjɛrðʏ
séreign	sjɛːreikn̥
sérflokki	sjɛr̥flɔhcɪ
sérfræðing	sjɛr̥fraiðiŋk
sérfræðinga	sjɛr̥fraiðiŋka
sérfræðinganna	sjɛr̥fraiðiŋkana
sérfræðingar	sjɛr̥fraiðiŋkar
sérfræðingarnir	sjɛr̥fraiðiŋkatnɪr
sérfræðingi	sjɛr̥fraiðiɲcɪ
sérfræðings	sjɛr̥fraiðiŋs
sérfræðingum	sjɛr̥fraiðiŋkʏm
sérfræðingur	sjɛr̥fraiðiŋkʏr
sérfræðingurinn	sjɛr̥fraiðiŋkʏrɪn
sérfræðiþekkingu	sjɛr̥fraiðɪθɛhciŋkʏ
sérfræðiþjónustu	sjɛr̥fraiðɪθjouːnʏstʏ
sérgrein	sjɛrkrein
sérgreinum	sjɛrkreinʏm
sérhannað	sjɛːrhanað
sérhver	sjɛr̥kvɛr
sérhver	sjɛr̥xvɛr
sérhverja	sjɛr̥kvɛr
sérhverja	sjɛr̥xvɛr
sérhverju	sjɛr̥kvɛrjʏ
sérhverju	sjɛr̥xvɛrjʏ
sérhverjum	sjɛr̥kvɛrjʏm
sérhverjum	sjɛr̥xvɛrjʏm
sérhvern	sjɛr̥kvɛtn̥
sérhvern	sjɛr̥xvɛtn̥
sérhverri	sjɛr̥kvɛrɪ
sérhverri	sjɛr̥xvɛrɪ
sérhvers	sjɛr̥kvɛr̥s
sérhvers	sjɛr̥xvɛr̥s
sérhvert	sjɛr̥kvɛr̥t
sérhvert	sjɛr̥xvɛr̥t
sérhæfa	sjɛːrhaiva
sérhæfð	sjɛːrhaivð
sérhæfða	sjɛːrhaivða
sérhæfðar	sjɛːrhaivðar
sérhæfði	sjɛːrhaivðɪ
sérhæfðu	sjɛːrhaivðʏ
sérhæfðum	sjɛːrhaivðʏm
sérhæfing	sjɛːrhaiviŋk
sérhæfingu	sjɛːrhaiviŋkʏ
sérhæfir	sjɛːrhaivɪr
sérhæft	sjɛːrhaift
sérhönnuð	sjɛːrhœnʏð
sérinngangi	sjɛːrɪŋkauŋk
sérkenni	sjɛr̥cɛnɪ
sérkennileg	sjɛr̥cɛnɪlɛɣ
sérkennilega	sjɛr̥cɛnɪlɛɣa
sérkennilegan	sjɛr̥cɛnɪlɛɣan
sérkennilegri	sjɛr̥cɛnɪlɛɣrɪ
sérkennilegt	sjɛr̥cɛnɪlɛxt
sérkennilegu	sjɛr̥cɛnɪlɛɣʏ
sérkennilegu	sjɛrcɛnɪlɛɣa
sérkennilegu	sjɛrcɛnɪlɛɣʏ
sérkennilegum	sjɛr̥cɛnɪlɛɣʏm
sérkennilegur	sjɛr̥cɛnɪlɛɣʏr
sérkennslu	sjɛr̥cɛnstlʏ
sérkennum	sjɛr̥cɛnʏm
sérlega	sjɛrlɛɣa
sérlegur	sjɛrlɛɣʏr
sérleið	sjɛrleið
sérleyfi	sjɛrleivɪ
sérmenntaðra	sjɛrmɛn̥taðra
sérmenntaðra	sjɛrmɛntaðra
sérnám	sjɛrnaum
sérrí	sjɛri
sérríi	sjɛrijɪ
sérstaða	sjɛr̥staða
sérstaka	sjɛr̥staka
sérstakan	sjɛr̥stakan
sérstakar	sjɛr̥stakar
sérstakir	sjɛr̥stacɪr
sérstaklega	sjɛr̥staklɛɣa
sérstaklega	sjɛrstaklɛɣa
sérstakra	sjɛr̥stakra
sérstakrar	sjɛr̥stakrar
sérstakri	sjɛr̥stakrɪ
sérstaks	sjɛr̥staks
sérstaks	sjɛr̥staxs
sérstakt	sjɛr̥staxt
sérstakur	sjɛr̥stakʏr
sérstæð	sjɛr̥staið
sérstæða	sjɛr̥staiða
sérstæðu	sjɛr̥staiðʏ
sérstæðum	sjɛr̥staiðʏm
sérstæður	sjɛr̥staiðʏr
sérstætt	sjɛr̥staiht
sérstöðu	sjɛr̥stœðʏ
sérstök	sjɛr̥stœk
sérstöku	sjɛr̥stœkʏ
sérstökum	sjɛr̥stœkʏm
sérsveitir	sjɛr̥sveitɪr
sérsvið	sjɛr̥svɪð
sért	sjɛr̥t
sértrúarsöfnuði	sjɛr̥truarsœpnʏðɪ
sértu	sjɛr̥tʏ
sértæka	sjɛr̥taika
sértækum	sjɛr̥taikʏm
sérvefir	sjɛrvɛvɪr
sérvisku	sjɛrvɪskʏ
sérvitur	sjɛrvɪtʏr
sérþarfir	sjɛr̥θarvɪr
sérþekkingu	sjɛr̥θɛhciŋkʏ
sést	sjɛst
séu	sjɛːʏ
séuð	sjɛːʏð
séum	sjɛːʏm
sf	ɛs ɛf
SFR	ɛs ɛf ɛr
SH	es hauː
Shakespeare	sjeikspir
Shakespeare	sjeixspir
Shanghai	sjaŋhai
Shell	sjɛl
shillinga	sjɪliŋka
Sibba	sɪpa
Sibbu	sɪpʏ
sið	sɪːð
siða	sɪːða
siðareglum	sɪːðarɛklʏm
siðareglur	sɪːðarɛklʏr
siðferði	sɪðfɛrðɪ
siðferðileg	sɪðfɛrðɪlɛɣ
siðferðilega	sɪðfɛrðɪlɛɣa
siðferðilegum	sɪðfɛrðɪlɛɣʏm
siðfræði	sɪðfraiðɪ
siðgæði	sɪðcaiðɪ
siði	sɪːðɪ
siðir	sɪːðɪr
siðlaus	sɪðlœys
siðleysi	sɪðleisɪ
siðmenning	sɪðmɛniŋk
siðmenningar	sɪðmɛniŋkar
siðmenningu	sɪðmɛniŋkʏ
siðs	sɪðs
siðspillta	sɪðspɪl̥ta
siðvenja	sɪðvɛnja
siðvenju	sɪðvɛnjʏ
siðvenjum	sɪðvɛnjʏm
siðvenjur	sɪðvɛnjʏr
Sif	sɪːv
sig	sɪːɣ
siga	sɪːɣa
sigað	sɪːɣað
Sigbjörn	sɪɣpjœrtn̥
Sigbjörnsson	sɪɣpjœr̥sɔːn
Sigbjörnsson	sɪɣpjœrsɔːn
Sigbjörnsson	sɪɣpjœsɔːn
sigð	sɪɣð
Sigfinnur	sɪxfɪnʏr
Sigfús	sɪxfus
Sigfúsar	sɪxfusar
Sigfúsdóttir	sɪxfustouhtɪr
Sigfúsdóttur	sɪxfustouhtʏr
Sigfúsi	sɪxfusɪ
Sigfússon	sɪxfusɔːn
Sigfússonar	sɪxfusɔːnar
Sigfússyni	sɪxfusɪːnɪ
Sigga	sɪka
Siggeirsson	sɪɣkeirsɔːn
Siggeirsson	sɪɣceir̥sɔːn
Siggi	sɪki
Siggi	sɪcɪ
Siggu	sɪkʏ
Siggubær	sɪkʏpair
Sighvat	sɪɣkvat
Sighvat	sɪɣxvat
Sighvats	sɪɣkvats
Sighvats	sɪɣxvats
Sighvatsson	sɪɣkvatsɔːn
Sighvatsson	sɪɣxvatsɔːn
Sighvatssonar	sɪːɣkvatsɔːnar
Sighvatssonar	sɪːxvatsɔːnar
Sighvatssyni	sɪːɣkvatsɪːnɪ
Sighvatssyni	sɪːxvatsɪːnɪ
Sighvatur	sɪɣkvatʏr
Sighvatur	sɪɣxvatʏr
sigið	sijɪð
sigin	siːjɪn
siginn	siːjɪn
sigla	sɪkla
siglandi	sɪklantɪ
sigldi	sɪltɪ
sigldu	sɪltʏ
sigldum	sɪltʏm
sigli	sɪklɪ
sigling	sɪkliŋk
siglinga	sɪkliŋka
siglingar	sɪkliŋkar
siglingastofnun	sɪkliŋkastɔpnʏn
siglingastofnunar	sɪkliŋkastɔpnʏnar
siglingu	sɪkliŋkʏ
siglingum	sɪkliŋkʏm
siglinguna	sɪkliŋkʏna
siglingunni	sɪkliŋkʏnɪ
siglir	sɪklɪr
siglt	sɪl̥t
Siglufirði	sɪklʏfɪrðɪ
Siglufirði	sɪklʏfjœrðʏr
Siglufjarðar	sɪklʏfɪrðɪ
Siglufjarðar	sɪklʏfjarðar
Siglufjörð	sɪklʏfjœrð
Siglufjörður	sɪklʏfjœrðʏr
Sigmar	sɪɣmar
Sigmarsdóttir	sɪɣmar̥stouhtɪr
Sigmarsdóttir	sɪɣmarstouhtɪr
Sigmarsson	sɪɣmar̥sɔːn
Sigmarsson	sɪɣmar̥sɔn
Sigmarsson	sɪɣmarsɔn
Sigmund	sɪɣmʏnt
Sigmundar	sɪɣmʏntar
Sigmundsdóttir	sɪɣmʏntstouhtɪr
Sigmundsdóttur	sɪɣmʏntstouhtʏr
Sigmundsson	sɪɣmʏntsɔːn
Sigmundssonar	sɪɣmʏntsɔːnar
Sigmundssyni	sɪɣmʏntsɪːnɪ
Sigmundur	sɪɣmʏntʏr
signa	sɪkna
signar	sɪknar
Signý	sɪkni
sigra	sɪɣra
sigrað	sɪɣrað
sigraða	sɪɣraða
sigraðan	sɪɣraðan
sigraði	sɪɣraðɪ
sigraður	sɪɣraðʏr
sigrar	sɪɣrar
sigrast	sɪɣrast
sigri	sɪɣrɪ
sigrihrósandi	sɪɣrɪr̥ouːsantɪ
sigrinum	sɪɣrɪnʏm
Sigríðar	sɪɣriðar
Sigríði	sɪɣriðɪ
Sigríður	sɪɣriðʏr
sigruðu	sɪɣrʏðʏ
sigrum	sɪɣrʏm
Sigrún	sɪɣrun
Sigrúnar	sɪɣrunar
Sigrúnu	sɪɣrunʏ
Sigtryggsdóttir	sɪxtrɪkstouhtɪr
Sigtryggsson	sɪɣtrɪksɔːn
Sigtryggsson	sɪxtrɪksɔːn
Sigtryggssonar	sɪxtrɪksɔːnar
Sigtryggur	sɪɣtrɪkʏr
Sigtún	sɪxtun
Sigtúni	sɪxtunɪ
siguðu	sɪːɣʏðʏ
sigur	sɪːɣʏr
Sigurbergsdóttir	sɪːɣʏrpɛrkstouhtɪr
Sigurbergsson	sɪːɣʏrpɛrksɔːn
Sigurbirni	sɪːɣʏrpɪrtnɪ
Sigurbjargar	sɪːɣʏrpjarkar
Sigurbjörg	sɪːɣʏrpjœrk
Sigurbjörgu	sɪːɣʏrpjœrkʏ
Sigurbjörn	sɪːɣʏrpjœrtn̥
Sigurbjörns	sɪːɣʏrpjœr̥s
Sigurbjörnsdóttir	sɪːɣʏrpjœr̥stouhtɪr
Sigurbjörnsdóttir	sɪːɣʏrpjœrstouhtɪr
Sigurbjörnsdóttir	sɪːɣʏrpjœstouhtɪr
Sigurbjörnsdóttir	sɪːɣʏrpjœstouhtɪr
Sigurbjörnsson	sɪːɣʏrpjœr̥sɔːn
Sigurbjörnsson	sɪːɣʏrpjœrsɔːn
Sigurbjörnsson	sɪːɣʏrpjœsɔːn
Sigurbjörnsson	sɪːɣʏrpjœsɔːn
Sigurbjörnssonar	sɪːɣʏrpjœr̥sɔːnar
Sigurbjörnssonar	sɪːɣʏrpjœrsɔːnar
Sigurbjörnssonar	sɪːɣʏrpjœsɔːnar
Sigurbjörnssonar	sɪːɣʏrpjœsɔːnar
Sigurbjörnssyni	sɪːɣʏrpjœrsɪːnɪ
Sigurbjörnssyni	sɪːɣʏrpjœsɪːnɪ
Sigurbjörnssyni	sɪːɣʏrpjœsɪːnɪ
Sigurborg	sɪːɣʏrpɔrk
Sigurð	sɪːɣʏrð
Sigurðar	sɪːɣʏrðar
Sigurðardóttir	sɪːɣʏrðartouhtɪr
Sigurðardóttur	sɪːɣʏrðartouhtʏr
Sigurðarson	sɪːɣʏrðarsɔːn
Sigurðarsonar	sɪːɣʏrðarsɔːnar
Sigurðarsyni	sɪːɣʏrðarsɪːnɪ
Sigurði	sɪːɣʏrðɪ
Sigurðsson	sɪːɣʏrðsɔːn
Sigurðsson	sɪːɣʏrsɔːn
Sigurðssonar	sɪːɣʏrðsɔːnar
Sigurðssonar	sɪːɣʏrsɔːnar
Sigurðssyni	sɪːɣʏrðsɪːnɪ
Sigurðssyni	sɪːɣʏrsɪːnɪ
Sigurður	sɪːɣʏrðʏr
sigurför	sɪːɣʏrfœːr
Sigurgeir	sɪːɣʏrceir
Sigurgeirs	sɪːɣʏrceir̥s
Sigurgeirsdóttir	sɪːɣʏrkeirstouhtɪr
Sigurgeirsdóttir	sɪːɣʏrceir̥stouhtɪr
Sigurgeirsson	sɪːɣʏrkeirsɔːn
Sigurgeirsson	sɪːɣʏrceir̥sɔːn
Sigurgeirssonar	sɪːɣʏrkeirsɔːnar
Sigurgeirssonar	sɪːɣʏrceir̥sɔːnar
Sigurgeirssyni	sɪːɣʏrkeirsɪːnɪ
Sigurgeirssyni	sɪːɣʏrceir̥sɪːnɪ
Sigurgestsson	sɪːɣʏrkɛsɔːn
Sigurgestsson	sɪːɣʏrcɛsɔːn
sigurgleðina	sɪːɣʏrklɛːðɪna
sigurgöngu	sɪːɣʏrkœyŋkʏ
Sigurhjartarson	sɪːɣʏrçar̥tarsɔːn
sigurinn	sɪːɣʏrɪn
Sigurjón	sɪːɣʏrjouːn
Sigurjóna	sɪːɣʏrjouːna
Sigurjóni	sɪːɣʏrjouːnɪ
Sigurjóns	sɪːɣʏrjouns
Sigurjónsdóttir	sɪːɣʏrjounstouhtɪr
Sigurjónsdóttur	sɪːɣʏrjounstouhtʏr
Sigurjónsson	sɪːɣʏrjounsɔːn
Sigurjónssonar	sɪːɣʏrjounsɔːnar
Sigurjónssyni	sɪːɣʏrjounsɪːnɪ
Sigurlaug	sɪːɣʏrlœyːɣ
Sigurlaugar	sɪːɣʏrlœyːɣar
Sigurlaugsdóttir	sɪːɣʏrlœyxstouhtɪr
Sigurlaugsson	sɪːɣʏrlœyxsɔːn
Sigurlaugu	sɪːɣʏrlœyːɣʏ
Sigurlína	sɪːɣʏrliːna
sigurmark	sɪːɣʏrmar̥k
sigurmarkið	sɪːɣʏrmar̥cɪð
Sigurmundsson	sɪːɣʏrmʏntsɔːn
sigurorð	sɪːɣʏrɔrð
Sigurpáll	sɪːɣʏrpautl̥
Sigurpálsson	sɪːɣʏrpaulsɔːn
Sigurrós	sɪːɣʏrouːs
sigurs	sɪːɣʏr̥s
Sigursteinn	sɪːɣʏrsteitn̥
Sigursteinsson	sɪːɣʏrsteinsɔːn
Sigursveins	sɪːɣʏrsveins
sigurvegara	sɪːɣʏrvɛːɣara
sigurvegarar	sɪːɣʏrvɛːɣarar
sigurvegari	sɪːɣʏrvɛːɣarɪ
sigurvegarinn	sɪːɣʏrvɛːɣarɪn
Sigurveig	sɪːɣʏrveiːɣ
Sigurvin	sɪːɣʏrvɪːn
Sigurvinsdóttir	sɪːɣʏrvɪnstouhtɪr
Sigurvinsson	sɪːɣʏrvɪnsɔːn
Sigurþór	sɪːɣʏrθouːr
Sigurþórsdóttir	sɪːɣʏrθour̥stouhtɪr
Sigurþórsdóttir	sɪːɣʏrθourstouhtɪr
Sigurþórsson	sɪːɣʏrθour̥sɔːn
Sigurþórsson	sɪːɣʏrθoursɔːn
Sigvalda	sɪɣvalta
Sigvaldadóttir	sɪːɣvaltatouhtɪr
Sigvaldason	sɪːɣvaltasɔːn
Sigvaldason	sɪɣvaltasɔːn
Sigvaldi	sɪɣvaltɪ
Sigþór	sɪxθour
Sigþórsdóttir	sɪːɣθourstouhtɪR
Sigþórsdóttir	sɪːxθour̥stouhtɪr
Sigþórsdóttir	sɪxθour̥stouhtɪr
Sigþórsson	sɪːɣθoursɔːn
Sigþórsson	sɪːxθour̥sɔːn
Sigþórsson	sɪxθour̥sɔːn
Sigþórssonar	sɪːɣθoursɔːnar
Sigþórssonar	sɪːxθour̥sɔːnar
Sigþrúður	sɪxθruðʏr
Sikiley	sɪːcɪlei
silalega	sɪːlalɛɣa
silast	sɪːlast
silfri	sɪlvrɪ
silfrið	sɪlvrɪð
silfruðum	sɪlvrʏðʏm
silfur	sɪlvʏr
silfurbakka	sɪlvʏrpahka
silfurfati	sɪlvʏrfaːtɪ
silfurfákinum	sɪlvʏrfauːcɪnʏm
silfurfákurinn	sɪlvʏrfauːkʏrɪn
silfurgljáandi	sɪlvʏrkljauːantɪ
silfurgráum	sɪlvʏrkrauːʏm
Silfurgötu	sɪlvʏrkœːtʏ
silfurlitu	sɪlvʏrlɪːtʏ
silfurlínan	sɪlvʏrliːnan
silfurprjónum	sɪlvʏrprjouːnʏm
silfursmíði	sɪlvʏr̥smiːðɪ
silfurverðlaun	sɪlvʏrvɛrlœyn
Silja	sɪlja
Silju	sɪljʏ
silki	sɪl̥cɪ
silki	sɪlcɪ
silkið	sɪl̥cɪð
silkið	sɪlcɪð
silkiklút	sɪl̥cɪkluːt
silkiklút	sɪlcɪkluːt
silkimálun	sɪl̥cɪmauːlʏn
silkimálun	sɪlcɪmauːlʏn
silkipúðri	sɪl̥cɪpuːðrɪ
Silla	sɪla
Silli	sɪlɪ
siluðust	sɪːlʏðʏst
silung	sɪːluŋk
silungana	sɪːluŋkana
silungar	sɪːluŋkar
silungarnir	sɪːluŋkatnɪr
silungi	sɪːluɲcɪ
silunginn	sɪːluɲcɪn
silungsveiði	sɪːluŋsveiːðɪ
silungur	sɪːluŋkʏr
Silvía	sɪlvija
sinadrátt	sɪːnatrauht
Sindra	sɪntra
sindrandi	sɪntrantɪ
Sindrason	sɪntrasɔːn
Sindri	sɪntrɪ
sinfónía	sɪnfounija
sinfóníu	sɪnfounijʏ
sinfóníuhljómsveit	sɪnfounijʏl̥joumsveit
sinfóníuhljómsveitar	sɪnfounijʏl̥joumsveitar
sinfóníuhljómsveitarinnar	sɪnfounijʏl̥joumsveitarɪnar
sinfóníuhljómsveitin	sɪnfounijʏl̥joumsveitɪn
sinfóníuhljómsveitinni	sɪnfounijʏl̥joumsveitɪnɪ
Singapúr	siŋapur
Singapúr	siŋkapur
sinn	sɪn
sinna	sɪna
sinnar	sɪnar
sinnaskipti	sɪnascɪftɪ
sinnep	sɪnɛp
sinnepi	sɪnɛpɪ
sinni	sɪnɪ
sinnið	sɪnɪð
sinnir	sɪnɪr
sinnis	sɪnɪs
sinnt	sɪn̥t
sinnt	sɪnt
sinnti	sɪn̥tɪ
sinnti	sɪntɪ
sinntu	sɪn̥tʏ
sinntu	sɪntʏ
sinnulaus	sɪnʏlœyːs
sinnuleysi	sɪnʏleiːsɪ
sinnum	sɪnʏm
sippa	sɪhpa
Sir	sœːr
sirka	sɪr̥ka
sirkusinn	sɪr̥kusɪn
Sirrí	sɪri
Sirrý	sɪri
sisona	sɪsɔːna
Sissa	sɪsa
Sissi	sɪsɪ
sisvona	sɪsɔːna
sit	sɪːt
sitja	sɪːtja
sitjandi	sɪːtjantɪ
sitji	sɪːtjɪ
sitjið	sɪːtjɪð
sitjum	sɪːtjʏm
sitt	sɪht
sitthvað	sɪhtkvaːð
sitthvað	sɪhtxvaːð
sitthvoru	sɪhtkvɔːrʏ
sitthvoru	sɪhtxvɔːrʏ
sitthvorum	sɪhtkvɔːrʏm
sitthvorum	sɪhtxvɔːrʏm
sittu	sɪhtʏ
situr	sɪːtʏr
siturðu	sɪːtʏrʏ
siturðu	sɪtʏrðʏ
siturðu	sɪhtʏrðʏ
Siv	sɪːv
sía	siːja
síaðist	siːjaðɪst
síast	siːjast
síauknum	siːjœyhknʏm
Síberíu	siːpɛrijʏ
SÍBS	ɛs iː pjɛː ɛs
sídon	siːtɔn
síðan	siːðan
síðar	siːðar
síðara	siːðara
síðari	siːðarɪ
síðarmeir	siːðarmeiːr
síðarnefnda	siːðarnemta
síðarnefndi	siːðarnɛmtɪ
síðarnefndu	siːðarnɛmtʏ
síðast	siːðast
síðasta	siːðasta
síðasti	siːðastɪ
síðastliðið	siːðastlɪːðɪð
síðastliðin	siːðastlɪːðɪn
síðastliðinn	siːðastlɪːðɪn
síðastliðins	siːðastlɪːðɪns
síðastliðna	siːðastlɪːðna
síðastliðnu	siːðastlɪːðnʏ
síðastliðnum	siːðastlɪːðnʏm
síðastnefnda	siːðastnɛmta
síðastnefndi	siːðastnɛmtɪ
síðastnefndu	siːðastnɛmtʏ
síðastur	siːðastʏr
síðbúinn	siðpuɪn
síðdegi	siðteijɪ
síðdegið	siðteijɪð
síðdegis	siðteijɪs
síðdegisblaðsins	siðteijɪsplaðsɪns
síðdegisþáttur	siðteijɪsθauhtʏr
síðhærður	siːðhairðʏr
síðkastið	siðkastɪð
síðla	siðla
síðna	siðŋa
síðra	siðra
síðri	siðrɪ
síðsta	siðsta
síðsumar	siːðsʏmar̥s
síðsumar	siːðsʏmars
síðsumars	siðsʏmar̥s
síðu	siːðʏ
síðum	siːðʏm
Síðumúla	siːðʏmuːla
síðuna	siːðʏna
síðunnar	siːðʏnar
síðunni	siːðʏnɪ
síðunum	siːðɔnʏm
síður	siːðʏr
síðurnar	siːðʏtnar
síðust	siːðʏst
síðustu	siːðʏstʏ
SÍF	siːf
sífelld	siːfɛlt
sífelldar	siːfɛltar
sífelldri	siːfɛltrɪ
sífelldu	siːfɛltʏ
sífelldum	siːfɛltʏm
sífellt	siːfɛl̥t
sífellu	siːfɛtlʏ
sífraði	siːvraðɪ
sígandi	siːɣantɪ
sígarettan	siːkarɛhtan
sígarettu	siːkarɛhtʏ
sígarettum	siːkarɛhtʏm
sígarettuna	siːkarɛhtʏna
sígarettunni	siːkarɛhtʏnɪ
sígarettunum	siːkarɛhtɔnʏm
sígarettupakka	siːkarɛhtʏpahka
sígarettupakkann	siːkarɛhtʏpahkan
sígarettur	siːkarɛhtʏr
sígarettureyk	siːkarɛhtʏreiːk
sígaretturnar	siːkarɛhtʏtnar
sígarettustubbum	siːkarɛhtʏstʏpɔnʏm
sígauna	siːkœyna
sígaunar	siːkœynar
sígaunarnir	siːkœynatnɪr
sígild	siːcɪlt
sígilda	siːcɪlta
sígildar	siːcɪltar
sígildri	siːcɪltrɪ
sígildu	siːcɪltʏ
sígildum	siːcɪltʏm
sígilt	siːcɪl̥t
sígó	siːkou
síki	siːcɪ
síld	silt
síldar	siltar
síldarstofninum	siltarstɔpnɪnʏm
Síldarvinnslan	siːltarvɪnslan
síldarvinnslan	siltarvɪnstlan
síldarvinnslunnar	siltarvɪnstlʏnar
síldarvinnslunni	siltarvɪnstlʏnɪ
síldin	siltɪn
síldina	siltɪna
síldinni	siltɪnɪ
síldveiðar	siltveiðar
síldveiðum	siltveiðʏm
síli	siːlɪ
sílikon	siːlikɔn
síma	siːma
símaborðið	siːmapɔrðɪð
símaborðinu	siːmapɔrðɪnʏ
símadeild	siːmateilt
símaði	siːmaðɪ
símafyrirtæki	siːmafɪːrɪtaiːcɪ
símafyrirtækin	siːmafɪːrɪtaiːcɪn
símafyrirtækja	siːmafɪːrɪtaiːca
símaklefa	siːmaklɛːva
símalínur	siːmaliːnʏr
símamaður	siːmamaːðʏr
Símaminjasafnið	siːmamɪnjasapnɪð
símann	siːman
símans	siːmans
símanum	siːmanʏm
símanúmer	siːmanuːmɛr
símanúmerið	siːmanuːmɛrɪð
símapantanir	siːmapan̥tanɪr
símapantanir	siːmapantanɪr
símar	siːmar
símaráðgjöf	siːmarauðcœV
símasamband	siːmasampant
símasambandi	siːmasampantɪ
símaskrá	siːmaskrauː
símaskrána	siːmaskrauna
símaskránni	siːmaskraunɪ
símastaura	siːmastœyːra
símatími	siːmatiːmɪ
símavakt	siːmavaxt
símaþjónusta	siːmaθjouːnʏsta
símaþjónustu	siːmaθjouːnʏstʏ
símboði	simpɔðɪ
símbréf	simprjɛv
símbréfi	simprjɛVɪ
símenntun	siːmɛn̥tʏn
símenntun	siːmɛntʏn
símenntunar	siːmɛn̥tʏnar
símenntunar	siːmɛntʏnar
símhringingu	simr̥iɲciŋkʏ
sími	siːmɪ
síminn	siːmɪn
símleiðis	simleiðɪs
símnet	simnɛt
Símon	siːmɔn
Símonar	siːmɔnar
Símonardóttir	siːmɔnartouhtɪr
Símonardóttur	siːmɔnartouhtʏr
Símonarson	siːmɔnarsɔːn
Símonarsonar	siːmɔnarsɔːnar
Símoni	siːmɔnɪ
símskeyti	simskeitɪ
símskeyti	simsceiːtɪ
símskeyti	simsceitɪ
símskeytið	simsceiːtɪð
símsvara	simsvara
símsvaranum	simsvaranʏm
símsvari	simsvarɪ
símtal	simtal
símtala	simtala
símtali	simtalɪ
símtalið	simtalɪð
símtalinu	simtalɪnʏ
símtól	simtoul
símtólið	simtoulɪð
símtólinu	simtoulɪnʏ
símtöl	simtœl
símtölin	simtœlɪn
símtölum	simtœlʏm
símum	siːmʏm
símþjónusta	simθjouːnʏsta
sín	siːn
sína	siːna
sínar	siːnar
SÍNE	siːnɛ
sínir	siːnɪr
síns	sins
sínu	siːnʏ
sínum	siːnʏm
síra	siːra
sírenu	siːrɛnʏ
sírenur	siːrɛnʏr
sírenurnar	siːrɛnʏtnar
Síríus	siːrijʏs
Síríus	siːriʏs
SÍS	siːs
Sísí	siːsi
síst	sist
sítrón	siːtroun
sítrónu	siːtrounʏ
sívaxandi	siːvaksantɪ
sívaxandi	siːvaxsantɪ
Sívertsen	siːvɛr̥tsɛn
sívinnandi	siːvɪnantɪ
síþreytu	siːθreitʏ
Sjafnar	sjapnar
Sjafnargötu	sjapnarkœːtʏ
Sjafnargötu	sjapnarkœtʏ
sjaldan	sjaltan
sjaldgæf	sjaltcaiv
sjaldgæfa	sjaltcaiva
sjaldgæfar	sjaltcaivar
sjaldgæft	sjaltcaift
sjaldgæfu	sjaltcaivʏ
sjaldnar	sjaltnar
sjaldnast	sjaltnast
sjaldséð	sjaltsjɛːð
sjaldséðir	sjaltsjɛːðɪr
sjali	sjaːlɪ
Sjallinn	sjalɪn
sjampói	sjam̥pou
sjampói	sjampou
sjarma	sjarma
sjarmerandi	sjarmɛrantɪ
sjá	sjauː
sjáandi	sjauːantɪ
sjáanleg	sjauːanlɛɣ
sjáanlegt	sjauːanlɛxt
sjáanlegur	sjauːanlɛɣʏr
sjáðu	sjauːðʏ
sjái	sjauːɪ
sjáið	sjauːɪð
sjáiði	sjauːɪðɪ
sjáir	sjauːɪr
sjáist	sjauːɪst
Sjáland	sjauːlant
Sjálandi	sjauːlantɪ
Sjálands	sjauːlants
Sjálands	sjauːlans
sjálf	sjaulv
sjálfa	sjaulva
sjálfala	sjaulvala
sjálfan	sjaulvan
sjálfar	sjaulvar
sjálfbjarga	sjaulvpjarka
sjálfboðaliða	sjaulvpɔðalɪːða
sjálfboðaliðana	sjaulvpɔðalɪːðana
sjálfboðaliðann	sjaulvpɔðalɪːðan
sjálfboðaliðar	sjaulvpɔðalɪːðar
sjálfboðaliðarnir	sjaulvpɔðalɪːðatnɪr
sjálfboðaliðinn	sjaulvpɔðalɪːðɪn
sjálfboðaliðum	sjaulvpɔðalɪːðʏm
sjálfboðavinnu	sjaulvpɔðavɪnʏ
