abá	aˈba
refunfuñá	refunfuˈɲa
refunfuñás	refunfuˈɲas
refunfuñés	refunfuˈɲes
refutá	refuˈt̪a
refutás	refuˈt̪as
refutés	refuˈt̪es
regalá	regaˈla
regalás	regaˈlas
regalés	regaˈles
regañá	regaˈɲa
regañás	regaˈɲas
regañés	regaˈɲes
regá	reˈga
regás	reˈgas
regateá	regat̪eˈa
regateás	regat̪eˈas
regateés	regat̪eˈes
regenerá	rexeneˈɾa
regenerás	rexeneˈɾas
regenerés	rexeneˈɾes
regentá	rexenˈt̪a
regentás	rexenˈt̪as
regenteá	rexent̪eˈa
regenteás	rexent̪eˈas
regenteés	rexent̪eˈes
regentés	rexenˈt̪es
regimentá	reximenˈt̪a
regimentás	reximenˈt̪as
regimentés	reximenˈt̪es
regionalicés	rexjonaliˈses
regionalizá	rexjonaliˈsa
regionalizás	rexjonaliˈsas
regí	reˈxi
regís	reˈxis
registrá	rexisˈt̪ɾa
registrás	rexisˈt̪ɾas
registrés	rexisˈt̪ɾes
reglamentá	reglamenˈt̪a
reglamentás	reglamenˈt̪as
reglamentés	reglamenˈt̪es
reglá	reˈgla
reglás	reˈglas
reglés	reˈgles
regleteá	reglet̪eˈa
regleteás	reglet̪eˈas
regleteés	reglet̪eˈes
regocijá	regosiˈxa
regocijás	regosiˈxas
regocijés	regosiˈxes
regodeá	regod̪eˈa
regodeás	regod̪eˈas
regodeés	regod̪eˈes
regoldá	regolˈd̪a
regoldás	regolˈd̪as
regoldés	regolˈd̪es
regresá	regɾeˈsa
regresás	regɾeˈsas
regresés	regɾeˈses
regruñás	regɾuˈɲas
regruñí	regɾuˈɲi
regruñís	regɾuˈɲis
regués	reˈges
regulá	reguˈla
regularicés	regulaɾiˈses
regularizá	regulaɾiˈsa
regularizás	regulaɾiˈsas
regulás	reguˈlas
regulés	reguˈles
regurgitá	reguɾxiˈt̪a
regurgitás	reguɾxiˈt̪as
regurgités	reguɾxiˈt̪es
rehabilitá	reabiliˈt̪a
rehabilitás	reabiliˈt̪as
rehabilités	reabiliˈt̪es
rehacé	reaˈse
rehacés	reaˈses
rehagás	reaˈgas
rehenchí	reenˈʧi
rehenchís	reenˈʧis
reherví	reeɾˈbi
rehervís	reeɾˈbis
rehilá	rejˈla
rehilás	rejˈlas
rehilés	rejˈles
rehinchás	rejnˈʧas
rehirvás	rejɾˈbas
rehogá	reoˈga
rehogás	reoˈgas
rehogués	reoˈges
rehollá	reoˈʝa
rehollás	reoˈʝas
rehollés	reoˈʝes
rehuí	reˈwi
rehuís	reˈwis
rehumedecé	rewmed̪eˈse
rehumedecés	rewmed̪eˈses
rehumedezcás	rewmed̪esˈkas
rehundás	rewnˈd̪as
rehundí	rewnˈd̪i
rehundís	rewnˈd̪is
rehusá	rewˈsa
rehusás	rewˈsas
rehusés	rewˈses
rehuyás	rewˈʝas
reimportá	rejmpoɾˈt̪a
reimportás	rejmpoɾˈt̪as
reimportés	rejmpoɾˈt̪es
reimprimás	rejmpɾiˈmas
reimprimí	rejmpɾiˈmi
reimprimís	rejmpɾiˈmis
reiná	rejˈna
reinás	rejˈnas
reincidás	rejnsiˈd̪as
reincidí	rejnsiˈd̪i
reincidís	rejnsiˈd̪is
reincorporá	rejnkoɾpoˈɾa
reincorporás	rejnkoɾpoˈɾas
reincorporés	rejnkoɾpoˈɾes
reinés	rejˈnes
reingresá	rejngɾeˈsa
reingresás	rejngɾeˈsas
reingresés	rejngɾeˈses
reinsertá	rejnseɾˈt̪a
reinsertás	rejnseɾˈt̪as
reinsertés	rejnseɾˈt̪es
reinstalá	rejnst̪aˈla
reinstalás	rejnst̪aˈlas
reinstalés	rejnst̪aˈles
reinstaurá	rejnst̪awˈɾa
reinstaurás	rejnst̪awˈɾas
reinstaurés	rejnst̪awˈɾes
reintegrá	rejnt̪eˈgɾa
reintegrás	rejnt̪eˈgɾas
reintegrés	rejnt̪eˈgɾes
reinventá	rejnbenˈt̪a
reinventás	rejnbenˈt̪as
reinventés	rejnbenˈt̪es
reiterá	rejt̪eˈɾa
reiterás	rejt̪eˈɾas
reiterés	rejt̪eˈɾes
reivindicá	rejbind̪iˈka
reivindicás	rejbind̪iˈkas
reivindiqués	rejbind̪iˈkes
rejacá	rexaˈka
rejacás	rexaˈkas
rejaqués	rexaˈkes
rejoneá	rexoneˈa
rejoneás	rexoneˈas
rejoneés	rexoneˈes
rejuntá	rexunˈt̪a
rejuntás	rexunˈt̪as
rejuntés	rexunˈt̪es
rejuvenecé	rexubeneˈse
rejuvenecés	rexubeneˈses
rejuvenezcás	rexubenesˈkas
relacioná	relasjoˈna
relacionás	relasjoˈnas
relacionés	relasjoˈnes
relajá	relaˈxa
relajás	relaˈxas
relajés	relaˈxes
relamás	relaˈmas
relamé	relaˈme
relamés	relaˈmes
relampagueá	relampageˈa
relampagueás	relampageˈas
relampagueés	relampageˈes
relancés	relanˈses
relanzá	relanˈsa
relanzás	relanˈsas
relatá	relaˈt̪a
relatás	relaˈt̪as
relatés	relaˈt̪es
relativicés	relat̪ibiˈses
relativizá	relat̪ibiˈsa
relativizás	relat̪ibiˈsas
releás	releˈas
releé	releˈe
releés	releˈes
relegá	releˈga
relegás	releˈgas
relegués	releˈges
relevá	releˈba
relevás	releˈbas
relevés	releˈbes
religá	reliˈga
religás	reliˈgas
religués	reliˈges
relinchá	relinˈʧa
relinchás	relinˈʧas
relinchés	relinˈʧes
relingá	relinˈga
relingás	relinˈgas
relingués	relinˈges
rellaná	reʝaˈna
rellanás	reʝaˈnas
rellanés	reʝaˈnes
rellená	reʝeˈna
rellenás	reʝeˈnas
rellenés	reʝeˈnes
relucí	reluˈsi
relucís	reluˈsis
relumbrá	relumˈbɾa
relumbrás	relumˈbɾas
relumbrés	relumˈbɾes
reluzcás	relusˈkas
remachá	remaˈʧa
remachás	remaˈʧas
remachés	remaˈʧes
remallá	remaˈʝa
remallás	remaˈʝas
remallés	remaˈʝes
remangá	remanˈga
remangás	remanˈgas
remangués	remanˈges
remansá	remanˈsa
remansás	remanˈsas
remansés	remanˈses
remarcá	remaɾˈka
remarcás	remaɾˈkas
remá	reˈma
remarqués	remaɾˈkes
remás	reˈmas
rematá	remaˈt̪a
rematás	remaˈt̪as
rematés	remaˈt̪es
rembolsá	rembolˈsa
rembolsás	rembolˈsas
rembolsés	rembolˈses
remecé	remeˈse
remecés	remeˈses
remedá	remeˈd̪a
remedás	remeˈd̪as
remedés	remeˈd̪es
remediá	remed̪iˈa
remediás	remed̪iˈas
remediés	remeˈd̪jes
remedí	remeˈd̪i
remedís	remeˈd̪is
remellá	remeˈʝa
remellás	remeˈʝas
remellés	remeˈʝes
rememorá	rememoˈɾa
rememorás	rememoˈɾas
rememorés	rememoˈɾes
remendá	remenˈd̪a
remendás	remenˈd̪as
remendés	remenˈd̪es
remesá	remeˈsa
remesás	remeˈsas
remesés	remeˈses
remés	reˈmes
remetás	remeˈt̪as
remeté	remeˈt̪e
remetés	remeˈt̪es
remezás	remeˈsas
remidás	remiˈd̪as
remilgá	remilˈga
remilgás	remilˈgas
remilgués	remilˈges
remirá	remiˈɾa
remirás	remiˈɾas
remirés	remiˈɾes
remitás	remiˈt̪as
remití	remiˈt̪i
remitís	remiˈt̪is
remocés	remoˈses
remodelá	remod̪eˈla
remodelás	remod̪eˈlas
remodelés	remod̪eˈles
remojá	remoˈxa
remojás	remoˈxas
remojés	remoˈxes
remolás	remoˈlas
remolcá	remolˈka
remolcás	remolˈkas
remolé	remoˈle
remolés	remoˈles
remoliná	remoliˈna
remolinás	remoliˈnas
remolineá	remolineˈa
remolineás	remolineˈas
remolineés	remolineˈes
remolinés	remoliˈnes
remoloneá	remoloneˈa
remoloneás	remoloneˈas
remoloneés	remoloneˈes
remolqués	remolˈkes
remontá	remonˈt̪a
remontás	remonˈt̪as
remontés	remonˈt̪es
remordás	remoɾˈd̪as
remordé	remoɾˈd̪e
remordés	remoɾˈd̪es
remosqueá	remoskeˈa
remosqueás	remoskeˈas
remosqueés	remoskeˈes
remostá	remosˈt̪a
remostás	remosˈt̪as
remostés	remosˈt̪es
removás	remoˈbas
remové	remoˈbe
removés	remoˈbes
remozá	remoˈsa
remozás	remoˈsas
remplacés	remplaˈses
remplazá	remplaˈsa
remplazás	remplaˈsas
rempujá	rempuˈxa
rempujás	rempuˈxas
rempujés	rempuˈxes
remudá	remuˈd̪a
remudás	remuˈd̪as
remudés	remuˈd̪es
remullás	remuˈʝas
remullí	remuˈʝi
remullís	remuˈʝis
remunerá	remuneˈɾa
remunerás	remuneˈɾas
remunerés	remuneˈɾes
remusgá	remusˈga
remusgás	remusˈgas
remusgués	remusˈges
renacé	renaˈse
renacés	renaˈses
renazcás	renasˈkas
rendí	renˈd̪i
rendís	renˈd̪is
renegá	reneˈga
renegás	reneˈgas
renegociá	renegosiˈa
renegociás	renegosiˈas
renegociés	renegoˈsjes
renegués	reneˈges
rengueá	rengeˈa
rengueás	rengeˈas
rengueés	rengeˈes
reñí	reˈɲi
reñís	reˈɲis
renová	renoˈba
renovás	renoˈbas
renovés	renoˈbes
renqueá	renkeˈa
renqueás	renkeˈas
renqueés	renkeˈes
rentabilicés	rent̪abiliˈses
rentabilizá	rent̪abiliˈsa
rentabilizás	rent̪abiliˈsas
rentá	renˈt̪a
rentás	renˈt̪as
rentés	renˈt̪es
renunciá	renunsiˈa
renunciás	renunsiˈas
renunciés	renunˈsjes
renvalsá	renbalˈsa
renvalsás	renbalˈsas
renvalsés	renbalˈses
reordená	reoɾd̪eˈna
reordenás	reoɾd̪eˈnas
reordenés	reoɾd̪eˈnes
reorganicés	reoɾganiˈses
reorganizá	reoɾganiˈsa
reorganizás	reoɾganiˈsas
reorientá	reoɾjenˈt̪a
reorientás	reoɾjenˈt̪as
reorientés	reoɾjenˈt̪es
repanchigá	repanʧiˈga
repanchigás	repanʧiˈgas
repanchigués	repanʧiˈges
repantigá	repant̪iˈga
repantigás	repant̪iˈgas
repantigués	repant̪iˈges
repará	repaˈɾa
reparás	repaˈɾas
reparés	repaˈɾes
repartás	repaɾˈt̪as
repartí	repaɾˈt̪i
repartís	repaɾˈt̪is
repasá	repaˈsa
repasás	repaˈsas
repasés	repaˈses
repastá	repasˈt̪a
repastás	repasˈt̪as
repastés	repasˈt̪es
repatriá	repat̪ɾiˈa
repatriás	repat̪ɾiˈas
repatriés	repaˈt̪ɾjes
repechá	repeˈʧa
repechás	repeˈʧas
repechés	repeˈʧes
repeiná	repejˈna
repeinás	repejˈnas
repeinés	repejˈnes
repelá	repeˈla
repelás	repeˈlas
repelás	repeˈlas
repelé	repeˈle
repelés	repeˈles
repelés	repeˈles
repellá	repeˈʝa
repellás	repeˈʝas
repellés	repeˈʝes
repensá	repenˈsa
repensás	repenˈsas
repensés	repenˈses
repenticés	repent̪iˈses
repentizá	repent̪iˈsa
repentizás	repent̪iˈsas
repercutás	repeɾkuˈt̪as
repercutí	repeɾkuˈt̪i
repercutís	repeɾkuˈt̪is
repesá	repeˈsa
repesás	repeˈsas
repescá	repesˈka
repescás	repesˈkas
repesés	repeˈses
repesqués	repesˈkes
repetí	repeˈt̪i
repetís	repeˈt̪is
repicá	repiˈka
repicás	repiˈkas
repintá	repinˈt̪a
repintás	repinˈt̪as
repintés	repinˈt̪es
repiqués	repiˈkes
repiqueteá	repiket̪eˈa
repiqueteás	repiket̪eˈas
repiqueteés	repiket̪eˈes
repitás	repiˈt̪as
replantá	replanˈt̪a
replantás	replanˈt̪as
replanteá	replant̪eˈa
replanteás	replant̪eˈas
replanteés	replant̪eˈes
replantés	replanˈt̪es
replegá	repleˈga
replegás	repleˈgas
replegués	repleˈges
replicá	repliˈka
replicás	repliˈkas
repliqués	repliˈkes
repoblá	repoˈbla
repoblás	repoˈblas
repoblés	repoˈbles
repodá	repoˈd̪a
repodás	repoˈd̪as
repodés	repoˈd̪es
repollá	repoˈʝa
repollás	repoˈʝas
repollés	repoˈʝes
reponé	repoˈne
reponés	repoˈnes
repongás	reponˈgas
reportá	repoɾˈt̪a
reportás	repoɾˈt̪as
reportés	repoɾˈt̪es
reposá	repoˈsa
reposás	repoˈsas
reposés	repoˈses
repostá	reposˈt̪a
repostás	reposˈt̪as
repostés	reposˈt̪es
reprendás	repɾenˈd̪as
reprendé	repɾenˈd̪e
reprendés	repɾenˈd̪es
represá	repɾeˈsa
represás	repɾeˈsas
representá	repɾesenˈt̪a
representás	repɾesenˈt̪as
representés	repɾesenˈt̪es
represés	repɾeˈses
reprimás	repɾiˈmas
reprimí	repɾiˈmi
reprimís	repɾiˈmis
reprobá	repɾoˈba
reprobás	repɾoˈbas
reprobés	repɾoˈbes
reprochá	repɾoˈʧa
reprochás	repɾoˈʧas
reprochés	repɾoˈʧes
reproducí	repɾod̪uˈsi
reproducís	repɾod̪uˈsis
reproduzcás	repɾod̪usˈkas
reptá	repˈt̪a
reptás	repˈt̪as
reptés	repˈt̪es
repudiá	repud̪iˈa
repudiás	repud̪iˈas
repudiés	repuˈd̪jes
repudrás	repuˈd̪ɾas
repudrí	repuˈd̪ɾi
repudrís	repuˈd̪ɾis
repugná	repugˈna
repugnás	repugˈnas
repugnés	repugˈnes
repujá	repuˈxa
repujás	repuˈxas
repujés	repuˈxes
repulás	repuˈlas
repulgá	repulˈga
repulgás	repulˈgas
repulgués	repulˈges
repulí	repuˈli
repulís	repuˈlis
repulsá	repulˈsa
repulsás	repulˈsas
repulsés	repulˈses
repuntá	repunˈt̪a
repuntás	repunˈt̪as
repuntés	repunˈt̪es
repurgá	repuɾˈga
repurgás	repuɾˈgas
repurgués	repuɾˈges
reputá	repuˈt̪a
reputás	repuˈt̪as
reputés	repuˈt̪es
requebrá	rekeˈbɾa
requebrás	rekeˈbɾas
requebrés	rekeˈbɾes
requemá	rekeˈma
requemás	rekeˈmas
requemés	rekeˈmes
requerí	rekeˈɾi
requerís	rekeˈɾis
requintá	rekinˈt̪a
requintás	rekinˈt̪as
requintés	rekinˈt̪es
requirás	rekiˈɾas
requisá	rekiˈsa
requisás	rekiˈsas
requisés	rekiˈses
resabiá	resabiˈa
resabiás	resabiˈas
resabiés	resaˈbjes
resacá	resaˈka
resacás	resaˈkas
resalgás	resalˈgas
resalí	resaˈli
resalís	resaˈlis
resallá	resaˈʝa
resallás	resaˈʝas
resallés	resaˈʝes
resaltá	resalˈt̪a
resaltás	resalˈt̪as
resaltés	resalˈt̪es
resaná	resaˈna
resanás	resaˈnas
resanés	resaˈnes
resaqués	resaˈkes
resarcí	resaɾˈsi
resarcís	resaɾˈsis
resarzás	resaɾˈsas
resbalá	resbaˈla
resbalás	resbaˈlas
resbalés	resbaˈles
rescaldá	reskalˈd̪a
rescaldás	reskalˈd̪as
rescaldés	reskalˈd̪es
rescatá	reskaˈt̪a
rescatás	reskaˈt̪as
rescatés	reskaˈt̪es
rescindás	resinˈd̪as
rescindí	resinˈd̪i
rescindís	resinˈd̪is
rescribás	reskɾiˈbas
rescribí	reskɾiˈbi
rescribís	reskɾiˈbis
resecá	reseˈka
resecás	reseˈkas
resegá	reseˈga
resegás	reseˈgas
resegués	reseˈges
reseguí	reseˈgi
reseguís	reseˈgis
resellá	reseˈʝa
resellás	reseˈʝas
resellés	reseˈʝes
resembrá	resemˈbɾa
resembrás	resemˈbɾas
resembrés	resemˈbɾes
reseñá	reseˈɲa
reseñás	reseˈɲas
reseñés	reseˈɲes
resentí	resenˈt̪i
resentís	resenˈt̪is
resequés	reseˈkes
reservá	reseɾˈba
reservás	reseɾˈbas
reservés	reseɾˈbes
resfriá	resfɾiˈa
resfriás	resfɾiˈas
resfriés	resˈfɾjes
resguardá	resgwaɾˈd̪a
resguardás	resgwaɾˈd̪as
resguardés	resgwaɾˈd̪es
residás	resiˈd̪as
residenciá	resid̪ensiˈa
residenciás	resid̪ensiˈas
residenciés	resid̪enˈsjes
residí	resiˈd̪i
residís	resiˈd̪is
resigás	resiˈgas
resigná	resigˈna
resignás	resigˈnas
resignés	resigˈnes
resiná	resiˈna
resinás	resiˈnas
resinés	resiˈnes
resinificá	resinifiˈka
resinificás	resinifiˈkas
resinifiqués	resinifiˈkes
resintás	resinˈt̪as
resistás	resisˈt̪as
resistí	resisˈt̪i
resistís	resisˈt̪is
resollá	resoˈʝa
resollás	resoˈʝas
resollés	resoˈʝes
resolvás	resolˈbas
resolvé	resolˈbe
resolvés	resolˈbes
resoná	resoˈna
resonás	resoˈnas
resonés	resoˈnes
resoplá	resoˈpla
resoplás	resoˈplas
resoplés	resoˈples
respaldá	respalˈd̪a
respaldás	respalˈd̪as
respaldés	respalˈd̪es
respectá	respekˈt̪a
respectás	respekˈt̪as
respectés	respekˈt̪es
respetá	respeˈt̪a
respetás	respeˈt̪as
respetés	respeˈt̪es
respigá	respiˈga
respigás	respiˈgas
respigués	respiˈges
respingá	respinˈga
respingás	respinˈgas
respingués	respinˈges
respirá	respiˈɾa
respirás	respiˈɾas
respirés	respiˈɾes
resplandecé	respland̪eˈse
resplandecés	respland̪eˈses
resplandezcás	respland̪esˈkas
respondás	responˈd̪as
respondé	responˈd̪e
respondés	responˈd̪es
responsabilicés	responsabiliˈses
responsabilizá	responsabiliˈsa
responsabilizás	responsabiliˈsas
responsá	responˈsa
responsás	responˈsas
responseá	responseˈa
responseás	responseˈas
responseés	responseˈes
responsés	responˈses
resquebrajá	reskebɾaˈxa
resquebrajás	reskebɾaˈxas
resquebrajés	reskebɾaˈxes
resquebrá	reskeˈbɾa
resquebrás	reskeˈbɾas
resquebrés	reskeˈbɾes
resquemá	reskeˈma
resquemás	reskeˈmas
resquemés	reskeˈmes
restablecé	rest̪ableˈse
restablecés	rest̪ableˈses
restablezcás	rest̪ablesˈkas
restallá	rest̪aˈʝa
restallás	rest̪aˈʝas
restallés	rest̪aˈʝes
restañá	rest̪aˈɲa
restañás	rest̪aˈɲas
restañés	rest̪aˈɲes
restá	resˈt̪a
restás	resˈt̪as
restaurá	rest̪awˈɾa
restaurás	rest̪awˈɾas
restaurés	rest̪awˈɾes
restés	resˈt̪es
restituí	rest̪iˈt̪wi
restituís	rest̪iˈt̪wis
restituyás	rest̪it̪uˈʝas
restregá	rest̪ɾeˈga
restregás	rest̪ɾeˈgas
restregués	rest̪ɾeˈges
restriñás	rest̪ɾiˈɲas
restringí	rest̪ɾinˈxi
restringís	rest̪ɾinˈxis
restriñí	rest̪ɾiˈɲi
restriñís	rest̪ɾiˈɲis
restrinjás	rest̪ɾinˈxas
resucitá	resusiˈt̪a
resucitás	resusiˈt̪as
resucités	resusiˈt̪es
resudá	resuˈd̪a
resudás	resuˈd̪as
resudés	resuˈd̪es
resultá	resulˈt̪a
resultás	resulˈt̪as
resultés	resulˈt̪es
resumás	resuˈmas
resumí	resuˈmi
resumís	resuˈmis
resurgí	resuɾˈxi
resurgís	resuɾˈxis
resurjás	resuɾˈxas
retacá	ret̪aˈka
retacás	ret̪aˈkas
retacés	ret̪aˈses
retajá	ret̪aˈxa
retajás	ret̪aˈxas
retajés	ret̪aˈxes
retallá	ret̪aˈʝa
retallás	ret̪aˈʝas
retallecé	ret̪aʝeˈse
retallecés	ret̪aʝeˈses
retallés	ret̪aˈʝes
retallezcás	ret̪aʝesˈkas
retaqués	ret̪aˈkes
retardá	ret̪aɾˈd̪a
retardás	ret̪aɾˈd̪as
retardés	ret̪aɾˈd̪es
retá	reˈt̪a
retasá	ret̪aˈsa
retasás	ret̪aˈsas
retasés	ret̪aˈses
retás	reˈt̪as
retazá	ret̪aˈsa
retazás	ret̪aˈsas
retejá	ret̪eˈxa
retejás	ret̪eˈxas
retejás	ret̪eˈxas
retejé	ret̪eˈxe
retejés	ret̪eˈxes
retejés	ret̪eˈxes
retemblá	ret̪emˈbla
retemblás	ret̪emˈblas
retemblés	ret̪emˈbles
retené	ret̪eˈne
retenés	ret̪eˈnes
retengás	ret̪enˈgas
reteñí	ret̪eˈɲi
reteñís	ret̪eˈɲis
retesá	ret̪eˈsa
retesás	ret̪eˈsas
retesés	ret̪eˈses
retés	reˈt̪es
retiñás	ret̪iˈɲas
retiñás	ret̪iˈɲas
retiñí	ret̪iˈɲi
retiñís	ret̪iˈɲis
retirá	ret̪iˈɾa
retirás	ret̪iˈɾas
retirés	ret̪iˈɾes
retobá	ret̪oˈba
retobás	ret̪oˈbas
retobés	ret̪oˈbes
retocá	ret̪oˈka
retocás	ret̪oˈkas
retocés	ret̪oˈses
retomá	ret̪oˈma
retomás	ret̪oˈmas
retomés	ret̪oˈmes
retoñá	ret̪oˈɲa
retoñás	ret̪oˈɲas
retoñecé	ret̪oɲeˈse
retoñecés	ret̪oɲeˈses
retoñés	ret̪oˈɲes
retoñezcás	ret̪oɲesˈkas
retoqués	ret̪oˈkes
retorcé	ret̪oɾˈse
retorcés	ret̪oɾˈses
retorná	ret̪oɾˈna
retornás	ret̪oɾˈnas
retornés	ret̪oɾˈnes
retorz??s	ˈret̪oɾs
retostá	ret̪osˈt̪a
retostás	ret̪osˈt̪as
retostés	ret̪osˈt̪es
retozá	ret̪oˈsa
retozás	ret̪oˈsas
retractá	ret̪ɾakˈt̪a
retractás	ret̪ɾakˈt̪as
retractés	ret̪ɾakˈt̪es
retraé	ret̪ɾaˈe
retraés	ret̪ɾaˈes
retraigás	ret̪ɾajˈgas
retranqueá	ret̪ɾankeˈa
retranqueás	ret̪ɾankeˈas
retranqueés	ret̪ɾankeˈes
retransmitás	ret̪ɾansmiˈt̪as
retransmití	ret̪ɾansmiˈt̪i
retransmitís	ret̪ɾansmiˈt̪is
retrasá	ret̪ɾaˈsa
retrasás	ret̪ɾaˈsas
retrasés	ret̪ɾaˈses
retratá	ret̪ɾaˈt̪a
retratás	ret̪ɾaˈt̪as
retratés	ret̪ɾaˈt̪es
retrechá	ret̪ɾeˈʧa
retrechás	ret̪ɾeˈʧas
retrechés	ret̪ɾeˈʧes
retrepá	ret̪ɾeˈpa
retrepás	ret̪ɾeˈpas
retrepés	ret̪ɾeˈpes
retribuí	ret̪ɾiˈbwi
retribuís	ret̪ɾiˈbwis
retribuyás	ret̪ɾibuˈʝas
retrillá	ret̪ɾiˈʝa
retrillás	ret̪ɾiˈʝas
retrillés	ret̪ɾiˈʝes
retrocedás	ret̪ɾoseˈd̪as
retrocedé	ret̪ɾoseˈd̪e
retrocedés	ret̪ɾoseˈd̪es
retrogradá	ret̪ɾogɾaˈd̪a
retrogradás	ret̪ɾogɾaˈd̪as
retrogradés	ret̪ɾogɾaˈd̪es
retrotraé	ret̪ɾot̪ɾaˈe
retrotraés	ret̪ɾot̪ɾaˈes
retrotraigás	ret̪ɾot̪ɾajˈgas
retrovendás	ret̪ɾobenˈd̪as
retrovendé	ret̪ɾobenˈd̪e
retrovendés	ret̪ɾobenˈd̪es
retrucá	ret̪ɾuˈka
retrucás	ret̪ɾuˈkas
retruqués	ret̪ɾuˈkes
retumbá	ret̪umˈba
retumbás	ret̪umˈbas
retumbés	ret̪umˈbes
reubicá	rewbiˈka
reubicás	rewbiˈkas
reubiqués	rewbiˈkes
reunás	rewˈnas
reuní	rewˈni
reunís	rewˈnis
reutilicés	rewt̪iliˈses
reutilizá	rewt̪iliˈsa
reutilizás	rewt̪iliˈsas
revacuná	rebakuˈna
revacunás	rebakuˈnas
revacunés	rebakuˈnes
revalidá	rebaliˈd̪a
revalidás	rebaliˈd̪as
revalidés	rebaliˈd̪es
revalorá	rebaloˈɾa
revalorás	rebaloˈɾas
revalorés	rebaloˈɾes
revaloricés	rebaloɾiˈses
revalorizá	rebaloɾiˈsa
revalorizás	rebaloɾiˈsas
revaluá	rebaˈlwa
revaluás	rebaˈlwas
revalués	rebaˈlwes
reveás	rebeˈas
revejecé	rebexeˈse
revejecés	rebexeˈses
revejezcás	rebexesˈkas
revelá	rebeˈla
revelás	rebeˈlas
revelés	rebeˈles
revená	rebeˈna
revenás	rebeˈnas
revendás	rebenˈd̪as
revendé	rebenˈd̪e
revendés	rebenˈd̪es
revenés	rebeˈnes
revengás	rebenˈgas
revení	rebeˈni
revenís	rebeˈnis
reventá	rebenˈt̪a
reventás	rebenˈt̪as
reventés	rebenˈt̪es
reverberá	rebeɾbeˈɾa
reverberás	rebeɾbeˈɾas
reverberés	rebeɾbeˈɾes
reverdecé	rebeɾd̪eˈse
reverdecés	rebeɾd̪eˈses
reverdezcás	rebeɾd̪esˈkas
reverenciá	rebeɾensiˈa
reverenciás	rebeɾensiˈas
reverenciés	rebeɾenˈsjes
revé	reˈbe
revertí	rebeɾˈt̪i
revertís	rebeɾˈt̪is
revés	reˈbes
revestí	rebesˈt̪i
revestís	rebesˈt̪is
revigoricés	rebigoɾiˈses
revigorizá	rebigoɾiˈsa
revigorizás	rebigoɾiˈsas
revirtás	rebiɾˈt̪as
revisá	rebiˈsa
revisás	rebiˈsas
revisés	rebiˈses
revistá	rebisˈt̪a
revistás	rebisˈt̪as
revistás	rebisˈt̪as
revistés	rebisˈt̪es
revitalicés	rebit̪aliˈses
revitalizá	rebit̪aliˈsa
revitalizás	rebit̪aliˈsas
revivás	rebiˈbas
revivificá	rebibifiˈka
revivificás	rebibifiˈkas
revivifiqués	rebibifiˈkes
reviví	rebiˈbi
revivís	rebiˈbis
revocá	reboˈka
revocás	reboˈkas
revolcá	rebolˈka
revolcás	rebolˈkas
revoleá	reboleˈa
revoleás	reboleˈas
revoleés	reboleˈes
revoloteá	rebolot̪eˈa
revoloteás	rebolot̪eˈas
revoloteés	rebolot̪eˈes
revolqués	rebolˈkes
revolucioná	rebolusjoˈna
revolucionás	rebolusjoˈnas
revolucionés	rebolusjoˈnes
revolvás	rebolˈbas
revolvé	rebolˈbe
revolvés	rebolˈbes
revoqués	reboˈkes
rezagá	resaˈga
rezagás	resaˈgas
rezagués	resaˈges
rezá	reˈsa
rezás	reˈsas
rezongá	resonˈga
rezongás	resonˈgas
rezongués	resonˈges
rezumá	resuˈma
rezumás	resuˈmas
rezumés	resuˈmes
ribeteá	ribet̪eˈa
ribeteás	ribet̪eˈas
ribeteés	ribet̪eˈes
ricés	riˈses
ridiculicés	rid̪ikuliˈses
ridiculizá	rid̪ikuliˈsa
ridiculizás	rid̪ikuliˈsas
rielá	rjeˈla
rielás	rjeˈlas
rielés	rjeˈles
rifá	riˈfa
rifás	riˈfas
rifés	riˈfes
rijás	riˈxas
rilá	riˈla
rilás	riˈlas
rilés	riˈles
rimá	riˈma
rimás	riˈmas
rimés	riˈmes
riñás	riˈɲas
rindás	rinˈd̪as
ripiá	ripiˈa
ripiás	ripiˈas
ripiés	riˈpjes
ritmá	rit̪ˈma
ritmás	rit̪ˈmas
ritmés	rit̪ˈmes
rivalicés	ribaliˈses
rivalizá	ribaliˈsa
rivalizás	ribaliˈsas
rizá	riˈsa
rizás	riˈsas
roás	roˈas
robá	roˈba
robás	roˈbas
robés	roˈbes
roblá	roˈbla
roblás	roˈblas
roblés	roˈbles
robloná	robloˈna
roblonás	robloˈnas
roblonés	robloˈnes
roborá	roboˈɾa
roborás	roboˈɾas
roborés	roboˈɾes
robustecé	robust̪eˈse
robustecés	robust̪eˈses
robustezcás	robust̪esˈkas
rocés	roˈses
rociá	rosiˈa
rociás	rosiˈas
rociés	roˈsjes
rodá	roˈd̪a
rodás	roˈd̪as
rodeá	rod̪eˈa
rodeás	rod̪eˈas
rodeés	rod̪eˈes
rodés	roˈd̪es
rodrigá	rod̪ɾiˈga
rodrigás	rod̪ɾiˈgas
rodrigués	rod̪ɾiˈges
roé	roˈe
roés	roˈes
rogá	roˈga
rogás	roˈgas
rogués	roˈges
roigás	rojˈgas
rojeá	roxeˈa
rojeás	roxeˈas
rojeés	roxeˈes
rolá	roˈla
rolás	roˈlas
rolés	roˈles
romanicés	romaniˈses
romanizá	romaniˈsa
romanizás	romaniˈsas
rompás	romˈpas
rompé	romˈpe
