#name German-Hoch
#lang deu-hoch
A	ʔaː
zielstrebiges	ʦiːlʃtʁeːbɪɡəs
Zielstrebigkeit	ʦiːlʃtʁeːbɪçkaɪt
zielstrebigst	ʦiːlʃtʁeːbɪçst
zielstrebigste	ʦiːlʃtʁeːbɪçstə
zielstrebigstem	ʦiːlʃtʁeːbɪçstəm
zielstrebigsten	ʦiːlʃtʁeːbɪçstən
zielstrebigster	ʦiːlʃtʁeːbɪçstɐ
zielstrebigstes	ʦiːlʃtʁeːbɪçstəs
zielt	ʦiːlt
zielte	ʦiːltə
zielten	ʦiːltən
zieltest	ʦiːltəst
zieltet	ʦiːltət
zieme	ʦiːmə
ziemen	ʦiːmən
ziemend	ʦiːmənt
Ziemer	ʦiːmɐ
ziemest	ʦiːməst
ziemet	ʦiːmət
ziemlich	ʦiːmlɪç
ziemst	ʦiːmst
ziemt	ʦiːmt
ziemte	ʦiːmtə
ziemten	ʦiːmtən
ziemtest	ʦiːmtəst
ziemtet	ʦiːmtət
ziepe	ʦiːpə
ziepen	ʦiːpən
ziepend	ʦiːpənt
ziepest	ʦiːpəst
ziepet	ʦiːpət
ziepst	ʦiːpst
ziept	ʦiːpt
ziepte	ʦiːptə
ziepten	ʦiːptən
zieptest	ʦiːptəst
zieptet	ʦiːptət
Zier	ʦiːɐ
Zierat	ʦiːʁaːt
Zierate	ʦiːʁaːtə
Zieraten	ʦiːʁaːtən
Zierates	ʦiːʁaːtəs
Zierats	ʦiːʁaːʦ
Zierde	ʦiːɐdə
Zierden	ʦiːɐdən
Ziererei	ʦiːʁəˈʁaɪ
Zierereien	ʦiːʁəˈʁaɪən
Zierfisch	ʦiːɐˌfɪʃ
Zierfische	ʦiːɐˌfɪʃə
Zierfischen	ʦiːɐˌfɪʃən
Zierfisches	ʦiːɐˌfɪʃəs
Zierfischs	ʦiːɐˌfɪʃs
Ziergarten	ʦiːɐˌɡaɐtən
Ziergartens	ʦiːɐˌɡaɐtəns
Ziergras	ʦiːɐˌɡʁaːs
Ziergrase	ʦiːɐˌɡʁaːzə
Ziergrases	ʦiːɐˌɡʁaːzəs
Zierleiste	ʦiːɐˌlaɪstə
Zierleisten	ʦiːɐˌlaɪstən
Zierlichkeit	ʦiːɐlɪçkaɪt
Zierlichkeiten	ʦiːɐlɪçkaɪtən
Zierpflanze	ʦiːɐˌp͡flanʦə
Zierpflanzen	ʦiːɐˌp͡flanʦən
Zierpuppe	ʦiːɐˌpʊpə
Zierpuppen	ʦiːɐˌpʊpən
Zierreis	ʦiːɐˌʁaɪs
Zierreisig	ʦiːɐˌʁaɪzɪç
Zierschrift	ʦiːɐˌʃʁɪft
Zierstrauch	ʦiːɐˌʃtʁaʊx
Zierstrauche	ʦiːɐˌʃtʁaʊxə
Zierstrauches	ʦiːɐˌʃtʁaʊxəs
Zierstrauchs	ʦiːɐˌʃtʁaʊxs
Ziesel	ʦiːzəl
Ziest	ʦiːst
Ziffer	ʦɪfɐ
Zifferblatt	ʦɪfɐˌblat
Zifferblatte	ʦɪfɐˌblatə
Zifferblattes	ʦɪfɐˌblatəs
Zifferblatts	ʦɪfɐˌblaʦ
Ziffern	ʦɪfɐn
zig	ʦɪç
Zigarette	ʦiɡaˈʁɛtə
Zigaretten	ʦiɡaˈʁɛtən
Zigarettenetui	ʦiɡaˈʁɛtənʔɛtˌviː
Zigarettenetuis	ʦiɡaˈʁɛtənʔɛtˌviːs
Zigarettenkippe	ʦiɡaˈʁɛtənˌkɪpə
Zigarettenkippen	ʦiɡaˈʁɛtənˌkɪpən
Zigarettenpapier	ʦiɡaˈʁɛtənpaˌpiːɐ
Zigarettenpapiers	ʦiɡaˈʁɛtənpaˌpiːɐs
Zigarettenrauch	ʦiɡaˈʁɛtənˌʁaʊx
Zigarettenrauche	ʦiɡaˈʁɛtənˌʁaʊxə
Zigarettenraucher	ʦiɡaˈʁɛtənˌʁaʊxɐ
Zigarettenrauchern	ʦiɡaˈʁɛtənˌʁaʊxɐn
Zigarettenrauchers	ʦiɡaˈʁɛtənˌʁaʊxɐs
Zigarettenrauches	ʦiɡaˈʁɛtənˌʁaʊxəs
Zigarettenrauchs	ʦiɡaˈʁɛtənˌʁaʊxs
Zigarettenschachtel	ʦiɡaˈʁɛtənˌʃaxtəl
Zigarettenschachteln	ʦiɡaˈʁɛtənˌʃaxtəln
Zigarillo	ʦiɡaˈʁɪloː
Zigarillos	ʦiɡaˈʁɪloːs
Zigärrchen	ʦiˈɡɛɐçən
Zigarre	ʦiˈɡaʁə
Zigarren	ʦiˈɡaʁən
Zigarrenabschneider	ʦiˈɡaʁənˌʔapʃnaɪdɐ
Zigarrenabschneidern	ʦiˈɡaʁənˌʔapʃnaɪdɐn
Zigarrenabschneiders	ʦiˈɡaʁənˌʔapʃnaɪdɐs
Zigarrenasche	ʦiˈɡaʁənˌʔaʃə
Zigarrenaschen	ʦiˈɡaʁənˌʔaʃən
Zigarrenkiste	ʦiˈɡaʁənˌkɪstə
Zigarrenkisten	ʦiˈɡaʁənˌkɪstən
Zigarrenstummel	ʦiˈɡaʁənˌʃtʊməl
Zigarrenstummeln	ʦiˈɡaʁənˌʃtʊməln
Zigarrenstummels	ʦiˈɡaʁənˌʃtʊməls
zige	ʦɪɡə
zigem	ʦɪɡəm
zigen	ʦɪɡən
ziger	ʦɪɡɐ
ziges	ʦɪɡəs
Zigeuner	ʦiˈɡɔɪnɐ
zigeunere	ʦiˈɡɔɪnəʁə
Zigeunern	ʦiˈɡɔɪnɐn
zigeunern	ʦiˈɡɔɪnɐn
zigeunernd	ʦiˈɡɔɪnɐnt
Zigeuners	ʦiˈɡɔɪnɐs
Zigeunersprache	ʦiˈɡɔɪnɐˌʃpʁaːxə
Zigeunersprachen	ʦiˈɡɔɪnɐˌʃpʁaːxən
zigeunerst	ʦiˈɡɔɪnɐst
zigeunert	ʦiˈɡɔɪnɐt
zigeunerte	ʦiˈɡɔɪnɐtə
zigeunerten	ʦiˈɡɔɪnɐtən
zigeunertest	ʦiˈɡɔɪnɐtəst
zigeunertet	ʦiˈɡɔɪnɐtət
Zigeunerwagen	ʦiˈɡɔɪnɐˌvaːɡən
zigfach	ʦɪçˌfax
zigfache	ʦɪçˌfaxə
zigfachem	ʦɪçˌfaxəm
zigfachen	ʦɪçˌfaxən
zigfacher	ʦɪçˌfaxɐ
zigfaches	ʦɪçˌfaxəs
zigmal	ʦɪçˌmaːl
zigtausend	ʦɪçˌtaʊzənt
zigtausende	ʦɪçˌtaʊzəndə
zigtausendem	ʦɪçˌtaʊzəndəm
zigtausenden	ʦɪçˌtaʊzəndən
zigtausender	ʦɪçˌtaʊzəndɐ
zigtausendes	ʦɪçˌtaʊzəndəs
Zikade	ʦiˈkaːdə
Zikaden	ʦiˈkaːdən
ziliar	ʦiˈljaːɐ
ziliare	ʦiˈljaːʁə
ziliarem	ʦiˈljaːʁəm
ziliaren	ʦiˈljaːʁən
ziliarer	ʦiˈljaːʁɐ
ziliares	ʦiˈljaːʁəs
Ziliarneuralgie	ʦiˈljaːɐnɔɪʁalˌɡiː
Ziliarneuralgien	ʦiˈljaːɐnɔɪʁalˌɡiːən
Zimbabwe	zɪmˈbabvə
Zimbel	ʦɪmbəl
Zimbeln	ʦɪmbəln
Zimmer	ʦɪmɐ
Zimmerantenne	ʦɪmɐʔanˌtɛnə
Zimmerantennen	ʦɪmɐʔanˌtɛnən
Zimmerarbeit	ʦɪmɐˌʔaɐbaɪt
Zimmerdecke	ʦɪmɐˌdɛkə
Zimmerdecken	ʦɪmɐˌdɛkən
Zimmerei	ʦɪməˈʁaɪ
Zimmereien	ʦɪməˈʁaɪən
Zimmereinrichtung	ʦɪmɐˌʔaɪnʁɪçtʊŋ
Zimmerer	ʦɪməʁɐ
Zimmerern	ʦɪməʁɐn
Zimmerers	ʦɪməʁɐs
Zimmerflucht	ʦɪmɐˌflʊxt
Zimmerfluchten	ʦɪmɐˌflʊxtən
Zimmerfrau	ʦɪmɐˌfʁaʊ
Zimmergeschäft	ʦɪmɐɡəˌʃɛft
Zimmerhandwerk	ʦɪmɐˌhantˌvɛɐk
Zimmerherr	ʦɪmɐˌhɛɐ
Zimmerherren	ʦɪmɐˌhɛʁən
Zimmerhöhe	ʦɪmɐˌhøːə
Zimmering	ʦɪməʁɪŋ
Zimmerkellner	ʦɪmɐˌkɛlnɐ
Zimmerlautstärke	ʦɪmɐˌlaʊtˌʃtɛɐkə
Zimmerleute	ʦɪmɐˌlɔɪtə
Zimmermädchen	ʦɪmɐˌmɛːtçən
Zimmermann	ʦɪmɐˌman
Zimmermanne	ʦɪmɐˌmanə
Zimmermannes	ʦɪmɐˌmanəs
Zimmermanns	ʦɪmɐˌmans
Zimmern	ʦɪmɐn
zimmern	ʦɪmɐn
Zimmernachweis	ʦɪmɐˌnaːxvaɪs
Zimmerofen	ʦɪmɐˌʔoːfən
Zimmerofens	ʦɪmɐˌʔoːfəns
Zimmerpflanze	ʦɪmɐˌp͡flanʦə
Zimmerpflanzen	ʦɪmɐˌp͡flanʦən
Zimmerplatz	ʦɪmɐˌplaʦ
Zimmers	ʦɪmɐs
Zimmerspruch	ʦɪmɐˌʃpʁʊx
Zimmertanne	ʦɪmɐˌtanə
Zimmertannen	ʦɪmɐˌtanən
Zimmertemperatur	ʦɪmɐtɛmpɐaˌtuːɐ
Zimmertemperaturen	ʦɪmɐtɛmpɐaˌtuːʁən
Zimmertheater	ʦɪmɐteˌʔaːtɐ
Zimmerung	ʦɪmɐʊŋ
Zimmervermittlung	ʦɪmɐfɛɐˌmɪtlʊŋ
zimperlich	ʦɪmpɐlɪç
zimperliche	ʦɪmpɐlɪçə
zimperlichem	ʦɪmpɐlɪçəm
zimperlichen	ʦɪmpɐlɪçən
zimperlicher	ʦɪmpɐlɪçɐ
zimperlichere	ʦɪmpɐlɪçəʁə
zimperlicherem	ʦɪmpɐlɪçəʁəm
zimperlicheren	ʦɪmpɐlɪçəʁən
zimperlicherer	ʦɪmpɐlɪçəʁɐ
zimperlicheres	ʦɪmpɐlɪçəʁəs
zimperliches	ʦɪmpɐlɪçəs
Zimperlichkeit	ʦɪmpɐlɪçkaɪt
Zimperlichkeiten	ʦɪmpɐlɪçkaɪtən
zimperlichst	ʦɪmpɐlɪçst
zimperlichste	ʦɪmpɐlɪçstə
zimperlichstem	ʦɪmpɐlɪçstəm
zimperlichsten	ʦɪmpɐlɪçstən
zimperlichster	ʦɪmpɐlɪçstɐ
zimperlichstes	ʦɪmpɐlɪçstəs
Zimt	ʦɪmt
Zimtbaum	ʦɪmtˌbaʊm
Zimtbaume	ʦɪmtˌbaʊmə
Zimtbaumes	ʦɪmtˌbaʊməs
Zimtbaums	ʦɪmtˌbaʊms
Zimte	ʦɪmtə
Zimten	ʦɪmtən
Zimtes	ʦɪmtəs
zimtfarben	ʦɪmtˌfaɐbən
zimtfarbene	ʦɪmtˌfaɐbənə
zimtfarbenem	ʦɪmtˌfaɐbənəm
zimtfarbenen	ʦɪmtˌfaɐbənən
zimtfarbener	ʦɪmtˌfaɐbənɐ
zimtfarbenes	ʦɪmtˌfaɐbənəs
Zimts	ʦɪmʦ
Zinchonin	ʦɪnçoˈniːn
Zinckenit	ʦɪŋkəˈnɪt
Zineol	ʦineˈʔoːl
Zinerarie	ʦineˈʁaːʁiə
zingarese	ʦɪŋɡaˈʁeːzə
Zingiberen	ʦɪŋɡibeˈʁeːn
Zingst	ʦɪŋst
Zingula	ʦɪŋɡulaː
Zingulum	ʦɪŋɡulʊm
Zingulums	ʦɪŋɡulʊms
Zink	ʦɪŋk
Zinkat	ʦɪŋˈkaːt
Zinkblech	ʦɪŋkˌblɛç
Zinkbleche	ʦɪŋkˌblɛçə
Zinkblechen	ʦɪŋkˌblɛçən
Zinkbleches	ʦɪŋkˌblɛçəs
Zinkblechs	ʦɪŋkˌblɛçs
Zinke	ʦɪŋkə
zinke	ʦɪŋkə
Zinken	ʦɪŋkən
zinken	ʦɪŋkən
zinkend	ʦɪŋkənt
Zinkenist	ʦɪŋkəˈnɪst
Zinkenisten	ʦɪŋkəˈnɪstən
Zinkes	ʦɪŋkəs
zinkest	ʦɪŋkəst
zinket	ʦɪŋkət
Zinkit	ʦɪŋˈkɪt
Zinkographie	ʦɪŋkoɡʁaˈfiː
Zinkographien	ʦɪŋkoɡʁaˈfiːən
Zinkoxid	ʦɪŋkʔɔˌksiːt
Zinkoxyd	ʦɪŋkʔɔˌksyːt
Zinkoxyde	ʦɪŋkʔɔˌksyːdə
Zinkoxyden	ʦɪŋkʔɔˌksyːdən
Zinkoxydes	ʦɪŋkʔɔˌksyːdəs
Zinkoxyds	ʦɪŋkʔɔˌksyːʦ
Zinks	ʦɪŋks
Zinksalbe	ʦɪŋkˌzalbə
Zinksalben	ʦɪŋkˌzalbən
zinkst	ʦɪŋkst
Zinksulfat	ʦɪŋkzʊlˌfaːt
Zinksulfate	ʦɪŋkzʊlˌfaːtə
Zinksulfaten	ʦɪŋkzʊlˌfaːtən
Zinksulfates	ʦɪŋkzʊlˌfaːtəs
Zinksulfats	ʦɪŋkzʊlˌfaːʦ
zinkt	ʦɪŋkt
zinkte	ʦɪŋktə
zinkten	ʦɪŋktən
zinktest	ʦɪŋktəst
zinktet	ʦɪŋktət
Zinkum	ʦɪŋkʊm
Zinn	ʦɪn
Zinnamat	ʦɪnaˈmaːt
Zinnamom	ʦɪnaˈmoːm
Zinnamoms	ʦɪnaˈmoːms
Zinnbecher	ʦɪnˌbɛçɐ
Zinnbechern	ʦɪnˌbɛçɐn
Zinnbechers	ʦɪnˌbɛçɐs
Zinne	ʦɪnə
Zinner	ʦɪnɐ
zinnern	ʦɪnɐn
zinnerne	ʦɪnɐnə
zinnernem	ʦɪnɐnəm
zinnernen	ʦɪnɐnən
zinnerner	ʦɪnɐnɐ
zinnernes	ʦɪnɐnəs
Zinnerz	ʦɪnˌʔɛɐʦ
Zinnes	ʦɪnəs
Zinnfigur	ʦɪnfiˌɡuːɐ
Zinngeschirr	ʦɪnɡəˌʃɪɐ
Zinngießerei	ˌʦɪnɡiːsəˈʁaɪ
Zinnie	ʦɪnjə
Zinnkraut	ʦɪnˌkʁaʊt
Zinnkraute	ʦɪnˌkʁaʊtə
Zinnkrautes	ʦɪnˌkʁaʊtəs
Zinnkrauts	ʦɪnˌkʁaʊʦ
Zinnkrug	ʦɪnˌkʁuːk
Zinnober	ʦɪˈnoːbɐ
Zinnobern	ʦɪˈnoːbɐn
Zinnobers	ʦɪˈnoːbɐs
Zinns	ʦɪns
Zins	ʦɪns
Zinzendorf	ʦɪnʦəndɔɐf
Zion	ʦiːɔn
Zionismus	ʦioˈnɪsmʊs
Zionist	ʦioˌnɪst
Zionisten	ʦioˈnɪstən
Zionistin	ʦioˌnɪstɪn
Zipfel	ʦɪp͡fəl
Zipfeln	ʦɪp͡fəln
Zipfels	ʦɪp͡fəls
zipflig	ʦɪp͡flɪç
zipflige	ʦɪp͡flɪɡə
zipfligem	ʦɪp͡flɪɡəm
zipfligen	ʦɪp͡flɪɡən
zipfliger	ʦɪp͡flɪɡɐ
zipfligere	ʦɪp͡flɪɡəʁə
zipfligerem	ʦɪp͡flɪɡəʁəm
zipfligeren	ʦɪp͡flɪɡəʁən
zipfligerer	ʦɪp͡flɪɡəʁɐ
zipfligeres	ʦɪp͡flɪɡəʁəs
zipfliges	ʦɪp͡flɪɡəs
zipfligst	ʦɪp͡flɪçst
zipfligste	ʦɪp͡flɪçstə
zipfligstem	ʦɪp͡flɪçstəm
zipfligsten	ʦɪp͡flɪçstən
zipfligster	ʦɪp͡flɪçstɐ
zipfligstes	ʦɪp͡flɪçstəs
Zipolle	ʦiˈpɔlə
Zippe	ʦɪpə
Zipperlein	ʦɪpɐlaɪn
Zippus	ʦɪpʊs
Zirbe	ʦɪɐbə
Zirbel	ʦɪɐbəl
Zirbeldrüse	ʦɪɐbəlˌdʁyːzə
Zirbeln	ʦɪɐbəln
Zirben	ʦɪɐbən
zirka	ʦɪɐkaː
Zirkel	ʦɪɐkəl
Zirkeldefinition	ʦɪɐkəldefiniˌʦjoːn
Zirkelkasten	ʦɪɐkəlˌkastən
Zirkelleiter	ʦɪɐkəlˌlaɪtɐ
Zirkeln	ʦɪɐkəln
zirkeln	ʦɪɐkəln
Zirkels	ʦɪɐkəls
Zirkon	ʦɪɐˈkoːn
Zirkonium	ʦɪɐˈkoːnjʊm
Zirkular	ʦɪɐkuˈlaːɐ
zirkular	ʦɪɐkuˈlaːɐ
zirkulär	ʦɪɐkuˈlɛːɐ
Zirkulare	ʦɪɐkuˈlaːʁə
zirkulare	ʦɪɐkuˈlaːʁə
zirkularem	ʦɪɐkuˈlaːʁəm
Zirkularen	ʦɪɐkuˈlaːʁən
zirkularen	ʦɪɐkuˈlaːʁən
zirkularer	ʦɪɐkuˈlaːʁɐ
zirkulares	ʦɪɐkuˈlaːʁəs
Zirkularnote	ʦɪɐkuˈlaːɐˌnoːtə
Zirkularnoten	ʦɪɐkuˈlaːɐˌnoːtən
Zirkulation	ʦɪɐkulaˈʦjoːn
Zirkulationen	ʦɪɐkulaˈʦjoːnən
Zirkulationsfonds	ʦɪɐkulaˈʦjoːnsˌfɔ̃
zirkuliere	ʦɪɐkuˈliːʁə
zirkulieren	ʦɪɐkuˈliːʁən
zirkulierend	ʦɪɐkuˈliːʁənt
zirkulierest	ʦɪɐkuˈliːʁəst
zirkulieret	ʦɪɐkuˈliːʁət
zirkulierst	ʦɪɐkuˈliːɐst
zirkuliert	ʦɪɐkuˈliːɐt
zirkulierte	ʦɪɐkuˈliːɐtə
zirkulierten	ʦɪɐkuˈliːɐtən
zirkuliertest	ʦɪɐkuˈliːɐtəst
zirkuliertet	ʦɪɐkuˈliːɐtət
zirkumflektiere	ʦɪɐkʊmflɛkˈtiːʁə
zirkumflektieren	ʦɪɐkʊmflɛkˈtiːʁən
zirkumflektierend	ʦɪɐkʊmflɛkˈtiːʁənt
zirkumflektierest	ʦɪɐkʊmflɛkˈtiːʁəst
zirkumflektieret	ʦɪɐkʊmflɛkˈtiːʁət
zirkumflektierst	ʦɪɐkʊmflɛkˈtiːɐst
zirkumflektiert	ʦɪɐkʊmflɛkˈtiːɐt
zirkumflektierte	ʦɪɐkʊmflɛkˈtiːɐtə
zirkumflektierten	ʦɪɐkʊmflɛkˈtiːɐtən
zirkumflektiertest	ʦɪɐkʊmflɛkˈtiːɐtəst
zirkumflektiertet	ʦɪɐkʊmflɛkˈtiːɐtət
Zirkumflex	ʦɪɐkʊmˈflɛks
Zirkumflexe	ʦɪɐkʊmˈflɛksə
Zirkumflexen	ʦɪɐkʊmˈflɛksən
Zirkumflexes	ʦɪɐkʊmˈflɛksəs
Zirkumnutation	ʦɪɐkʊmnutaˈʦjoːn
zirkumpolar	ʦɪɐkʊmpoˈlaːɐ
Zirkumpolarstern	ʦɪɐkʊmpoˌlaːɐˌʃtɛɐn
Zirkumpolarsterne	ʦɪɐkʊmpoˌlaːɐˌʃtɛɐnə
Zirkumpolarsternen	ʦɪɐkʊmpoˌlaːɐˌʃtɛɐnən
Zirkumpolarsternes	ʦɪɐkʊmpoˌlaːɐˌʃtɛɐnɐnəs
Zirkumpolarsterns	ʦɪɐkʊmpoˌlaːɐˌʃtɛɐns
zirkumskript	ʦɪɐkʊmˈskʁɪpt
zirkumskripte	ʦɪɐkʊmˈskʁɪptə
zirkumskriptem	ʦɪɐkʊmˈskʁɪptəm
zirkumskripten	ʦɪɐkʊmˈskʁɪptən
zirkumskripter	ʦɪɐkʊmˈskʁɪptɐ
zirkumskriptes	ʦɪɐkʊmˈskʁɪptəs
Zirkumskription	ʦɪɐkʊmskʁɪpˈʦjoːn
zirkumstanziell	ʦɪɐkʊmstanˈʦjɛl
zirkumvenieren	ʦɪɐkʊmveˈniːʁən
Zirkumvention	ʦɪɐkʊmvɛnˈʦjoːn
Zirkumzision	ʦɪɐkʊmʦiˈzjoːn
Zirkumzisionen	ʦɪɐkʊmʦiˈzjoːnən
Zirkus	ʦɪɐkʊs
Zirkuskuppel	ʦɪɐkʊsˌkʊpəl
Zirkusreiter	ʦɪɐkʊsˌʁaɪtɐ
Zirkusreitern	ʦɪɐkʊsˌʁaɪtɐn
Zirkusreiters	ʦɪɐkʊsˌʁaɪtɐs
Zirkusse	ʦɪɐkʊsə
Zirkussen	ʦɪɐkʊsən
Zirkusses	ʦɪɐkʊsəs
Zirpe	ʦɪɐpə
zirpe	ʦɪɐpə
Zirpen	ʦɪɐpən
zirpen	ʦɪɐpən
zirpend	ʦɪɐpənt
zirpest	ʦɪɐpəst
zirpet	ʦɪɐpət
zirpst	ʦɪɐpst
zirpt	ʦɪɐpt
zirpte	ʦɪɐptə
zirpten	ʦɪɐptən
zirptest	ʦɪɐptəst
zirptet	ʦɪɐptət
Zirren	ʦɪʁən
Zirrhose	ʦɪˈʁoːzə
Zirrhosen	ʦɪˈʁoːzən
zirrhotisch	ʦɪˈʁoːtɪʃ
Zirrokumuli	ʦɪʁoˈkuːmuliː
Zirrokumulus	ʦɪʁoˈkuːmulʊs
Zirrostrati	ʦɪʁoˈstʁaːtiː
Zirrostratus	ʦɪʁoˈstʁaːtʊs
Zirrus	ʦɪʁʊs
Zirruswolke	ʦɪʁʊsˌvɔlkə
Zirruswolken	ʦɪʁʊsˌvɔlkən
zisalpin	ʦisʔalˌpiːn
zisalpine	ʦisʔalˌpiːnə
zisalpinem	ʦisʔalˌpiːnəm
zisalpinen	ʦisʔalˌpiːnən
zisalpiner	ʦisʔalˌpiːnɐ
zisalpines	ʦisʔalˌpiːnəs
zische	ʦɪʃə
Zischelei	ʦɪʃəˈlaɪ
Zischeleien	ʦɪʃəˈlaɪən
zischeln	ʦɪʃəln
zischelnd	ʦɪʃəlnt
zischelst	ʦɪʃəlst
zischelt	ʦɪʃəlt
zischelte	ʦɪʃəltə
zischelten	ʦɪʃəltən
zischeltest	ʦɪʃəltəst
zischeltet	ʦɪʃəltət
zischen	ʦɪʃən
zischend	ʦɪʃənt
zischest	ʦɪʃəst
zischet	ʦɪʃət
Zischlaut	ʦɪʃlaʊt
Zischlaute	ʦɪʃlaʊtə
Zischlauten	ʦɪʃlaʊtən
Zischlautes	ʦɪʃlaʊtəs
Zischlauts	ʦɪʃlaʊʦ
zischle	ʦɪʃlə
zischst	ʦɪʃst
zischt	ʦɪʃt
zischte	ʦɪʃtə
zischten	ʦɪʃtən
zischtest	ʦɪʃtəst
zischtet	ʦɪʃtət
Ziseleur	ʦizeˈløːɐ
Ziseleure	ʦizeˈløːʁə
Ziseleuren	ʦizeˈløːʁən
Ziseleures	ʦizeˈløːʁəs
Ziseleurs	ʦizeˈløːɐs
ziseliere	ʦizeˈliːʁə
ziselieren	ʦizeˈliːʁən
ziselierend	ʦizeˈliːʁənt
ziselierest	ʦizeˈliːʁəst
ziselieret	ʦizeˈliːʁət
ziselierst	ʦizeˈliːɐst
ziseliert	ʦizeˈliːɐt
ziselierte	ʦizeˈliːɐtə
ziselierten	ʦizeˈliːɐtən
ziseliertest	ʦizeˈliːɐtəst
ziseliertet	ʦizeˈliːɐtət
Zisleithanien	ʦɪslaɪˈtaːnjən
Zissalien	ʦɪˈsaːljən
Zissoide	ʦɪsoˈʔiːdə
Zissoiden	ʦɪsoˈʔiːdən
Ziste	ʦɪstə
Zisten	ʦɪstən
Zisterne	ʦɪsˈtɛɐnə
Zisternen	ʦɪsˈtɛɐnən
Zisterzienser	ʦɪstɛɐˈʦjɛnzɐ
Zisterziensern	ʦɪstɛɐˈʦjɛnzɐn
Zisterzienserorden	ʦɪstɛɐˈʦjɛnzɐˌʔɔɐdən
Zisterzienserordens	ʦɪstɛɐˈʦjɛnzɐˌʔɔɐdəns
Zisterziensers	ʦɪstɛɐˈʦjɛnzɐs
Ziströschen	ʦɪstʁøːsçən
Zistrose	ʦɪstˌʁoːzə
Zistrosen	ʦɪstˌʁoːzən
Zita	ʦiːtaː
Zitadelle	ʦitaˈdɛlə
Zitadellen	ʦitaˈdɛlən
Zitat	ʦiˈtaːt
Zitate	ʦiˈtaːtə
Zitaten	ʦiˈtaːtən
Zitatenlexikon	ʦiˈtaːtənˌlɛksikɔn
Zitatenlexikons	ʦiˈtaːtənˌlɛksikɔns
Zitates	ʦiˈtaːtəs
Zitation	ʦitaˈʦjoːn
Zitats	ʦiˈtaːʦ
Zither	ʦɪtɐ
Zithern	ʦɪtɐn
zitiere	ʦiˈtiːʁə
zitieren	ʦiˈtiːʁən
zitierend	ʦiˈtiːʁənt
zitierest	ʦiˈtiːʁəst
zitieret	ʦiˈtiːʁət
zitierst	ʦiˈtiːɐst
zitiert	ʦiˈtiːɐt
zitierte	ʦiˈtiːɐtə
zitierten	ʦiˈtiːɐtən
zitiertest	ʦiˈtiːɐtəst
zitiertet	ʦiˈtiːɐtət
Zitrat	ʦiˈtʁaːt
Zitrate	ʦiˈtʁaːtə
Zitraten	ʦiˈtʁaːtən
Zitrates	ʦiˈtʁaːtəs
Zitrats	ʦiˈtʁaːʦ
Zitrin	ʦiˈtʁiːn
Zitrine	ʦiˈtʁiːnə
Zitrinen	ʦiˈtʁiːnən
Zitrines	ʦiˈtʁiːnəs
Zitrins	ʦiˈtʁiːns
Zitronat	ʦitʁoˈnaːt
Zitronate	ʦitʁoˈnaːtə
Zitronaten	ʦitʁoˈnaːtən
Zitronates	ʦitʁoˈnaːtəs
Zitronats	ʦitʁoˈnaːʦ
Zitrone	ʦiˈtʁoːnə
Zitronen	ʦiˈtʁoːnən
Zitronenbaum	ʦiˈtʁoːnənˌbaʊm
Zitronenbaume	ʦiˈtʁoːnənˌbaʊmə
Zitronenbaumes	ʦiˈtʁoːnənˌbaʊməs
Zitronenbaums	ʦiˈtʁoːnənˌbaʊms
Zitroneneis	ʦiˈtʁoːnənˌʔaɪs
Zitronenfalter	ʦiˈtʁoːnənˌfaltɐ
Zitronenfaltern	ʦiˈtʁoːnənˌfaltɐn
Zitronenfalters	ʦiˈtʁoːnənˌfaltɐs
zitronengelb	ʦiˈtʁoːnɛnˌɡɛlp
zitronengelbe	ʦiˈtʁoːnɛnˌɡɛlbə
zitronengelbem	ʦiˈtʁoːnɛnˌɡɛlbəm
zitronengelben	ʦiˈtʁoːnɛnˌɡɛlbən
zitronengelber	ʦiˈtʁoːnɛnˌɡɛlbɐ
zitronengelbes	ʦiˈtʁoːnɛnˌɡɛlbəs
Zitronenlimonade	ʦiˈtʁoːnənlimoˌnaːdə
Zitronenlimonaden	ʦiˈtʁoːnənlimoˌnaːdən
Zitronenpresse	ʦiˈtʁoːnənˌpʁɛsə
Zitronenpressen	ʦiˈtʁoːnənˌpʁɛsən
Zitronensaft	ʦiˈtʁoːnənˌzaft
Zitronensafte	ʦiˈtʁoːnənˌzaftə
Zitronensaftes	ʦiˈtʁoːnənˌzaftəs
Zitronensafts	ʦiˈtʁoːnənˌzafʦ
Zitronensäure	ʦiˈtʁoːnənˌzɔɪʁə
Zitronenschale	ʦiˈtʁoːnənˌʃaːlə
Zitronenschalen	ʦiˈtʁoːnənˌʃaːlən
Zitronenwasser	ʦiˈtʁoːnənˌvasɐ
Zitronenwassern	ʦiˈtʁoːnənˌvasɐn
Zitronenwassers	ʦiˈtʁoːnənˌvasɐs
Zitronenzeisig	ʦiˈtʁoːnɐnˌʦaɪzɪç
Zitrulle	ʦiˈtʁʊlə
Zitrusfrucht	ʦitʁʊsˌfʁʊxt
Zitrusfrüchte	ʦiːtʁʊsˌfʁʏçtə
Zitrusgewächs	ʦiːtʁʊsɡəˌvɛks
Zittau	ʦɪtaʊ
Zitteraal	ʦɪtɐˌʔaːl
Zitteraale	ʦɪtɐˌʔaːlə
Zitteraalen	ʦɪtɐˌʔaːlən
Zitteraales	ʦɪtɐˌʔaːləs
