àbac	ˈaβək
parròquia_sant_mateu	pəˈrɔkiəˈsamməˈtɛuw
parròquia_sant_medir	pəˈrɔkiəˈsamməˈði
parròquia_sant_miquel_del_port	pəˈrɔkiə#ˈsammiˈkɛlðəlˈpɔrt
parròquia_sant_miquel_dels_sants	pəˈrɔkiə#ˈsammiˈkɛlðəlˈsans
parròquia_sant_oleguer	pəˈrɔkiəˈsanuləˈɣe
parròquia_sant_pacià	pəˈrɔkiəˈsampəsiˈa
parròquia_sant_pancraç	pəˈrɔkiəˈsampəŋˈkɾas
parròquia_sant_paulí_de_nola	pəˈrɔkiə#ˈsampəuwˈliðəˈnɔlə
parròquia_sant_pere_claver	pəˈrɔkiəˈsamˈpeɾəkləˈβe
parròquia_sant_pere_ermengol	pəˈrɔkiəˈsamˈpeɾərməŋˈgɔl
parròquia_sant_pere_nolasc	pəˈrɔkiəˈsamˈpeɾənuˈlask
parròquia_sant_pius_x	pəˈrɔkiəˈsamˈpiuwðəˈsɛ
parròquia_sant_rafael_arcàngel	pəˈrɔkiəˈsanrəfəˈɛlərˈkaɲʒəl
parròquia_sant_ramon_nonat	pəˈrɔkiəˈsanrəˈmonnuˈnat
parròquia_sant_salvador	pəˈrɔkiəˈsansəlβəˈðo
parròquia_sant_sebastià	pəˈrɔkiəˈsansəβəstiˈa
parròquia_sants_just_i_pastor	pəˈrɔkiə#ˈsaɲˈʒustipəsˈto
parròquia_sant_tomàs_d'aquino	pəˈrɔkiəˈsantuˈmazðəˈkino
parròquia_sant_tomàs_moro	pəˈrɔkiəˈsantuˈmazˈmɔɾu
parròquia_sant_vicenç_de_sarrià	pəˈrɔkiə#ˈsambiˈsɛnzðəsəriˈa
parròquia	pəˈrɔkiə
parròquia_verge_de_gràcia_i_sant_josep	pəˈrɔkiə#ˈbɛrʒəðəˈɣɾasiə#iˈsaɲʒuˈzɛp
parròquia_verge_de_la_pau	pəˈrɔkiə#ˈbɛrʒəðələˈpauw
parròquia_verge_de_natzarèabidjan	pəˈrɔkiəˈβɛrʒəðənədzəˈɾɛəβidʒən
parsifal	pərsiˈfal
partenia	pərˈtenjə
partidas	pərˈtiðəs
partner_communications_company	ˈparˈnerkomuniˈkejʃonsˈkompəni
parunella	pəɾuˈneʎə
parunell	pəɾuˈneʎ
parus	ˈpaɾus
pasada	pəˈzaðə
pasadela	pəsəˈðelə
pasage	pəˈsajs
pasanis	pəˈsanis
pasano	pəˈsano
pasans	pəˈzans
pasant	pəˈzan
pasarell	pəzəˈɾeʎ
pasaret	pəzəˈɾɛt
pasarisa	pəsəˈɾisə
pasarisas	pəzəˈɾizəs
pascasi	pəsˈkazi
pascuala	pəsˈkwalə
pascualera	pəskwəˈleɾə
pascualina	pəskwəˈlinə
pascual_i_vila	pəskuˈaliˈβilə
pascua	ˈpaskwə
pascuchi	pəsˈʧuʧi
pascuet	pəskuˈɛt
pascuyal	pəskuˈjal
pas_de_l'ase	ˈpazðəˈlazə
pas_de_l'ensenyança	ˈpazðələnsəˈɲansə
pas_dels_terradets	ˈpazðəlstərəˈðɛʦ
paset	pəˈzɛt
pasola	pəˈzɔlə
pas	ˈpas
pasque	ˈpaske
pasques	ˈpaskes
pasquiel	pəsˈkjel
pasquina	pəsˈkinə
passanant	pəsəˈnan
passeig_de_gràcia	pəˈsɛʤðəˈɣɾasiə
passeig_sant_joan	pəˈsɛʧˈsaɲʒuˈan
passerell	pəsəˈɾeʎ
pastelería_bollería_caracas	pasteleˈɾiəβoʎeˈɾiakaˈɾakas
pastells	pəsˈteʎs
pasteur	pəsˈtɛuwr
pasto	ˈpasto
pastora	pəsˈtoɾə
pastoret	pəstuˈɾɛt
pastori	pəsˈtoɾi
pastor	pəsˈtoɾ
pastrana	pəsˈtɾanə
pastrat	pəsˈtɾat
pastrian	pəstɾiˈan
pastujova	pəstuˈxoβə
patagon_bank	ˈpatəɣomˈbaŋk
patagon	ˈpatəɣon
patanas	pəˈtanəs
patau	pəˈtauw
patheon	ˈpaθeon
pathmark_stores	ˈpaθmarkəsˈtoɾs
patiña	pəˈtiɲə
patinatge_budapest	pətiˈnadʒəβuðəˈpɛst
patinatge_getsemaní	pətiˈnadʒəʒətsəməˈni
patinatge_palmeres	pətiˈnadʒəpəlˈmeɾəs
patinatge_petrarca	pətiˈnadʒəpəˈtɾarkə
patinatge_poesia	pətiˈnadʒəpuəˈziə
patinatge_sagrada_família	pətiˈnadʒəsəˈɣɾaðəfəˈmiliə
pat	ˈpat
patriarca	pətɾiˈarkə
patrice	pəˈtɾiʧe
patricia	pəˈtɾisjə
patricio	pəˈtɾisjo
patrick_corporation	ˈpatɾikkorpoˈɾejʃon
patrick_industries	ˈpatɾikinˈdustɾis
patrick	ˈpatɾik
patrikios	pəˈtɾikjos
patrini	pəˈtɾini
patriota	pətɾiˈɔtə
patriot_bank_corporation	ˈpatɾjodˈbaŋkkorpoˈɾejʃon
patriot_national_bancorp	ˈpatɾjodˈnaʃonəlˈβaŋkorp
patris	ˈpatɾis
patrocinia	pətɾoˈsinjə
patrocinio	pətɾoˈsinjo
patronat_català_pro_europa	pətɾuˈnatkətəˈlaˈpɾɔəuwˈɾopə
patronat_de_la_muntanya_de_montserrat	pətɾuˈnaddələmunˈtaɲəðəmunsəˈrat
patronat_de_sant_galderic	pətɾuˈnaddəˈsaŋgəldəˈɾik
patronat_municipal_de_l'habitatge	pətɾuˈnadmunisiˈpaldələβiˈtadʒə
patronato_social_escolar_de_obreras	patɾoˈnatosoθiˈaleskoˈlarðeoˈβɾeɾas
patronat	pətɾuˈnat
patsi	ˈpatsi
patterson_dental_company	ˈpatersonˈdentalˈkompəni
patterson_dental_corporation	ˈpatersonˈdentalkorpoˈɾejʃon
patulas	pəˈtuləs
patxi	ˈpaʧi
pau_alcover	ˈpawəlkuˈβe
paublo	ˈpawβlo
pau_casals	ˈpauwkəˈzals
pau_claris	ˈpauwˈklaɾis
pau_ferran	ˈpauwfəˈran
pau_feu	ˈpauwˈfɛuw
pau_gargallo	ˈpauwɣarˈɣaʎo
pau_hernández	ˈpawerˈnandeθ
paula	ˈpauwlə
paul_claudel	ˈpolˈklauwðel
paulina	pəuwˈlinə
paulino	pəwˈlino
paulin	ˈpawlin
pauli	ˈpawli
paulita	pəwˈlitə
paullet	pəuwˈʎɛt
paul_mueller_company	ˈpolˈmwelerˈkompəni
paulo	ˈpawlo
paul	ˈpawl
paüls	pəˈuls
paüls_dels_ports	pəˈulzðəlsˈpɔrs
paulson_capital_corporation	ˈpolsoŋˈkapitalkorpoˈɾejʃon
pauls	ˈpols
paunellas	pəuwˈneʎəs
paune	ˈpawne
paunera	pəuwˈneɾə
paun	ˈpawn
pau_picasso	ˈpauwpiˈkaso
pau_piferrer	ˈpauwpifəˈre
pau_redó	ˈpauwrəˈðo
pau_rodon	ˈpauwruˈðon
pau_romeva	ˈpauwruˈmɛβə
pau_sans	ˈpauwˈsans
pausas	ˈpawsəs
pauses	ˈpauwzəs
pau	ˈpauw
pautas	ˈpawtəs
pautz	ˈpawʦ
pau_vila	ˈpauwˈβilə
pavao	pəˈβao
pavelló_albéniz	pəβəˈʎoəlˈβenis
pavelló_barcelona	pəβəˈʎoβərsəˈlonə
pavelló_de_la_república	pəβəˈʎoðələrəˈpuβlikə
pavelló_especialitzat_aiguajoc	pəβəˈʎoəspəsiəlidˈzatajɣwəˈʒɔk
pavelló_llars_mundet	pəβəˈʎoˈʎarzmunˈdɛt
pavelló_municipal_banys_sant_sebastià	pəβəˈʎomunisiˈpal#ˈbaɲsˈsansəβəstiˈa
pavelló_municipal_nova_icària	pəβəˈʎomunisiˈpalˈnɔβəjˈkaɾiə
pavelló_municipal_valldaura	pəβəˈʎomunisiˈpalβəʎˈdauwɾə
pavellons_especialitzats_mocri_sport	pəβəˈʎonzəspəsiəlidˈzaʣˈmɔkɾisˈpɔrt
pavellons_poliesportius_badrena	pəβəˈʎonspɔliəspurˈtiuwzβəˈðɾɛnə
pavellons_poliesportius_estació_del_nord	pəβəˈʎonspɔliəspurˈtiuws#əstəsiˈoðəlˈnɔrt
pavellons_poliesportius_l'espanya_industrial	pəβəˈʎonspɔliəspurˈtiuwzləsˈpaɲəjndustɾiˈal
pavellons_poliesportius_sagrats_cors	pəβəˈʎonspɔliəspurˈtiuwsəˈɣɾaʦˈkɔrs
pavellons_poliesportius_vintró	pəβəˈʎonspɔliəspurˈtiuwzβinˈtɾo
pavelló_pista_gel_blaugrana	pəβəˈʎoˈpistəˈʒɛlβləuwˈɣɾanə
pavelló_poliesportiu_baldiri_reixac	pəβəˈʎopɔliəspurˈtiuwβəlˈdiɾirəˈʃak
pavelló_poliesportiu_barcelona	pəβəˈʎopɔliəspurˈtiuwβərsəˈlonə
pavelló_poliesportiu_jac_club_sants	pəβəˈʎopɔliəspurˈtiuw#ˈʒakˈklupˈsans
pavelló_poliesportiu_municipal_horta	pəβəˈʎopɔliəspurˈtiuwmunisiˈpaˈlɔrtə
pavia	pəˈβiə
paviment_miró	pəβiˈmemmiˈɾo
pax	ˈpaɣs
payaro	pəˈjaɾo
paychex	ˈpajʧɛks
payés	pəˈjes
payless_shoesource	ˈpajlesʃuˈsouwrs
payne	ˈpajne
payola	pəˈjolə
payrato	pəjˈɾato
payret	pəjˈɾeð
payroto	pəjˈɾoto
payrot	pəjˈɾoð
payrulet	pəjɾuˈleð
paysal	pəjˈsal
paysandu	pajˈsandu
paysa	ˈpajsə
pazos	ˈpasos
paz	ˈpas
pc_connection_incorporated	ˈpeˈsekoˈnɛkʃoniŋkorpoˈɾejtət
pccw_limitated	ˈpeˈseˈseˈβeˈðopləlimiˈtejtət
pcd_incorporated	ˈpeˈseˈðeiŋkorpoˈɾejtət
p-com_incorporated	ˈpeˈkɔmiŋkorpoˈɾejtət
pc-tel_incorporated	ˈpeˈseˈtɛliŋkorpoˈɾejtət
pdf_solutions_incorporated	ˈpeˈðeˈefəsoˈluʃonziŋkorpoˈɾejtət
pdi_incorporated	ˈpeˈðeˈiiŋkorpoˈɾejtət
peabody_energy_corporation	piˈβɔðiˈenerʒikorpoˈɾejʃon
peaguda	peəˈɣuðə
peak_international_limited	ˈpikinterˈnaʃonəlˈlimitet
pealez	peəˈles
peana	peˈanə
peanda	peˈandə
peanilla	peəˈniʎə
pea	ˈpeə
pearson	ˈpirson
pebràs	pəˈβɾas
pecamins	pəkəˈmins
pecanins	pəkəˈnins
pecanios	peˈkanjos
pecarul	pekəˈɾul
pecero	peˈseɾo
pechiney	ˈpeʧiˈni
pechuan	ˈpeʧwən
pecon	ˈpekon
pecorara	pekoˈɾaɾə
pecorari	pekoˈɾaɾi
pec_solutions_incorporated	ˈpɛksoˈloʃonziŋkorpoˈɾejtət
pedana	peˈðanə
pedascoll	pəðəsˈkoʎ
pedaso	peˈðaso
pedeiro	peˈðejɾo
pedermonte	peðerˈmonte
pedescoll	pəðəsˈkoʎ
pediatras_de_urgencia	peðiˈatɾazðeuwrˈgenθja
pediatrix_medical_group	peðiˈatɾigzˈmɛðikəlˈɣɾup
pedrada	pəˈðɾaðə
pedrafita	peðɾəˈfitə
pedraforca	peðɾəˈforkə
pedralba	pəˈðɾalβə
pedralbes	pəˈðɾalβəs
pedralls	pəˈðɾaʎs
pedrals	pəˈðɾals
pedra	ˈpeðɾə
pedreda	pəˈðɾɛðə
pedregar	pəðɾəˈɣa
pedreguer	pəðɾəˈɣe
pedreiras	peˈðɾejɾəs
pedrell_i_sabaté	pəˈðɾeʎisəβəˈte
pedrell	pəˈðɾeʎ
pedreny	pəˈðɾɛɲ
pedrera_del_mussol	pəˈðɾeɾəðəlmuˈsɔl
pedrera	pəˈðɾeɾə
pedreres	pəˈðɾeɾəs
pedreria	pəðɾəˈɾiə
pedrero	peˈðɾeɾo
pedret_i_marzà	pəˈðɾɛtimərˈza
pedret	pəˈðɾɛt
pedrico	peˈðɾiko
pedride	peˈðɾiðe
pedrisa	peˈðɾisə
pedro_antonio_de_alarcón	ˈpeðɾoanˈtonioðealarˈkon
pedró_de_la_creu	pəˈðɾoðələˈkɾɛuw
pedró_dels_quatre_batlles	pəˈðɾoðəlsˈkwatɾəˈβaʎʎəs
pedró_de_matamala	pəˈðɾoðəmətəˈmalə
pedró_de_tubau	pəˈðɾoðətuˈβauw
pedroi	ˈpeðɾoj
pedro_i_pons	ˈpeðɾojˈpɔns
pedrola	pəˈðɾɔlə
pedro_muñoz_seca	ˈpeðɾomuˈɲoθˈsɛkə
pedro	ˈpeðɾo
pedrosa_a	pəˈðɾozəˈa
pedrosa_b	pəˈðɾozəˈβe
pedrosa_c	pəˈðɾozəˈse
pedrosa_d	pəˈðɾozəˈðe
pedrosa_e	pəˈðɾozəˈɛ
pedrosa	pəˈðɾozə
pedró	pəˈðɾo
pedrusa	peˈðɾusə
pedruzo	peˈðɾuso
peerless_manufacturing_company	ˈpirlɛzmanuˈfaktuɾiŋˈkompəni
peet's_coffee_&_tea	ˈpiʦˈkɔfianˈti
pegaroles	pəɣəˈɾɔləs
pegaso	peˈɣaso
pegàs	pəˈɣas
pegasystems	ˈpɛɣəˈsistems
pego	ˈpeɣo
peguera	pəˈɣeɾə
peguerolas	pəɣəˈɾɔləs
pegueroles	pəɣəˈɾɔləs
pegulla	pəˈɣuʎə
pehinch	ˈpejnʧ
pehuén	peˈɣwen
peicasat	pəjkəˈzat
peich	ˈpejʧ
peina	ˈpejnə
peiner	pejˈneɾ
peio	ˈpɛju
peiralo	pejˈɾalo
peirani	pejˈɾani
peira	ˈpɛjɾə
peirato	pejˈɾato
peired	pejˈɾeð
peiret	pəjˈɾɛt
peiri	ˈpejɾi
peirona	pejˈɾonə
peiroton	pejˈɾoton
peirot	pəjˈɾɔt
peirto	ˈpejrto
peius_gener	ˈpɛjuzʒəˈne
peixateries	pəʃətəˈɾiəs
peixos	ˈpeʃus
pejo	ˈpexo
pejuan	pəʒuˈan
pelacais	peˈlakəjs
pelacals	pələˈkals
pelach	pəˈlak
pelacols	pələˈkɔls
pelaes	peˈlaes
pelafe	peˈlafe
pelai	pəˈlaj
pelandreu	pələnˈdɾeuw
pelao	peˈlao
pelardas	peˈlarðəs
pelat	pəˈlat
pelayo_mútua	peˈlajoˈmutuə
pelayo	peˈlajo
pelay	ˈpeləj
pelegrina	peleˈɣɾinə
pelegrino	peleˈɣɾino
peleja	pəˈlɛʒə
pelejero	peleˈxeɾo
pelfort	pəlˈfɔrt
pelijero	peliˈxeɾo
pelikan	peliˈkan
pellaires	pəˈʎajɾəs
pellegrino	peʎeˈɣɾino
pelleja	peˈʎexə
pellice	peˈʎise
pellinen	pəˈʎinən
pelliser	pəʎiˈze
pelliza	peˈʎisə
pello	ˈpelo
pelmonte	pelˈmonte
pelo	ˈpelo
pel	ˈpɛl
peluaga	peˈlwaɣə
pelufo	peˈlufo
peluso	peˈluso
peluyera	peluˈjeɾə
pemco_aviation_group	ˈpemkoaβiˈɛjʃoŋˈɣɾup
pemonte	peˈmonte
pemstar	pemsˈta
peña_antonio	ˈpeɲaanˈtonjo
peña_flamenca_cultural_andaluza_badiense	ˈpeɲaflaˈmeŋkakultuˈɾalandaˈluθaβaðiˈense
peñaflorida	peɲəfloˈɾiðə
peñafort	peɲəˈfoɾð
penaguila	pənəˈɣilə
peñalara	peɲaˈlaɾa
peñalbert	peɲəlˈβeɾð
penales	peˈnales
peña_los_leones	ˈpeɲaˈlozleˈones
peña	ˈpeɲə
penart	pəˈnart
penat	pəˈnat
pendavis	penˈdaβis
peneda	pəˈnɛðə
penedès	pənəˈðɛs
penedides	pənəˈðiðəs
peñella	peˈɲeʎə
penelles	pəˈneʎəs
penélope	peˈnelope
peñen	ˈpeɲen
peneque	peˈneke
penerbosa	penerˈβosə
penford_corporation	ˈpɛmforkorpoˈɾejʃon
penicot	pəniˈkɔt
penido	peˈniðo
penina	peˈninə
península	pəˈninsulə
peñíscola	pəˈɲiskulə
peníscola	pəˈniskulə
penitents	pəniˈtens
peniu	pəˈniuw
pennichuck_corporation	pɛniˈʧakkorpoˈɾejʃon
penn_octane_corporation	ˈpɛnokˈtaŋkorpoˈɾejʃon
pennon_group	peˈnoŋˈɣɾup
pennsylvania_commerce_bancorp	pensilˈβaniaˈkomerzˈβaŋkorp
penn_west_petroleum	ˈpɛnˈwɛspeˈtɾɔljum
peñón	peˈɲon
peños	ˈpeɲos
pensió_abdeslam	pənsiˈoəbˈdezlam
pensió_alba	pənsiˈoˈalβə
pensió_albi	pənsiˈoˈalβi
pensió_aliaga_solà	pənsiˈoaliˈaɣəsuˈla
pensió_ana	pənsiˈoˈanə
pensió_apolo	pənsiˈoəˈpolo
pensió_aris	pənsiˈoˈaɾis
pensió_arosa	pənsiˈoəˈɾozə
pensió_aviñó	pənsiˈoəβiˈɲo
pensió_badenas_torà	pənsiˈoβəˈðɛnəstuˈɾa
pensió_bahía	pənsiˈoβəˈiə
pensió_ballesteros_bayano	pənsiˈoβaʎesˈteɾozβaˈjano
pensió_capitol	pənsiˈokəpiˈtɔl
pensió_dalí	pənsiˈoðəˈli
pensió_dani	pənsiˈoˈðani
pensió_eden	pənsiˈoˈɛðen
pensió_fani	pənsiˈoˈfani
pensió_fernando	pənsiˈoferˈnando
pensió_forcales	pənsiˈofurˈkaləs
pensió_garmón	pənsiˈoɣərˈmon
pensió_gimón	pənsiˈoʒiˈmon
pensió_hospederia_garrido	pənsiˈoospeðeˈɾiaɣaˈriðo
pensió_hostal_barcelona	pənsiˈouwsˈtalβərsəˈlonə
pensió_hostal_fina	pənsiˈouwsˈtalˈfinə
pensió_iniesta	pənsiˈojniˈestə
pensió_jardí	pənsiˈoʒərˈði
pensió_macarena	pənsiˈomakaˈɾena
pensió_madrazo	pənsiˈomaˈðɾaθo
pensió_marítima	pənsiˈoməˈɾitimə
pensió_medinaceli	pənsiˈoməðinəˈsɛli
pensió_mendoza	pənsiˈomenˈdoza
pensió_montesol	pənsiˈomonteˈsol
pensió_palermo	pənsiˈopaˈlermo
pensió_pascual_roig	pənsiˈopəskuˈalˈrɔʧ
pensió_regar	pənsiˈorəˈɣa
pensió_residència_carlos	pənsiˈorəziˈðɛnsiəˈkarlos
pensió_ribargoza	pənsiˈoriβarˈɣoθa
pensió_river	pənsiˈoriˈβe
pensió_rondas	pənsiˈoˈrondəs
pensió_san_remo	pənsiˈoˈsanˈrɛmo
pensió_sant_medir	pənsiˈoˈsamməˈði
pensió_sardenya	pənsiˈosərˈðɛɲə
pensió_solàrium	pənsiˈosuˈlaɾiuwm
pensió_tamashiro	pənsiˈotamaˈʃiɾo
pensió_venècia	pənsiˈoβəˈnɛsiə
pensió_zohhra	pənsiˈoˈθoɾə
pentair	penˈtɛr
penta-ocean_construction_corporation	pentaˈoseaŋkunstɾukˈʃoŋkorpoˈɾejʃon
pentinant	pəntiˈnan
pentinat	pəntiˈnat
penwest_pharmaceuticals_corporation	ˈpemɣwesfarmaˈsɛuwtikəlskorpoˈɾejʃon
penya_5_copes	ˈpɛɲəˈsiŋˈkopəs
penya_andresense_bergara	ˈpɛɲəandɾeˈsenseβerˈɣaɾa
penya_barcelonista_almogàvers	ˈpɛɲəβərsəluˈnistəəlmuˈɣaβərs
penya_barcelonista_barceloneta	ˈpɛɲəβərsəluˈnistəβərsəluˈnɛtə
penya_barcelonista_basilea	ˈpɛɲəβərsəluˈnistəβəziˈleə
penya_barcelonista_bon_pastor	ˈpɛɲəβərsəluˈnistəˈβɔmpəsˈto
penya_barcelonista_cinc_copes	ˈpɛɲəβərsəluˈnistəˈsiŋˈkopəs
penya_barcelonista_congrés	ˈpɛɲəβərsəluˈnistəkuŋˈgɾes
penya_barcelonista_de_gràcia	ˈpɛɲəβərsəluˈnistəðəˈɣɾasiə
penya_barcelonista_gallegos	ˈpɛɲəβərsəluˈnistəɣaˈʎeɣos
penya_barcelonista_gol	ˈpɛɲəβərsəluˈnistəˈɣɔl
penya_barcelonista_joventut_vallespir	ˈpɛɲəβərsəluˈnistəʒuβənˈtudbəʎəsˈpi
penya_barcelonista_nova_de_sants	ˈpɛɲəβərsəluˈnistəˈnɔβəðəˈsans
penya_barcelonista_olivella	ˈpɛɲəβərsəluˈnistəuliˈβeʎə
penya_barcelonista_poblenou	ˈpɛɲəβərsəluˈnistəpɔbləˈnɔuw
penya_barcelonista_santa_coloma_de_gramenet	ˈpɛɲəβərsəluˈnistə#ˈsantəkuˈloməðəɣɾəməˈnɛt
penya_barcelonista_sants	ˈpɛɲəβərsəluˈnistəˈsans
penya_barcelonista_turó_de_la_peira	ˈpɛɲəβərsəluˈnistə#tuˈɾoðələˈpɛjɾə
penya_barcelonista_wembley	ˈpɛɲəβərsəluˈnistəˈɣwemblej
penya_barcelonista_zona_franca	ˈpɛɲəβərsəluˈnistəˈzonəˈfɾaŋkə
penya_blanc-blava_poblenou	ˈpɛɲəβləŋˈblaβəpobləˈnɔuw
penya_blanquiazul	ˈpɛɲəβlaŋkiaˈθul
penya_blanquiazul_congreso_club_esport	ˈpɛɲəβlaŋkiaˈzul#koŋˈgɾesoˈklupəsˈpɔrt
penya_blaugrana_els_catalanistes	ˈpɛɲəβləuwˈɣɾanəəlskətələˈnistəs
penya_ciclista_catalunya	ˈpɛɲəsiˈklistəkətəˈluɲə
penya_ciclista_poble_nou	ˈpɛɲəsiˈklistəˈpɔbləˈnɔuw
penya_cultura_deportivista	ˈpɛɲəkulˈtuɾəðəpurtiˈβistə
penya_espanyolista_de_santa_coloma_de_gramenet	ˈpɛɲəəspəɲuˈlistə#dəˈsantəkuˈloməðəɣɾəməˈnɛt
penya_espanyolista_los_incansables	ˈpɛɲəəspəɲuˈlistəˈloziŋkanˈsables
penya_europeista_escapulada	ˈpɛɲəəuwɾupəˈistəəskəpuˈlaðə
penya_excursionista_guimerà	ˈpɛɲəəkskursiuˈnistəɣiməˈɾa
penya_juvenil_real_club_esportiu_espanyol	ˈpɛɲəʒuβəˈnil#reˈalˈklupəspurˈtiwəspəˈɲɔl
penyal	pəˈɲal
penya_madridista_guinardó	ˈpɛɲəməðɾiˈðistəɣinərˈðo
penya_madridista_las_camélias	ˈpɛɲəməðɾiˈðistəˈlaskaˈmelias
penya_motorista_barcelona	ˈpɛɲəmutuˈɾistəβərsəˈlonə
penya	ˈpɛɲə
penya_riscla	ˈpɛɲəˈrisklə
penya_taurina_el_capote	ˈpɛɲətəuwˈɾinəelkaˈpote
penya_taurina_el_pizarral	ˈpɛɲətəuwˈɾinəelpiθaˈral
penya_taurina_gallito_belmonte	ˈpɛɲətəuwˈɾinəɣaˈʎitoβelˈmonte
penya_teatral_carlos_lemos	ˈpɛɲəteəˈtɾalˈkarlozˈlemos
penya_unibanyataris	ˈpɛɲəuniβəɲəˈtaɾis
penyes_altes_de_moixeró	ˈpɛɲəˈzaltəzðəmuʃəˈɾo
penzo	ˈpenso
people's_bank	ˈpipəlzˈβaŋk
peoples_energy_corporation	ˈpipəlˈzenerʒikorpoˈɾejʃon
peoples_financial_corporation	ˈpipəlsfiˈnansiəlkorpoˈɾejʃon
peoplesoft	ˈpipəlˈzoft
pepa	ˈpepə
pepe_jeans	ˈpepeˈʒins
pepe	ˈpepe
pe	ˈpe
pepiol	pəpiˈɔl
pepio	ˈpepjo
pepita	peˈpitə
pepito	peˈpito
pepsi	ˈpɛpsi
pep_ventura	ˈpɛbbənˈtuɾə
pequeños_anuncios	peˈkeɲozaˈnuntjos
pequera	pəˈkeɾə
pequín	pəˈkin
pequin	ˈpekin
perabas	pəˈɾaβəs
perabort	pəɾəˈβɔrt
peracamps	peɾaˈkams
peracaula	pəɾəˈkauwlə
peradalta	pəɾəˈðaltə
perafita	peɾəˈfitə
perafort	peɾəˈfɔrt
peraice	peˈɾajse
peraire	peˈɾajɾe
perajuan	pəɾəʒuˈan
peralada	pəɾəˈlaðə
perala	pəˈɾalə
perals	pəˈɾals
peralt	pəˈɾal
peramarch	pəɾəˈmark
peramás	peɾəˈmas
peramiquel	pəɾəmiˈkɛl
peramola	peɾəˈmɔlə
peransi	peˈɾansi
peranza	peˈɾansə
perarcobi	peɾərˈkoβi
perard	peˈɾaɾð
peras	ˈpeɾəs
peratilla	peɾəˈtiʎə
perati	peˈɾati
perato	peˈɾato
peray	ˈpeɾəj
perayre	peˈɾajɾe
percebal	perseˈβal
perceptron	perθepˈtɾon
perceval	pərsəˈβal
perchiu	ˈperʧju
perciba	perˈsiβə
percira	perˈsiɾə
percival	persiˈβal
percolor	pərkuˈlo
perdegas	perˈðeɣəs
perdius	pərˈðiuws
pere_amat	ˈpeɾəəˈmat
perea	pəˈɾɛə
pere_blai	ˈpeɾəˈβlaj
perebosch	pəɾəˈβosk
pere_calders	ˈpeɾəkəlˈðes
pere_carbonell	ˈpeɾəkərβuˈneʎ
pere_coromines	ˈpeɾəkuɾuˈminəs
pere_costa	ˈpeɾəˈkɔstə
pere_d'artés	ˈpeɾəðərˈtes
pere_falqués	ˈpeɾəfəlˈkes
pere_figuera_i_serra	ˈpeɾəfiˈɣeɾəjˈsɛrə
pere_fuste	ˈpeɾəˈfustə
pere_gelabert	ˈpeɾəʒələˈβɛrt
peregrine_pharmaceuticals	ˈpeɾeɣɾimfarmaˈsɛuwtikəls
peregrino	peɾeˈɣɾino
peregri	pəˈɾeɣɾi
pereguan	pəɾəɣuˈan
pere_ii_de_montcada	ˈpeɾəsəˈɣondəmuŋˈkaðə
pere_iii	ˈpeɾətərˈse
pereila	peˈɾejlə
pereira	peˈɾejɾə
pereiros	peˈɾejɾos
pereita	peˈɾejtə
pere_iv	ˈpeɾəˈkwaɾt
perejamo	peɾeˈxamo
perejoan	pəɾəʒuˈan
pere_joan	ˈpeɾəʒuˈan
perejo	peˈɾexo
perejuan	pəɾəʒuˈan
perella	pəˈɾeʎə
pere_llobet	ˈpeɾəʎuˈβɛt
perelló	pəɾəˈʎo
peremarch	pəɾəˈmark
pere_martell	ˈpeɾəmərˈteʎ
peremarti	pəɾəˈmarti
peremateu	pəɾəməˈteuw
peremiquel	pəɾəmiˈkɛl
pere_moragues	ˈpeɾəmuˈɾaɣəs
pere_oller	ˈpeɾəuˈʎe
pereo	peˈɾeo
pere_pau	ˈpeɾəˈpauw
pere_pelegrí	ˈpeɾəpələˈɣɾi
pere	ˈpeɾə
perepons	pəɾəˈpons
perera	pəˈɾeɾə
pere_ripoll	ˈpeɾəriˈpoʎ
perernau	pəɾərˈnauw
pere_rodríguez	ˈpeɾəroˈðɾiɣeθ
pererols	pəɾəˈɾɔls
perer	pəˈɾe
pere_sala	ˈpeɾəˈsalə
pere_serafí	ˈpeɾəsəɾəˈfi
pereta	pəˈɾetə
pere_terré_i_domènech	ˈpeɾətəˈrejðuˈmɛnək
pere_vergés	ˈpeɾəβərˈʒes
pereyre	peˈɾejɾe
pérez_galdós	ˈpeɾəzɣəlˈðos
pérez	ˈpeɾes
perfecta	pərˈfɛktə
perfectdata_corporation	ˈperfegˈdatakorpoˈɾejʃon
perfecto	perˈfekto
perfeito	perˈfejto
perficient	pərfisiˈen
perfidio	perˈfiðjo
perfontan	pərfunˈtan
performance_food_group_company	perforˈmansˈfudˈɣɾupˈkompəni
performance_food_group_corporation	perforˈmansˈfudˈɣɾupkorpoˈɾejʃon
performance_technologies	perforˈmanstegˈnoloʒis
perfums_faig_gelart	pərˈfumsˈfadʒəˈlart
perge	ˈperxe
perger	pərˈʒe
perges	ˈpɛrʒəs
pèrgola_esportiva_municipal_baró_de_viver	ˈpɛrɣuləəspurˈtiβəmunisiˈpal#bəˈɾoðəβiˈβe
pericles	peˈɾikles
pericom_semiconductor_corporation	pɛɾiˈkɔmsemikundukˈtokorpoˈɾejʃon
perico	peˈɾiko
pericot	pəɾiˈkɔt
peries	ˈpeɾjes
perieto	peˈɾjeto
perill	pəˈɾiʎ
