#name Spanish
#lang spa
abad	aˈβað
vinidis_inversiones	biˈniðisimbeɾˈsjones
viniegra_de_arriba	biˈnjeɣɾaðeaˈriβa
vinies	ˈbinjes
viñiolas	biˈɲjolas
viñoa	biˈɲoa
vinogroso	binoˈɣɾoso
vinokourov	binokowˈɾoβ
viñole	biˈɲole
vinolo	biˈnolo
vino	ˈbino
vin	ˈbin
vinroma	binˈroma
vinsac	binˈsak
vinseiro	binˈsejɾo
vintanel	bintaˈnel
vintcens	binðˈθens
vintró	binˈtɾo
viñueca	biˈɲweka
viñuelas	biˈɲwelas
vinuesa	biˈnwesa
vinueso	biˈnweso
vinues	ˈbinwes
viñules	biˈɲules
vinyals	biˈɲals
vinya	ˈbinɲa
vinyas	ˈbiɲas
vinyes	ˈbiɲes
vinyeta	biˈɲeta
vinyet	biˈɲeð
vinyolas	biˈɲolas
vinyoles	biˈɲoles
vinzia	ˈbinθja
violade	bjoˈlaðe
violante	bjoˈlante
viola	ˈbjola
violetas	bjoˈletas
violeta	bjoˈleta
violín	bjoˈlin
viol	ˈbjol
vio	ˈbjo
vior	ˈbjoɾ
viot	ˈbjoð
vipper_sistemas	biˈpeɾsisˈtemas
viraca	biˈɾaka
virac	biˈɾak
virallonga	biɾaˈʤoŋɡa
viralsa_de_inversiones	biˈɾalsaðeimbeɾˈsjones
viralta	biˈɾalta
vircan	ˈbiɾkan
virches	ˈbiɾʧes
vir	ˈbiɾ
virenque	biˈɾeŋke
virgen_de_áfrica	ˈbiɾxendeˈafɾika
virgen_de_aránzazu	ˈbiɾxendeaˈɾanθaθu
virgen_de_begoña	ˈbiɾxendeβeˈɣoɲa
virgen_de_belén	ˈbiɾxendeβeˈlen
virgen_de_la_alegría	ˈbiɾxendelaaleˈɣɾia
virgen_de_la_antigua	ˈbiɾxendelaanˈtiɣwa
virgen_de_la_asunción	ˈbiɾxendelaasunˈθjon
virgen_de_la_cabeza	ˈbiɾxendelakaˈβeθa
virgen_de_la_candelaria	ˈbiɾxendelakandeˈlaɾja
virgen_de_la_capilla	ˈbiɾxendelakaˈpiʎa
virgen_de_la_consolación	ˈbiɾxendelakonsolaˈθjon
virgen_de_la_encina	ˈbiɾxendelaenˈθina
virgen_de_la_estrella	ˈbiɾxendelaesˈtɾeʎa
virgen_de_la_fuencisla	ˈbiɾxendelafwenˈθizla
virgen_de_la_fuensanta	ˈbiɾxendelafwenˈsanta
virgen_de_la_inmaculada	ˈbiɾxendelaimmakuˈlaða
virgen_de_la_monjía	ˈbiɾxendelamoŋˈxia
virgen_de_la_novena	ˈbiɾxendelanoˈβena
virgen_de_la_oliva	ˈbiɾxendelaoˈliβa
virgen_de_la_paloma	ˈbiɾxendelapaˈloma
virgen_de_la_paz	ˈbiɾxendelaˈpaθ
virgen_de_la_peña	ˈbiɾxendelaˈpeɲa
virgen_de_la_providencia	ˈbiɾxendelapɾoβiˈðenθja
virgen_de_la_roca	ˈbiɾxendelaˈroka
virgen_de_las_cruces	ˈbiɾxendelasˈkɾuθes
virgen_de_las_nieves	ˈbiɾxendelazˈnjeβes
virgen_de_las_viñas	ˈbiɾxendelazˈβiɲas
virgen_de_la_vega	ˈbiɾxendelaˈβeɣa
virgen_del_camino	ˈbiɾxendelkaˈmino
virgen_del_canto	ˈbiɾxendelˈkanto
virgen_del_carmen	ˈbiɾxendelˈkaɾmen
virgen_del_castañar	ˈbiɾxendelkastaˈɲaɾ
virgen_del_castillo	ˈbiɾxendelkasˈtiʎo
virgen_del_coro	ˈbiɾxendelˈkoɾo
virgen_del_espino	ˈbiɾxendelesˈpino
virgen_del_fresnedo	ˈbiɾxendelfɾezˈneðo
virgen_de_lluc	ˈbiɾxendeˈʎuk
virgen_de_loreto	ˈbiɾxendeloˈɾeto
virgen_de_los_desamparados	ˈbiɾxendelozðesampaˈɾaðos
virgen_de_los_llanos	ˈbiɾxendelozˈʎanos
virgen_de_los_mareantes	ˈbiɾxendelozmaɾeˈantes
virgen_de_los_olmos	ˈbiɾxendelosˈolmos
virgen_de_los_peligros	ˈbiɾxendelospeˈliɣɾos
virgen_de_los_remedios	ˈbiɾxendelozreˈmeðjos
virgen_de_los_reyes	ˈbiɾxendelozˈreʤes
virgen_de_los_rosales	ˈbiɾxendelozroˈsales
virgen_de_lourdes	ˈbiɾxendeˈluɾðes
virgen_del_pino	ˈbiɾxendelˈpino
virgen_del_portillo	ˈbiɾxendelpoɾˈtiʎo
virgen_del_puerto	ˈbiɾxendelˈpweɾto
virgen_del_puig	ˈbiɾxendelˈpuʧ
virgen_del_puy	ˈbiɾxendelˈpuj
virgen_del_rocío	ˈbiɾxendelroˈθio
virgen_del_romero	ˈbiɾxendelroˈmeɾo
virgen_del_sagrario	ˈbiɾxendelsaˈɣɾaɾjo
virgen_del_trabajo	ˈbiɾxendeltɾaˈβaxo
virgen_del_val	ˈbiɾxendelˈβal
virgen_de_nieva	ˈbiɾxendeˈnjeβa
virgen_de_nuria	ˈbiɾxendeˈnuɾja
virgen_de_sonsoles	ˈbiɾxendesonˈsoles
virgen_guadalupana	ˈbiɾxeŋɡwaðaluˈpana
virgen_macarena	ˈbiɾxemmakaˈɾena
virgen_maría	ˈbiɾxemmaˈɾia
virgen	ˈbiɾxen
virgilio	biɾˈxiljo
virgin_atlantic	ˈbiɾxinaˈtlantik
virgin	ˈbiɾxin
virginia	biɾˈxinja
virginio	birˈxinjo
viriato_de_inversiones_sim	biˈɾjatoðeimbeɾˈsjonesˈsim
viriato	biˈɾjato
viridia-2000	biˈɾiðjaðozˈmil
viridiana	biɾiˈðjana
virna	ˈbiɾna
viroles	biˈɾoles
virosella	biɾoˈseʤa
viros	ˈbiɾos
virosque	biˈɾoske
virtual_winery	baɾˈtjwalˈɣwajneɾi
virtudes	biɾˈtuðes
viruel	biˈɾwel
virués	biˈɾwes
viruez	biˈɾweθ
virusella	biɾuˈseʤa
viru_viru	ˈbiɾuˈβiɾu
virves	ˈbiɾβes
virzuela	biɾˈθwela
visaconill	bisakoˈniʤ
visaira	biˈsajɾa
visar	biˈsaɾ
visauta	biˈsawta
viscaíno	biskaˈino
viscasa	bisˈkasa
viscofan	bisˈkofan
viscofán	biskoˈfan
viscor	bisˈkoɾ
visdomines	bizðoˈmines
visellach	biseˈʎak
visens	biˈsens
visenta	biˈsenta
viseo	biˈseo
viserda	biˈseɾða
viserta	biˈseɾta
viseu	ˈbisew
visiana	biˈsjana
visiedo	biˈsjeðo
visiero	biˈsjeɾo
vision_advance	ˈbisjonaðˈβanθe
visitación	bisitaˈθjon
viso_del_marqués	ˈbisoðelmaɾˈkes
visoza	biˈsoθa
vispo	ˈbispo
vista_alegre	ˈbistaaˈleɣɾe
vistabella_del_maestrazgo	bistaˈβeʎaðelmaesˈtɾaθɣo
vista_bella	ˈbistaˈβeʎa
vistas_a_la_moraleja	ˈbistasalamoɾaˈlexa
vistas_a_moraleja	ˈbistasamoɾaˈlexa
vistillas	bisˈtiʎas
visualmed_global_consulting	bisjwalˈmeðˈɣlowβalkonˈsultiŋ
visuara	biˈswaɾa
visuete	biˈswete
visuña	biˈsuɲa
vital_aza	biˈtalˈaθa
vitaliano	bitaˈliano
vitalia	biˈtalja
vitalicio	bitaˈliθjo
vitalicio_seguros	bitaˈliθjoseˈɣuɾos
vitalla	biˈtaʤa
vitalle	biˈtal
vital	biˈtal
vita	ˈbita
vitares	biˈtaɾes
vitega	biˈteɣa
vite	ˈbite
viterbo	biˈteɾβo
viter	biˈteɾ
vitigudino	bitiɣuˈðino
vitin	ˈbitin
vitoldo	biˈtoldo
vito	ˈbito
vitoret	bitoˈɾeð
vitoria	biˈtoɾja
vitoria-gasteiz	bitoɾjaɣasˈtejθ
vitorique	bitoˈɾike
vítor	ˈbitoɾ
vitria	ˈbitɾja
vitriu	biˈtɾju
vitruvio	biˈtɾuβjo
vittel	biˈtel
viturin	biˈtuɾin
vituri	biˈtuɾi
viudas	ˈbjuðas
viudoz	bjuˈðoθ
viura	ˈbiuɾa
viure	ˈbjuɾe
viusa	ˈbjusa
vivaldi	biˈβaldi
vival	biˈβal
vivamos	biˈβamos
vivan	ˈbiβan
vivar_inversiones	biˈβaɾimbeɾˈsjones
vivar	biˈβaɾ
vivat	biˈβað
vivaverde	biβaˈβeɾðe
viveiro	biˈβejɾo
vivel_del_río_martín	biˈβeldelˈriomaɾˈtin
vivendi	biˈβendi
vivendi_universal	biˈβendiuniβeɾˈsal
vivent	biˈβend
vive	ˈbiβe
viver	biˈβeɾ
vivero_a_valdelamasa	biˈβeɾoaβaldelaˈmasa
vivero_de_inversiones	biˈβeɾoðeimbeɾˈsjones
vivero_de_la_pilarica	biˈβeɾoðelapilaˈɾika
viveros	biˈβeɾos
vivero	biˈβeɾo
vives	ˈbiβes
vivet	biˈβeð
viviana	biˈβjana
viviano	biˈβjano
vivian	ˈbiβjan
vivias	ˈbiβjas
vivien_paille	ˈbiβjenˈpeʎe
vivien	ˈbiβjen
vivier	biˈβjeɾ
vivies	ˈbiβjes
vivir_feliz	biˈβiɾfeˈliθ
vivis	ˈbiβis
vivis_diététique	ˈbiβizðjeˈtetik
vivoras	biˈβoɾas
vizacaíno	biθakaˈino
viza	ˈbiθa
vizcaina	biθˈkajna
vizcaínos	biθkaˈinos
vizcain	ˈbiθkajn
vizcano	biθˈkano
vizcar	biθˈkaɾ
vizcaya	biθˈkaʤa
vizconde_de_arlessón	biθˈkondeðeaɾleˈson
vizconde_de_los_asilos	biθˈkondeðelosaˈsilos
vizconde_de_matamala	biθˈkondeðemataˈmala
vizconde_de_uzqueta	biθˈkondeðeuθˈketa
vizconti	bisˈkonti
vizco	ˈbiθko
vizcor	biθˈkoɾ
vizdomine	biθðoˈmin
vizern	biˈθeɾn
vizir	biˈθiɾ
viz	ˈbiθ
vladimiro	blaðiˈmiɾo
vladímir	blaˈðimiɾ
vladimir	blaðiˈmiɾ
vladivostok	blaðiβosˈtok
vlex	ˈbleɣs
vlissingen	bliˈsiŋxen
vlore	ˈbloɾe
vm_construcciones_y_obras	ˈuβeˈemekonstɾukˈθjonesˈʤoβɾas
vmx_media	ˈuβeˈemeˈekisˈmeðja
vocero	boˈθeɾo
vodafone_airtouch	boðaˈfonˈeɾtaʧ
vodafone	boðaˈfone
vódrez	ˈboðɾeθ
voegei	boˈexej
voeseli	boeˈseli
vogales	boˈɣales
vogel	boˈxel
vogue	ˈboɣe
voicestream	bojθestɾeˈam
vojislav	boʤizˈlaβ
voladomiu	bolaðoˈmju
volado	boˈlaðo
voland	boˈlanð
volans	boˈlans
volant	boˈland
volatron	boˈlatɾon
volcan	ˈbolkan
volcán	bolˈkan
volcán_compañía_minera	bolˈkaŋkompaˈɲiamiˈneɾa
volcker	bolkˈkeɾ
volga_de_valores_mobiliarios_sim	ˈbolɣaðeβaˈloɾezmoβiˈljaɾjossim
volga_inversiones	ˈbolɣaimbeɾˈsjones
volger	bolˈxeɾ
volgogrado	bolɣoˈɣɾaðo
volkswagen_aktiengesellchft	bolzˈβaɣenaktjeŋxeˈselfð
volkswagen	bolzˈβaɣen
vollers	boˈʤeɾs
vollespin	boˈʤespin
volpe	ˈbolpe
volpi	ˈbolpi
voltaire	bolˈteɾ
voltaña	bolˈtaɲa
volta	ˈβolta
volte	ˈbolte
voltes	ˈboltes
volto	ˈbolto
voltoya	bolˈtoʤa
voluntarios_catalanes	bolunˈtaɾjoskataˈlanes
voluntarios_macabebes	bolunˈtaɾjozmakaˈβeβes
volver_a_empezar	bolˈβeɾaempeˈθaɾ
volvic	bolˈβik
volvo	ˈbolβo
vona	ˈbona
vonkanel	boŋkaˈnel
von	ˈbon
vopi	ˈbopi
voronezh	boɾoˈneθ
vota	ˈbota
vou	ˈbow
vovelle	boˈβel
vox	ˈboɣs
voxpilot	boɣspiˈloð
vozmediano	boθmeˈðjano
vpo	ˈuβepeˈo
vrtop	ˈuβeˈereˈtop
vrway_españa	ˈuβeˈereesˈpaɲa
vudal	buˈdal
vuelta	ˈbwelta
vuguera	buˈɣeɾa
vuk	ˈbuk
vulart	buˈlaɾð
vulcano_software_applications	bulˈkanoˈsofɣweɾapliˈkejsons
vulcano	bulˈkano
vulpiano	bulˈpjano
vurillo	buˈɾiʤo
v-v	ˈuβeˈuβe
vw	ˈuβeˈuβeˈðoβle
wable	ˈɡwejβel
wabush	ɡwaˈβus
wachs	ˈbaks
wad_ras	baðˈras
wagga	ˈɡwaɣa
wagner	ˈbaɣneɾ
waite	ˈɡwajt
wajima	baˈxima
wakamatsu	bakaˈmaðsu
wakefield	ˈɡwakeˈfilð
wakkanai	bakaˈnaj
walberto	balˈβeɾto
walda	ˈɡwalda
waldemar	baldeˈmaɾ
waldino	ɡwalˈdino
waldo	ˈɡwalðo
walía	ɡwaˈlia
walkyria	ɡwalˈkiɾja
walli	ˈbaʤi
wallovits	ˈbaloβits
wall_street	ɡwolesˈtɾið
wall_street_journal	ɡwolesˈtɾiðˈʤaɾnl
walman	ˈɡwalman
walt_disney	ˈɡwoldˈðiznej
walter	ˈɡwalteɾ
walther	ˈɡwalteɾ
walton	ˈɡwalton
walt	ˈɡwald
waltruda	ɡwalˈtɾuða
wamba	ˈbamba
wanadoo	ˈɡwanaˈðu
wanda	ˈɡwanda
wanger	ˈbaŋɡeɾ
wang	ˈɡwaŋɣ
wap_verticalia	ɡwapβeɾtiˈkalja
waqf_al_arafa	ɡwafalaˈɾafa
wara	ˈɡwaɾa
warcomm_publicidad	ˈɡwoɾkompuβliθiˈðað
warhol	ˈɡwaɾol
warner_bros	ˈɡwoɾneɾˈβɾos
warner_brothers_park	ˈɡwoɾneɾˈβɾoðeɾspaɾk
warner	ˈɡwoɾneɾ
warner-lambert	ˈɡwoɾneɾˈlambeɾð
warner_music	ˈɡwoɾneɾˈmjusik
warnet	ˈɡwoɾnet
warrants	ˈɡwoɾandz
warsaw	ˈɡwoɾsow
wasa	ˈɡwasa
wasaldua	ɡwaˈsaldwa
washington	ˈɡwasinton
washington_dc	ˈɡwasiŋɡtondeˈθe
washington_post	ˈɡwasintompozð
waskar	basˈkaɾ
waste_management	ɡwejzðmaˈniʧmend
waterford	ˈɡwoteɾfoɾ
waters	ˈɡwoteɾs
watson_lake	ˈɡwaðsonlejk
watson	ˈɡwaðson
watson_wyatt	ˈɡwaðsonˈɡwajað
watteau	ɡwaˈto
watu_-_acción_indígena	ˈβatuakˈθjoninˈdixena
wayca	ˈɡwajka
wayne	ˈɡwajn
wazinger	ˈɡwaθiŋɡe
web_dels_infants	ɡweβðelsimˈfands
weber	ˈɡweβeɾ
webfactory_internet	ɡweβˈfaktoɾiinteɾˈneð
weblisten	ɡweβˈlisn
webmakers_sl	ɡweβˈmejkeɾsˈeseˈele
webpac	ɡweβˈpak
websdirect	ɡweβzˈðajɾekð
weckerle	βekˈkeɾle
wecker	ˈɡwekeɾ
wedel	ˈɡweðel
wegehenkel	ˈɡwexeenkel
wegner	ɡueɣˈneɾ
wehmeier	bemeˈʤeɾ
weikert	bejˈkeɾð
weimar	ˈbejmaɾ
weirather	bejɾaˈteɾ
weisch	ˈbejsk
weisel	bejˈsel
welker	ˈɡwelkeɾ
welles	ˈɡwels
wellington	ˈɡweliŋɣton
wellseason	beʎseˈason
wells	ˈɡwels
welters	ˈbelteɾs
wembe	ˈɡwembe
wembley	ˈɡwemblej
wenceslao	ɡwenθezˈlao
wendi	ˈɡwenði
wenger	ˈbeŋɡeɾ
wenzel	ɡwenˈθel
werder_bremen	beɾˈðeɾˈβɾemen
werner	ˈbeɾneɾ
wernicke	ˈɡweɾnik
weronski	ɡweˈɾonski
wert_company	ɡweɾðˈkampani
wertheimer	beɾˈθejmeɾ
west	ˈɡwezð
westerholm	ˈɡwesteɾolm
west_ham	ˈɡwezðxam
westinghouse	ɡwestiŋˈxaus
west_texas_intermediate	ˈɡwezðˈteɣsasinteɾmeˈðjejt
westwood	ˈɡwezðβuð
wetecamp	beteˈkamp
wheel	ˈɡwil
whirlpool	ˈɡwiɾlpul
whiskas	ˈɡwiskas
whistler	ˈɡwistleɾ
whitby	ˈɡwitβi
whitehorse	ˈɡwaitxoɾs
whitehouse	ɡwajtˈxaws
wicart	biˈkaɾð
wichi	ˈɡwiʧi
wich	ˈbik
wickham	ˈɡwikam
wider	biˈðeɾ
wiedem	ˈɡwiðem
wienberg	ˈɡwaʤembeɾɣ
wigo	ˈbiɣo
wilda	ˈbilda
wild_boat	ˈɡwailðβowð
wilde	ˈɡwilðe
wild_flowers	ɡwajldˈflaɡweɾs
wildman	ˈɡwjlðman
wilfredo	ɡwilˈfɾeðo
wilkelmi	ɡwilˈkelmi
wilkens	ˈɡwilkens
wilkinson	ˈɡwilkinson
willemstad	ɡwilemsˈtað
william_grant	ˈɡwiljamɡɾand
william_m_mercer	ˈɡwiljamˈememeɾˈθeɾ
william	ˈɡwiljam
william_saurin	ˈɡwiljamˈsowɾin
williams	ˈɡwiljams
williamtown	ɡwiljamˈtawn
willie	ˈɡwili
willisch	ˈɡwilis
willis_island	ˈɡwiʎisˈajland
willka	ˈɡwilka
willy	ˈɡwili
wilma	ˈbilma
wilmot	ˈbilmoð
wilson	ˈɡwilson
wilsons_promontory	ˈɡwilsonsˈpɾomontɾi
wimbledon	ˈɡwimbelðon
windhoek	ɡwuiŋˈxuk
windorah	ɡwinˈdoɾa
windows	ˈɡwindaws
windsor	ˈɡwinˈsoɾ
winifreda	ɡwiniˈfɾeða
winium	ɡwiˈnjum
wink	ˈɡwiŋk
winnipeg	ɡwiniˈpeɣ
winston	ˈɡwinston
winterthur	ˈɡwinteɾtuɾ
wintwer	ˈɡwinðβeɾ
wireless_application_protocol	ˈɡwajɾlisapliˈkejsomˈpɾawtokol
wirth	ˈbiɾð
wirtschaftswoche	biɾðʧafˈβoʧ
wis	ˈbis
witerico	ɡwiˈteɾiko
witiza	ɡwiˈtiθa
witschi	ˈɡwitsʧi
witter	biðˈteɾ
wll_conatel	ˈuβeˈðoβleˈeleˈelekonaˈtel
woelky	ˈbolki
wojtyla	ˈɡwoxˈtila
wolder	ˈboldeɾ
wolek	ɡwoˈlek
wolfgang	ˈɡwolɡanɣ
wolf	ˈɡwolf
wolton	ˈbolton
wolysen_inversiones	ɡwoliˈsenimbeɾˈsjones
woman	ˈɡwuman
wood	ˈbuð
woods	ˈbuðs
woody	ˈbuði
woolf	ˈɡwolf
woolite	booˈlite
woolwich	ˈɡwulɡwiʧ
woomera	ɡwuˈmeɾa
work_on_the_web	ˈɡwaɾkondeˈɣweβ
worldcom	ɡwoldˈkom
world_economic_forum	ɡwoldikoˈnamikˈfoɾom
world_internet_solutions	ɡwoldinteɾˈneðsoˈlusons
worldlaser	ɡwoldˈlejza
worldnet_consulting	ɡwoldˈneðkonˈsultiŋ
world_online	ɡwoldonˈlajn
world_policy	ɡwoldˈpolisi
world_software_services	ɡwoldˈsofɣweɾˈseɾβisis
worldsolutions	ɡwoldsoˈlusons
worldspan	ɡwoldesˈpan
worldtour_platforms	ɡwoldˈtuɾˈplaðfoɾms
world_trade_center	ɡwoldtɾejdˈsenta
wortham	ˈɡwoɾθam
worth	ˈboɾð
wroclaw	ɡɾowˈklaβ
wta	ˈuβeˈðoβleteˈa
wudu	ˈbuðu
wuhan	ˈbwan
wulfilde	ɣwlˈfilðe
wursten	ˈbuɾsten
wust	ˈbusð
wwf/adena_españa	ˈuβeˈðoβleˈuβeˈðoβleˈefeaˈðenaesˈpaɲa
wwf	ˈuβeˈðoβleˈuβeˈðoβleˈefe
wwf_naturaleza	ˈuβeˈðoβleˈuβeˈðoβleˈefenatuɾaˈleθa
wyllie	ˈɡwili
wyoming	ɡwajoˈmiŋɣ
xabat	ʧaˈβað
xabe	ˈsaβe
xabier	ʧaˈβjeɾ
xacintu	ʧaˈθintu
xacobo	saˈkoβo
xaer	ʧaˈeɾ
xaima	ˈsajma
xaime	ˈʧajme
xairo_instalaciones	ˈsajɾoinstalaˈθjones
xaixo	ˈsajso
xalabarde	salaˈβaɾde
xalabarder	ʧalaβaɾˈðeɾ
xalapeira	salaˈpejɾa
xala	ˈsala
xalmeta	ʧalˈmeta
xalmet	salˈmeð
xalome	saˈlome
xalvador	ʧalβaˈðoɾ
xalvat	ʧalˈβað
xamani	saˈmani
xamarcanda	samaɾˈkanda
xambo	ˈʧambo
xambrot	ʧamˈbɾoð
xamena	saˈmena
xampro	ˈʧampɾo
xamuset	ʧamuˈseð
xanceda	ʧanˈθeða
xancho	ˈʧanʧo
xandre	ˈsandɾe
xandro	ˈʧandɾo
xano	ˈʧano
xan	ˈsan
xantal	sanˈtal
xanti	ˈsanti
xanxo	ˈsanso
xapelli	saˈpeʤi
xarau	ʧaˈɾaw
xargayo	ʧaɾˈɣaʤo
xargay	saɾˈɣaj
xarles	ˈʧaɾles
xarnera	ʧaɾˈneɾa
xarpell	saɾˈpeʎ
xarto	ˈʧaɾto
xart	ˈʧaɾð
xatard	saˈtaɾð
xatar	ʧaˈtaɾ
xátiva	ˈʧatiβa
xatruch	saˈtɾuk
xaubet	ʧawˈβeð
xaudaro	ʧawˈðaɾo
xaudiera	sawˈðjeɾa
xauet	saˈweð
xaus	ˈʧaws
xavier	ʧaˈβjeɾ
xavi	ˈʧabi
xaxo	ˈsaso
x-box	ˈekisboɣs
xena	ˈsena
xenia	ˈsenja
xente_gai_astur	ˈsenteˈɣajasˈtuɾ
xeraco	ʧeˈɾako
xera	ˈseɾa
xerardo	seˈɾaɾðo
xeresa	ʧeˈɾesa
xergayo	ʧeɾˈɣaʤo
xermade	ʧeɾˈmaðe
xerman	ˈseɾman
xerox	ˈseɾoɣs
xerta	ˈʧeɾta
xesús	ʧeˈsus
xfera	eɣsˈfeɾa
xiamen	ˈʧjamen
xian	siˈan
xibeli	siˈβeli
xiberta	ʧiˈβeɾta
xibille	siˈbil
xicars	ʧiˈkaɾs
xicart	siˈkaɾð
xicoira	ʧiˈkojɾa
xicota	siˈkota
xifres	ˈʧifɾes
xifreu	ʧiˈfɾew
xifro	ˈʧifɾo
xilda	ˈsilda
ximena	siˈmena
ximenes	ʧiˈmenes
ximeniz	ʧimeˈniθ
ximeno	ʧiˈmeno
ximenos	ʧiˈmenos
ximinis	ʧiˈminis
xin_baraq_yonqi	simbaˈɾakˈʤoŋki
xingjian	ˈsiŋɣxjan
xingren	ˈʧiŋɡɾen
xingtai	ʧiŋɡˈtaj
xinthex_technologies	sindˈteɣsteɣˈnolaʤis
xinxola	sinˈsola
xinxo	ˈsinso
xinzo_de_limia	ʧinθoðeˈlimja
xiol	ˈsjol
xiomara	sjoˈmaɾa
xipell	siˈpeʎ
xiques	ˈʧikes
xirau	ʧiˈɾaw
xirgo	ˈʧiɾɣo
xirgu	ˈʧiɾɣu
xirinacs	ʧiɾiˈnaks
xirivella	ʧiɾiˈβeʎa
xirivella_electronics	siɾiˈβeʎaelekˈtɾoniɣs
xiro	ˈʧiɾo
xiville	siˈβil
xixons	ʧiˈʧons
xoán	soˈan
xoan	soˈan
xochiel	ʧoˈʧjel
xoel	ʧoˈel
xofra	ˈʧofɾa
xofre	ˈʧofɾe
xolido_systems	soˈliðoˈsistems
xoquer	ʧoˈkeɾ
xorxe	ˈsoɾse
xose	ˈʧose
xosé	ʧoˈse
xove	ˈʧoβe
xoxoka_garraioak	soɣˈsokaɣarajoˈak
xoy	ˈʧoj
xstrata	esˈtɾata
x_tra	ˈekistɾa
xuan	ˈʧwan
xubet	ˈʧuβeð
xubín	ʧuˈβin
xufre	ˈsufɾe
xulian	ˈsuljan
xulio	ˈsuljo
xumetra	ʧuˈmetɾa
xunqueira_de_ambía	ʧuŋˈkejɾaðeamˈbia
xunta	ˈsunta
xunta_de_galicia	ˈʧuntaðeɣaˈliθja
xúquer	ˈʧukeɾ
xuriach	suˈɾjaʧ
xuriguera	ʧuɾiˈɣeɾa
xusteleco	susteˈleko
xusto	ˈʧusto
xutra	ˈʧutɾa
xuxa	ˈsuɣsa
xylon-94	siˈlonnoˈβentajˈkwatɾo
yaber	ʤaˈβeɾ
yabra	ˈʤaβɾa
yacar	ʤaˈkaɾ
yacati	ʤaˈkati
ya.com	ʤaˈpuntokom
ya	ˈʤa
yaco	ˈʤako
yacubi	ʤaˈkuβi
yacuiba	ʤaˈkwiβa
yaeck	ʤaˈek
yael	ʤaˈel
yafari	ʤaˈfaɾi
yago	ˈʤaɣo
yaguatí	ʤaɣwaˈti
yahoo	ʤaˈxu
yaima	ˈʤajma
yaincoa	ʤajŋˈkoa
yain	ˈʤajn
yair	ˈʤajɾ
yais	ˈʤajs
yakarta	ʤaˈkaɾta
yak_investment	ʤakimˈbezðmend
yakuel	ʤaˈkwel
yakue	ˈʤakwe
yakutsk	ʤaˈkutsk
yalamos	ʤaˈlamos
yala	ˈʤala
yalar	ʤaˈlaɾ
yale	ˈʤale
yalera	ʤaˈleɾa
yallverdú	ʤaʎβeɾˈðu
yalta	ˈʤalta
yamaha	ʤaˈmaxa
yamal	ʤaˈmal
yamel	ʤaˈmel
yames	ˈʤames
yamez	ʤaˈmeθ
yamila	ʤaˈmila
yamile	ʤaˈmile
yamil	ʤaˈmil
yamiz	ʤaˈmiθ
yamoussoukro	ʤamowˈsowkɾo
yanella	ʎaˈneʎa
yanet	ʤaˈneð
yangjiang	ʤaŋˈxjaŋ
yangon	ˈʤaŋɡon
yangón	ʤaŋˈɡon
yanguas	ˈʤaŋɡwas
yanina	ʤaˈnina
yani	ˈʤani
yanki_invest	ˈʤaŋkiimˈbezð
yanquiman	ʤaŋˈkiman
yanzhou	ʤanˈθow
yaounde	ʤaˈownde
yap	ˈʤap
yaques	ˈʤakes
yara	ˈʤaɾa
yaren	ˈʤaɾen
yaren_district	ˈʤaɾendisˈtɾikð
yarmouth	ˈʤaɾmowθ
yaroslavl	ʤaɾozˈlaβ
yarumal	ʤaɾuˈmal
yasir	ʤaˈsiɾ
yasmina	ʤazˈmina
yasmín	ʤazˈmin
yata	ˈʤata
yato	ˈʤato
yatova	ʤaˈtoβa
yaundé	ʤawnˈde
yau	ˈʤaw
yavar	ʤaˈβaɾ
yavuti	ʤaˈbuti
yaya	ˈʤaʤa
yaz	ˈʤaθ
ybancos	iˈβaŋkos
ybar	iˈβaɾ
ybarra	iˈβara
ybars	iˈβaɾs
ybarvi_de_inversiones	iˈβaɾβiðeimbeɾˈsjones
ybaz	iˈbaθ
ybeas	iˈβeas
ybero	iˈβeɾo
ybor	iˈβoɾ
ybort	iˈβoɾð
ybos	ˈiβos
ybran	ˈiβɾan
ycardo	iˈkaɾðo
ychart	iˈʧaɾð
yche	ˈiʧe
ycobalzeta	ikoβalˈθeta
ydalga	iˈðalɣa
yébenes	ˈʤeβenes
yebra	ˈʤeβɾa
yebra_de_basa	ˈʤeβɾaðeˈβasa
yecla_de_yeltes	ˈʤeklaðeˈʤeltes
yecla	ˈʤekla
yécora	ˈʤekoɾa
yegles	ˈʤeɣles
yegorova	ʤeɣoˈɾoβa
yeguero	ʤeˈɣeɾo
yell	ˈʤel
yellowknife	ˈjelownajf
yelmo	ˈʤelmo
yeltsin	ˈʤelðsin
yelul	ʤeˈlul
yemas_de_san_leandro	ˈʤemazðeˈsanleˈandɾo
yémeda	ˈʤemeða
yemen	ˈʤemen
yemina	ʤeˈmina
yeneko	ʤeˈneko
yengle	ˈʤeŋɡle
yeo	ˈʤeo
yepes	ˈʤepes
yepson	ˈʤepson
yerdu	ˈʤeɾðu
yerevan	ʤeˈɾeβan
yergo	ˈʤeɾɣo
yerimén	ʤeɾiˈmen
yerma	ˈʤeɾma
yermo	ˈʤeɾmo
yerno	ˈʤeɾno
yerós	ʤeˈɾos
yerovi	ʤeˈɾoβi
yeruti	ʤeˈɾuti
yesa	ˈʤesa
yesería_la_valenciana	ʤeseˈɾialaβalenˈθjana
