A	ʔaː
zickigster	ʦɪkɪçstəʀ
zickigstes	ʦɪkɪçstəs
ziegeln	ʦiːgəln
ziegelnd	ʦiːgəlnt
ziegelst	ʦiːgəlst
ziegelt	ʦiːgəlt
ziegelte	ʦiːgəltə
ziegelten	ʦiːgəltən
ziegeltest	ʦiːgəltəst
ziegeltet	ʦiːgəltət
ziegle	ʦiːglə
zieh	ʦiː
ziehe	ʦiːə
ziehen	ʦiːən
ziehend	ʦiːənt
ziehest	ʦiːəst
ziehet	ʦiːət
ziehst	ʦiːst
zieht	ʦiːt
ziele	ʦiːlə
zielen	ʦiːlən
zielend	ʦiːlənt
zielende	ʦiːləndə
zielendem	ʦiːləndəm
zielenden	ʦiːləndən
zielender	ʦiːləndəʀ
zielendes	ʦiːləndəs
zielest	ʦiːləst
zielet	ʦiːlət
zielst	ʦiːlst
zielstrebig	ʦiːlʃtʀeːbɪç
zielstrebige	ʦiːlʃtʀeːbɪgə
zielstrebigem	ʦiːlʃtʀeːbɪgəm
zielstrebigen	ʦiːlʃtʀeːbɪgən
zielstrebiger	ʦiːlʃtʀeːbɪgəʀ
zielstrebigere	ʦiːlʃtʀeːbɪgəʀə
zielstrebigerem	ʦiːlʃtʀeːbɪgəʀəm
zielstrebigeren	ʦiːlʃtʀeːbɪgəʀən
zielstrebigerer	ʦiːlʃtʀeːbɪgəʀəʀ
zielstrebigeres	ʦiːlʃtʀeːbɪgəʀəs
zielstrebiges	ʦiːlʃtʀeːbɪgəs
zielstrebigst	ʦiːlʃtʀeːbɪçst
zielstrebigste	ʦiːlʃtʀeːbɪçstə
zielstrebigstem	ʦiːlʃtʀeːbɪçstəm
zielstrebigsten	ʦiːlʃtʀeːbɪçstən
zielstrebigster	ʦiːlʃtʀeːbɪçstəʀ
zielstrebigstes	ʦiːlʃtʀeːbɪçstəs
zielt	ʦiːlt
zielte	ʦiːltə
zielten	ʦiːltən
zieltest	ʦiːltəst
zieltet	ʦiːltət
zieme	ʦiːmə
ziemen	ʦiːmən
ziemend	ʦiːmənt
ziemest	ʦiːməst
ziemet	ʦiːmət
ziemlich	ʦiːmlɪç
ziemst	ʦiːmst
ziemt	ʦiːmt
ziemte	ʦiːmtə
ziemten	ʦiːmtən
ziemtest	ʦiːmtəst
ziemtet	ʦiːmtət
ziepe	ʦiːpə
ziepen	ʦiːpən
ziepend	ʦiːpənt
ziepest	ʦiːpəst
ziepet	ʦiːpət
ziepst	ʦiːpst
ziept	ʦiːpt
ziepte	ʦiːptə
ziepten	ʦiːptən
zieptest	ʦiːptəst
zieptet	ʦiːptət
zig	ʦɪç
zige	ʦɪgə
zigem	ʦɪgəm
zigen	ʦɪgən
ziger	ʦɪgəʀ
ziges	ʦɪgəs
zigeunere	ʦiˈgɔɪnəʀə
zigeunern	ʦiˈgɔɪnəʀn
zigeunernd	ʦiˈgɔɪnəʀnt
zigeunerst	ʦiˈgɔɪnəʀst
zigeunert	ʦiˈgɔɪnəʀt
zigeunerte	ʦiˈgɔɪnəʀtə
zigeunerten	ʦiˈgɔɪnəʀtən
zigeunertest	ʦiˈgɔɪnəʀtəst
zigeunertet	ʦiˈgɔɪnəʀtət
zigfach	ʦɪçˌfax
zigfache	ʦɪçˌfaxə
zigfachem	ʦɪçˌfaxəm
zigfachen	ʦɪçˌfaxən
zigfacher	ʦɪçˌfaxəʀ
zigfaches	ʦɪçˌfaxəs
zigmal	ʦɪçˌmaːl
zigtausend	ʦɪçˌtaʊzənt
zigtausende	ʦɪçˌtaʊzəndə
zigtausendem	ʦɪçˌtaʊzəndəm
zigtausenden	ʦɪçˌtaʊzəndən
zigtausender	ʦɪçˌtaʊzəndəʀ
zigtausendes	ʦɪçˌtaʊzəndəs
ziliar	ʦiˈljaːʀ
ziliare	ʦiˈljaːʀə
ziliarem	ʦiˈljaːʀəm
ziliaren	ʦiˈljaːʀən
ziliarer	ʦiˈljaːʀəʀ
ziliares	ʦiˈljaːʀəs
zimmern	ʦɪməʀn
zimperlich	ʦɪmpəʀlɪç
zimperliche	ʦɪmpəʀlɪçə
zimperlichem	ʦɪmpəʀlɪçəm
zimperlichen	ʦɪmpəʀlɪçən
zimperlicher	ʦɪmpəʀlɪçəʀ
zimperlichere	ʦɪmpəʀlɪçəʀə
zimperlicherem	ʦɪmpəʀlɪçəʀəm
zimperlicheren	ʦɪmpəʀlɪçəʀən
zimperlicherer	ʦɪmpəʀlɪçəʀəʀ
zimperlicheres	ʦɪmpəʀlɪçəʀəs
zimperliches	ʦɪmpəʀlɪçəs
zimperlichst	ʦɪmpəʀlɪçst
zimperlichste	ʦɪmpəʀlɪçstə
zimperlichstem	ʦɪmpəʀlɪçstəm
zimperlichsten	ʦɪmpəʀlɪçstən
zimperlichster	ʦɪmpəʀlɪçstəʀ
zimperlichstes	ʦɪmpəʀlɪçstəs
zimtfarben	ʦɪmtˌfaʀbən
zimtfarbene	ʦɪmtˌfaʀbənə
zimtfarbenem	ʦɪmtˌfaʀbənəm
zimtfarbenen	ʦɪmtˌfaʀbənən
zimtfarbener	ʦɪmtˌfaʀbənəʀ
zimtfarbenes	ʦɪmtˌfaʀbənəs
zingarese	ʦɪŋgaˈʀeːzə
zinke	ʦɪŋkə
zinken	ʦɪŋkən
zinkend	ʦɪŋkənt
zinkest	ʦɪŋkəst
zinket	ʦɪŋkət
zinkst	ʦɪŋkst
zinkt	ʦɪŋkt
zinkte	ʦɪŋktə
zinkten	ʦɪŋktən
zinktest	ʦɪŋktəst
zinktet	ʦɪŋktət
zinnern	ʦɪnəʀn
zinnerne	ʦɪnəʀnə
zinnernem	ʦɪnəʀnəm
zinnernen	ʦɪnəʀnən
zinnerner	ʦɪnəʀnəʀ
zinnernes	ʦɪnəʀnəs
zipflig	ʦɪp͡flɪç
zipflige	ʦɪp͡flɪgə
zipfligem	ʦɪp͡flɪgəm
zipfligen	ʦɪp͡flɪgən
zipfliger	ʦɪp͡flɪgəʀ
zipfligere	ʦɪp͡flɪgəʀə
zipfligerem	ʦɪp͡flɪgəʀəm
zipfligeren	ʦɪp͡flɪgəʀən
zipfligerer	ʦɪp͡flɪgəʀəʀ
zipfligeres	ʦɪp͡flɪgəʀəs
zipfliges	ʦɪp͡flɪgəs
zipfligst	ʦɪp͡flɪçst
zipfligste	ʦɪp͡flɪçstə
zipfligstem	ʦɪp͡flɪçstəm
zipfligsten	ʦɪp͡flɪçstən
zipfligster	ʦɪp͡flɪçstəʀ
zipfligstes	ʦɪp͡flɪçstəs
zirka	ʦɪʀkaː
zirkeln	ʦɪʀkəln
zirkular	ʦɪʀkuˈlaːʀ
zirkulare	ʦɪʀkuˈlaːʀə
zirkularem	ʦɪʀkuˈlaːʀəm
zirkularen	ʦɪʀkuˈlaːʀən
zirkularer	ʦɪʀkuˈlaːʀəʀ
zirkulares	ʦɪʀkuˈlaːʀəs
zirkuliere	ʦɪʀkuˈliːʀə
zirkulieren	ʦɪʀkuˈliːʀən
zirkulierend	ʦɪʀkuˈliːʀənt
zirkulierest	ʦɪʀkuˈliːʀəst
zirkulieret	ʦɪʀkuˈliːʀət
zirkulierst	ʦɪʀkuˈliːʀst
zirkuliert	ʦɪʀkuˈliːʀt
zirkulierte	ʦɪʀkuˈliːʀtə
zirkulierten	ʦɪʀkuˈliːʀtən
zirkuliertest	ʦɪʀkuˈliːʀtəst
zirkuliertet	ʦɪʀkuˈliːʀtət
zirkulär	ʦɪʀkuˈlɛːʀ
zirkumflektiere	ʦɪʀkʊmflɛkˈtiːʀə
zirkumflektieren	ʦɪʀkʊmflɛkˈtiːʀən
zirkumflektierend	ʦɪʀkʊmflɛkˈtiːʀənt
zirkumflektierest	ʦɪʀkʊmflɛkˈtiːʀəst
zirkumflektieret	ʦɪʀkʊmflɛkˈtiːʀət
zirkumflektierst	ʦɪʀkʊmflɛkˈtiːʀst
zirkumflektiert	ʦɪʀkʊmflɛkˈtiːʀt
zirkumflektierte	ʦɪʀkʊmflɛkˈtiːʀtə
zirkumflektierten	ʦɪʀkʊmflɛkˈtiːʀtən
zirkumflektiertest	ʦɪʀkʊmflɛkˈtiːʀtəst
zirkumflektiertet	ʦɪʀkʊmflɛkˈtiːʀtət
zirkumpolar	ʦɪʀkʊmpoˈlaːʀ
zirkumskript	ʦɪʀkʊmˈskʀɪpt
zirkumskripte	ʦɪʀkʊmˈskʀɪptə
zirkumskriptem	ʦɪʀkʊmˈskʀɪptəm
zirkumskripten	ʦɪʀkʊmˈskʀɪptən
zirkumskripter	ʦɪʀkʊmˈskʀɪptəʀ
zirkumskriptes	ʦɪʀkʊmˈskʀɪptəs
zirkumstanziell	ʦɪʀkʊmstanˈʦjɛl
zirkumvenieren	ʦɪʀkʊmveˈniːʀən
zirpe	ʦɪʀpə
zirpen	ʦɪʀpən
zirpend	ʦɪʀpənt
zirpest	ʦɪʀpəst
zirpet	ʦɪʀpət
zirpst	ʦɪʀpst
zirpt	ʦɪʀpt
zirpte	ʦɪʀptə
zirpten	ʦɪʀptən
zirptest	ʦɪʀptəst
zirptet	ʦɪʀptət
zirrhotisch	ʦɪˈʀoːtɪʃ
zisalpin	ʦisʔalˌpiːn
zisalpine	ʦisʔalˌpiːnə
zisalpinem	ʦisʔalˌpiːnəm
zisalpinen	ʦisʔalˌpiːnən
zisalpiner	ʦisʔalˌpiːnəʀ
zisalpines	ʦisʔalˌpiːnəs
zische	ʦɪʃə
zischeln	ʦɪʃəln
zischelnd	ʦɪʃəlnt
zischelst	ʦɪʃəlst
zischelt	ʦɪʃəlt
zischelte	ʦɪʃəltə
zischelten	ʦɪʃəltən
zischeltest	ʦɪʃəltəst
zischeltet	ʦɪʃəltət
zischen	ʦɪʃən
zischend	ʦɪʃənt
zischest	ʦɪʃəst
zischet	ʦɪʃət
zischle	ʦɪʃlə
zischst	ʦɪʃst
zischt	ʦɪʃt
zischte	ʦɪʃtə
zischten	ʦɪʃtən
zischtest	ʦɪʃtəst
zischtet	ʦɪʃtət
ziseliere	ʦizeˈliːʀə
ziselieren	ʦizeˈliːʀən
ziselierend	ʦizeˈliːʀənt
ziselierest	ʦizeˈliːʀəst
ziselieret	ʦizeˈliːʀət
ziselierst	ʦizeˈliːʀst
ziseliert	ʦizeˈliːʀt
ziselierte	ʦizeˈliːʀtə
ziselierten	ʦizeˈliːʀtən
ziseliertest	ʦizeˈliːʀtəst
ziseliertet	ʦizeˈliːʀtət
zitiere	ʦiˈtiːʀə
zitieren	ʦiˈtiːʀən
zitierend	ʦiˈtiːʀənt
zitierest	ʦiˈtiːʀəst
zitieret	ʦiˈtiːʀət
zitierst	ʦiˈtiːʀst
zitiert	ʦiˈtiːʀt
zitierte	ʦiˈtiːʀtə
zitierten	ʦiˈtiːʀtən
zitiertest	ʦiˈtiːʀtəst
zitiertet	ʦiˈtiːʀtət
zitronengelb	ʦiˈtʀoːnɛnˌgɛlp
zitronengelbe	ʦiˈtʀoːnɛnˌgɛlbə
zitronengelbem	ʦiˈtʀoːnɛnˌgɛlbəm
zitronengelben	ʦiˈtʀoːnɛnˌgɛlbən
zitronengelber	ʦiˈtʀoːnɛnˌgɛlbəʀ
zitronengelbes	ʦiˈtʀoːnɛnˌgɛlbəs
zittere	ʦɪtəʀə
zitterig	ʦɪtəʀɪç
zitterige	ʦɪtəʀɪgə
zitterigem	ʦɪtəʀɪgəm
zitterigen	ʦɪtəʀɪgən
zitteriger	ʦɪtəʀɪgəʀ
zitterigere	ʦɪtəʀɪgəʀə
zitterigerem	ʦɪtəʀɪgəʀəm
zitterigeren	ʦɪtəʀɪgəʀən
zitterigerer	ʦɪtəʀɪgəʀəʀ
zitterigeres	ʦɪtəʀɪgəʀəs
zitteriges	ʦɪtəʀɪgəs
zitterigst	ʦɪtəʀɪçst
zitterigste	ʦɪtəʀɪçstə
zitterigstem	ʦɪtəʀɪçstəm
zitterigsten	ʦɪtəʀɪçstən
zitterigster	ʦɪtəʀɪçstəʀ
zitterigstes	ʦɪtəʀɪçstəs
zittern	ʦɪtəʀn
zitternd	ʦɪtəʀnt
zitterst	ʦɪtəʀst
zittert	ʦɪtəʀt
zitterte	ʦɪtəʀtə
zitterten	ʦɪtəʀtən
zittertest	ʦɪtəʀtəst
zittertet	ʦɪtəʀtət
zittrig	ʦɪtʀɪç
zittrige	ʦɪtʀɪgə
zittrigem	ʦɪtʀɪgəm
zittrigen	ʦɪtʀɪgən
zittriger	ʦɪtʀɪgəʀ
zittrigere	ʦɪtʀɪgəʀə
zittrigerem	ʦɪtʀɪgəʀəm
zittrigeren	ʦɪtʀɪgəʀən
zittrigerer	ʦɪtʀɪgəʀəʀ
zittrigeres	ʦɪtʀɪgəʀəs
zittriges	ʦɪtʀɪgəs
zittrigst	ʦɪtʀɪçst
zittrigste	ʦɪtʀɪçstə
zittrigstem	ʦɪtʀɪçstəm
zittrigsten	ʦɪtʀɪçstən
zittrigster	ʦɪtʀɪçstəʀ
zittrigstes	ʦɪtʀɪçstəs
zivil	ʦiˈviːl
zivile	ʦiˈviːlə
zivilem	ʦiˈviːləm
zivilen	ʦiˈviːlən
ziviler	ʦiˈviːləʀ
zivilere	ʦiˈviːləʀə
zivilerem	ʦiˈviːləʀəm
zivileren	ʦiˈviːləʀən
zivilerer	ʦiˈviːləʀəʀ
zivileres	ʦiˈviːləʀəs
ziviles	ʦiˈviːləs
zivilisatorisch	ʦiːvilizaˈtoːʀɪʃ
zivilisatorische	ʦiːvilizaˈtoːʀɪʃə
zivilisatorischem	ʦiːvilizaˈtoːʀɪʃəm
zivilisatorischen	ʦiːvilizaˈtoːʀɪʃən
zivilisatorischer	ʦiːvilizaˈtoːʀɪʃəʀ
zivilisatorisches	ʦiːvilizaˈtoːʀɪʃəs
zivilisiere	ʦiviliˈziːʀə
zivilisieren	ʦiviliˈziːʀən
zivilisierend	ʦiviliˈziːʀənt
zivilisierest	ʦiviliˈziːʀəst
zivilisieret	ʦiviliˈziːʀət
zivilisierst	ʦiviliˈziːʀst
zivilisiert	ʦiviliˈziːʀt
zivilisierte	ʦiviliˈziːʀtə
zivilisiertem	ʦiviliˈziːʀtəm
zivilisierten	ʦiviliˈziːʀtən
zivilisierter	ʦiviliˈziːʀtəʀ
zivilisiertes	ʦiviliˈziːʀtəs
zivilisiertest	ʦiviliˈziːʀtəst
zivilisiertet	ʦiviliˈziːʀtət
zivilistisch	ʦiviˈlistɪʃ
zivilistische	ʦiviˈlɪstɪʃə
zivilistischem	ʦiviˈlɪstɪʃəm
zivilistischen	ʦiviˈlɪstɪʃən
zivilistischer	ʦiviˈlɪstɪʃəʀ
zivilistisches	ʦiviˈlɪstɪʃəs
zivilst	ʦiˈviːlst
zivilste	ʦiˈviːlstə
zivilstem	ʦiˈviːlstəm
zivilsten	ʦiˈviːlstən
zivilster	ʦiˈviːlstəʀ
zivilstes	ʦiˈviːlstəs
zockeln	ʦɔkəln
zog	ʦoːk
zogen	ʦoːgən
zogst	ʦoːkst
zogt	ʦoːkt
zollbar	ʦɔlbaːʀ
zollbare	ʦɔlbaːʀə
zollbarem	ʦɔlbaːʀəm
zollbaren	ʦɔlbaːʀən
zollbarer	ʦɔlbaːʀəʀ
zollbares	ʦɔlbaːʀəs
zolle	ʦɔlə
zollen	ʦɔlən
zollend	ʦɔlənt
zollest	ʦɔləst
zollet	ʦɔlət
zollst	ʦɔlst
zollt	ʦɔlt
zollte	ʦɔltə
zollten	ʦɔltən
zolltest	ʦɔltəst
zolltet	ʦɔltət
zonal	ʦoˈnaːl
zonale	ʦoˈnaːlə
zonalem	ʦoˈnaːləm
zonalen	ʦoˈnaːlən
zonaler	ʦoˈnaːləʀ
zonales	ʦoˈnaːləs
zonar	ʦoˈnaːʀ
zoogen	ʦooˈgeːn
zoologisch	ʦooˈloːgɪʃ
zoologische	ʦooˈloːgɪʃə
zoologischem	ʦooˈloːgɪʃəm
zoologischen	ʦooˈloːgɪʃən
zoologischer	ʦooˈloːgɪʃəʀ
zoologisches	ʦooˈloːgɪʃəs
zoome	zuːmə
zoomen	zuːmən
zoomend	zuːmənt
zoomest	zuːməst
zoomet	zuːmət
zoomst	zuːmst
zoomt	zuːmt
zoomte	zuːmtə
zoomten	zuːmtən
zoomtest	zuːmtəst
zoomtet	zuːmtət
zoophag	ʦooˈfaːk
zoophage	ʦooˈfaːgə
zornentbrannt	ʦɔʀnʔɛntˌbʀant
zornentbrannte	ʦɔʀnʔɛntˌbʀantə
zornentbranntem	ʦɔʀnʔɛntˌbʀantəm
zornentbrannten	ʦɔʀnʔɛntˌbʀantən
zornentbrannter	ʦɔʀnʔɛntˌbʀantəʀ
zornentbranntes	ʦɔʀnʔɛntˌbʀantəs
zotig	ʦoːtɪç
zotige	ʦoːtɪgə
zotigem	ʦoːtɪgəm
zotigen	ʦoːtɪgən
zotiger	ʦoːtɪgəʀ
zotigere	ʦoːtɪgəʀə
zotigerem	ʦoːtɪgəʀəm
zotigeren	ʦoːtɪgəʀən
zotigerer	ʦoːtɪgəʀəʀ
zotigeres	ʦoːtɪgəʀəs
zotiges	ʦoːtɪgəs
zotigst	ʦoːtɪçst
zotigste	ʦoːtɪçstə
zotigstem	ʦoːtɪçstəm
zotigsten	ʦoːtɪçstən
zotigster	ʦoːtɪçstəʀ
zotigstes	ʦoːtɪçstəs
zotteln	ʦɔtəln
zottig	ʦɔtɪç
zottige	ʦɔtɪgə
zottigem	ʦɔtɪgəm
zottigen	ʦɔtɪgən
zottiger	ʦɔtɪgəʀ
zottigere	ʦɔtɪgəʀə
zottigerem	ʦɔtɪgəʀəm
zottigeren	ʦɔtɪgəʀən
zottigerer	ʦɔtɪgəʀəʀ
zottigeres	ʦɔtɪgəʀəs
zottiges	ʦɔtɪgəs
zottigst	ʦɔtɪçst
zottigste	ʦɔtɪçstə
zottigstem	ʦɔtɪçstəm
zottigsten	ʦɔtɪçstən
zottigster	ʦɔtɪçstəʀ
zottigstes	ʦɔtɪçstəs
zottlig	ʦɔtlɪç
zottlige	ʦɔtlɪgə
zottligem	ʦɔtlɪgəm
zottligen	ʦɔtlɪgən
zottliger	ʦɔtlɪgəʀ
zottligere	ʦɔtlɪgəʀə
zottligerem	ʦɔtlɪgəʀəm
zottligeren	ʦɔtlɪgəʀən
zottligerer	ʦɔtlɪgəʀəʀ
zottligeres	ʦɔtlɪgəʀəs
zottliges	ʦɔtlɪgəs
zottligst	ʦɔtlɪçst
zottligste	ʦɔtlɪçstə
zottligstem	ʦɔtlɪçstəm
zottligsten	ʦɔtlɪçstən
zottligster	ʦɔtlɪçstəʀ
zottligstes	ʦɔtlɪçstəs
zu	ʦuː
zuallerallerletzt	ʦuˌʔaləʀˌʔaləʀˈlɛʦt
zuallererst	ʦuʔaləʀˈʔeːʀst
zuallerletzt	ʦuʔaləʀˈlɛʦt
zuallermeist	ʦuˌʔaləʀˈmaɪst
zubereite	ʦuːbəʀaɪtə
zubereiten	ʦuːbəʀaɪtən
zubereitend	ʦuːbəʀaɪtənt
zubereitest	ʦuːbəʀaɪtəst
zubereitet	ʦuːbəʀaɪtət
zubereitete	ʦuːbəʀaɪtətə
zubereiteten	ʦuːbəʀaɪtətən
zubereitetest	ʦuːbəʀaɪtətəst
zubereitetet	ʦuːbəʀaɪtətət
zubillige	ʦuːbɪlɪgə
zubilligen	ʦuːbɪlɪgən
zubilligend	ʦuːbɪlɪgənt
zubilligest	ʦuːbɪlɪgəst
zubilliget	ʦuːbɪlɪgət
zubilligst	ʦuːbɪlɪkst
zubilligt	ʦuːbɪlɪçt
zubilligte	ʦuːbɪlɪçtə
zubilligten	ʦuːbɪlɪçtən
zubilligtest	ʦuːbɪlɪktəst
zubilligtet	ʦuːbɪlɪktət
zuck	ʦʊk
zucke	ʦʊkə
zuckeln	ʦʊkəln
zuckelnd	ʦʊkəlnt
zuckelst	ʦʊkəlst
zuckelt	ʦʊkəlt
zuckelte	ʦʊkəltə
zuckelten	ʦʊkəltən
zuckeltest	ʦʊkəltəst
zuckeltet	ʦʊkəltət
zucken	ʦʊkən
zuckend	ʦʊkənt
zuckere	ʦʊkəʀə
zuckerhaltig	ʦʊkəʀˌhaltɪç
zuckerkrank	ʦʊkəʀˌkʀaŋk
zuckerkranke	ʦʊkəʀˌkʀaŋkə
zuckerkrankem	ʦʊkəʀˌkʀaŋkəm
zuckerkranken	ʦʊkəʀˌkʀaŋkən
zuckerkranker	ʦʊkəʀˌkʀaŋkəʀ
zuckerkrankes	ʦʊkəʀˌkʀaŋkəs
zuckern	ʦʊkəʀn
zuckernd	ʦʊkəʀnt
zuckerst	ʦʊkəʀst
zuckert	ʦʊkəʀt
zuckerte	ʦʊkəʀtə
zuckerten	ʦʊkəʀtən
zuckertest	ʦʊkəʀtəst
zuckertet	ʦʊkəʀtət
zuckest	ʦʊkəst
zucket	ʦʊkət
zuckle	ʦʊklə
zuckrig	ʦʊkʀɪç
zuckrige	ʦʊkʀɪgə
zuckrigem	ʦʊkʀɪgəm
zuckrigen	ʦʊkʀɪgən
zuckriger	ʦʊkʀɪgəʀ
zuckrigere	ʦʊkʀɪgəʀə
zuckrigerem	ʦʊkʀɪgəʀəm
zuckrigeren	ʦʊkʀɪgəʀən
zuckrigerer	ʦʊkʀɪgəʀəʀ
zuckrigeres	ʦʊkʀɪgəʀəs
zuckriges	ʦʊkʀɪgəs
zuckrigst	ʦʊkʀɪçst
zuckrigste	ʦʊkʀɪçstə
zuckrigstem	ʦʊkʀɪçstəm
zuckrigsten	ʦʊkʀɪçstən
zuckrigster	ʦʊkʀɪçstəʀ
zuckrigstes	ʦʊkʀɪçstəs
zuckst	ʦʊkst
zuckt	ʦʊkt
zuckte	ʦʊktə
zuckten	ʦʊktən
zucktest	ʦʊktəst
zucktet	ʦʊktət
zudem	ʦuˈdeːm
zudiktieren	ʦuːdikˌtiːʀən
zueigen	ʦuːˈʔaɪgən
zueinander	ʦuʔaɪˈnandəʀ
zuerst	ʦuˈʔeːʀst
zufolge	ʦuˈfɔlgə
zufrieden	ʦuˈfʀiːdən
zufälligerweise	ʦufɛlɪgəʀˈvaɪzə
zugange	ʦuˌgaŋə
zugegebenermaßen	ʦuːgəˌgeːbənəʀˌmaːsən
zugegen	ʦuˈgeːgən
zugeknöpft	ʦuːgəˌknœp͡ft
zugestandenermaßen	ʦugəˌʃtandənəʀˌmaːsən
zugetan	ʦuːgətaːn
zugig	ʦuːgɪç
zugige	ʦuːgɪgə
zugigem	ʦuːgɪgəm
zugigen	ʦuːgɪgən
zugiger	ʦuːgɪgəʀ
zugigere	ʦuːgɪgəʀə
zugigerem	ʦuːgɪgəʀəm
zugigeren	ʦuːgɪgəʀən
zugigerer	ʦuːgɪgəʀəʀ
zugigeres	ʦuːgɪgəʀəs
zugiges	ʦuːgɪgəs
zugigst	ʦuːgɪçst
zugigste	ʦuːgɪçstç
zugigstem	ʦuːgɪçstəm
zugigsten	ʦuːgɪçstən
zugigster	ʦuːgɪçstəʀ
zugigstes	ʦuːgɪçstçs
zugleich	ʦuˈglaɪç
zugrunde	ʦuˈgʀʊndə
zugunsten	ʦuˈgʊnstən
zugut	ʦuˈguːt
zugute	ʦuˈguːtə
zugänglich	ʦuːgɛŋlɪç
zuhanden	ʦuˈhandən
zuhauf	ʦuˈhaʊf
zuhaus	ʦuˈhaʊs
zuheile	ʦuːhaɪlə
zuheilen	ʦuːhaɪlən
zuheilend	ʦuːhaɪlənt
zuheilest	ʦuːhaɪləst
zuheilet	ʦuːhaɪlət
zuheilst	ʦuːhaɪlst
zuheilt	ʦuːhaɪlt
zuheilte	ʦuːhaɪltə
zuheilten	ʦuːhaɪltən
zuheiltest	ʦuːhaɪltəst
zuheiltet	ʦuːhaɪltət
zuhinterst	ʦuˈhɪntəʀst
zuhöchst	ʦuˈhøːçst
zuinnerst	ʦuˈʔɪnəʀst
zulande	ʦuˈlandə
zulange	ʦuːlaŋə
zulangen	ʦuːlaŋən
zulangend	ʦuːlaŋənt
zulangest	ʦuːlaŋəst
zulanget	ʦuːlaŋət
zulangst	ʦuːlaŋst
zulangt	ʦuːlaŋt
zulangte	ʦuːlaŋtə
zulangten	ʦuːlaŋtən
zulangtest	ʦuːlaŋtəst
zulangtet	ʦuːlaŋtət
zuleide	ʦuˈlaɪdə
zuletzt	ʦuˈlɛʦt
zuletztsein	ʦuˈlɛʦtˌzaɪn
zuliebe	ʦuˈliːbə
zulänglich	ʦuːlɛŋlɪç
zum	ʦʊm
zumal	ʦuˈmaːl
zumeist	ʦuˈmaɪst
zumindest	ʦuˈmɪndəst
zumindestens	ʦuˈmɪndəstəns
zumute	ʦuˈmuːtə
zunichte	ʦuˈnɪçtə
zunutze	ʦuˈnʊʦə
zunächst	ʦuˈnɛːçst
zuoberst	ʦuˈʔoːbəʀst
zuordenbar	ʦuˌʔɔʀdənbaːʀ
zuordenbare	ʦuˌʔɔʀdənbaːʀə
zuordenbarem	ʦuˌʔɔʀdənbaːʀəm
zuordenbaren	ʦuˌʔɔʀdənbaːʀən
zuordenbarer	ʦuˌʔɔʀdənbaːʀəʀ
zuordenbarere	ʦuˌʔɔʀdənbaːʀəʀə
zuordenbarerem	ʦuˌʔɔʀdənbaːʀəʀəm
zuordenbareren	ʦuˌʔɔʀdənbaːʀəʀən
zuordenbarerer	ʦuˌʔɔʀdənbaːʀəʀəʀ
zuordenbareres	ʦuˌʔɔʀdənbaːʀəʀəs
zuordenbares	ʦuˌʔɔʀdənbaːʀəs
zuordenbarst	ʦuˌʔɔʀdənbaːʀst
zuordenbarste	ʦuˌʔɔʀdənbaːʀstə
zuordenbarstem	ʦuˌʔɔʀdənbaːʀstəm
zuordenbarsten	ʦuˌʔɔʀdənbaːʀstən
zuordenbarster	ʦuˌʔɔʀdənbaːʀstəʀ
zuordenbarstes	ʦuˌʔɔʀdənbaːʀstəs
zupasse	ʦuˈpasə
zupaß	ʦuˈpas
zupfe	ʦʊp͡fə
zupfen	ʦʊp͡fən
zupfend	ʦʊp͡fənt
zupfest	ʦʊp͡fəst
zupfet	ʦʊp͡fət
zupfst	ʦʊp͡fst
zupft	ʦʊp͡ft
zupfte	ʦʊp͡ftə
zupften	ʦʊp͡ftən
zupftest	ʦʊp͡ftəst
zupftet	ʦʊp͡ftət
zur	ʦuːʀ
zurecht	ʦuˈʀɛçt
zurichte	ʦuːˌʀɪçtə
zurichten	ʦuːˌʀɪçtən
zurichtend	ʦuːˌʀɪçtənt
zurichtest	ʦuːˌʀɪçtəst
zurichtet	ʦuːˌʀɪçtət
zurichtete	ʦuːˌʀɪçtətə
zurichteten	ʦuːˌʀɪçtətən
zurichtetest	ʦuːˌʀɪçtətəst
zurichtetet	ʦuːˌʀɪçtətət
zurren	ʦʊʀən
zurzeit	ʦuʀˈʦaɪt
zurück	ʦuˈʀʏk
zurückblenden	ʦuˈʀʏkˌblɛndən
zurückblicken	ʦuˈʀʏkˌblɪkən
zurückdatieren	ʦuˈʀʏkdaˌtiːʀən
zurückentwickelt	ʦuˈʀʏkʔɛntˌvɪkəlt
zurückerstatten	ʦuˈʀʏkʔɛʀˌʃtatən
zurückfallen	ʦuˈʀʏkˌfalən
zurückfragen	ʦuˈʀʏkˌfʀaːgən
zurückhalten	ʦuˈʀʏkˌhaltən
zurückkehren	ʦuˈʀʏkˌkeːʀən
zurücklaufen	ʦuˈʀʏkˌlaʊfən
zurückprallen	ʦuˈʀʏkˌpʀalən
zurückreisen	ʦuˈʀʏkˌʀaɪzən
zurückrufe	ʦuˈʀʏkˌʀuːfə
zurückrufen	ʦuˈʀʏkˌʀuːfən
zurückschauen	ʦuˈʀʏkˌʃaʊən
zurückschauend	ʦuˈʀʏkˌʃaʊənt
zurückschicken	ʦuˈʀʏkˌʃɪkən
zurückschickend	ʦuˈʀʏkˌʃɪkənt
zurückschlagen	ʦuˈʀʏkˌʃlaːgən
