a	ˈa
reniegan	reˈnjeɣan
reniego	reˈnjeɣo
reniegues	reˈnjeɣes
reniu	reˈnju
reno	ˈreno
reno_de_medici	ˈrenoðemeˈðiθi
renobales	renoˈβales
renobell	renoˈβeʤ
renoir	reˈnwaɾ
renombrada	renomˈbɾaða
renombrado	renomˈbɾaðo
renombrados	renomˈbɾaðos
renombre	reˈnombɾe
renon	ˈɾenon
renos	ˈrenos
renovable	renoˈβaβle
renovables	renoˈβaβles
renovación	renoβaˈθjon
renovación_de_la_educación_y_defensa_de_la_enseñanza	renoβaˈθjondelaeðukaˈθjoniðeˈfensaðelaenseˈɲanθa
renovaciones	renoβaˈθjones
renovada	renoˈβaða
renovadas	renoˈβaðas
renovado	renoˈβaðo
renovador	renoβaˈðoɾ
renovadora	renoβaˈðoɾa
renovadores	renoβaˈðoɾes
renovados	renoˈβaðos
renovales	renoˈβales
renovando	renoˈβando
renovar	renoˈβaɾ
renovará	renoβaˈɾa
renovaría	renoβaˈɾia
renovarle	renoˈβaɾle
renovarse	renoˈβaɾse
renovó	renoˈβo
renqueante	reŋkeˈante
renquillo	reŋˈkiʤo
renta	ˈrenta
renta_4	ˈrentaˈkwatɾo
renta_de_las_personas_físicas	ˈrentaðelaspeɾˈsonasˈfisikas
rentabilidad	rentaβiliˈðað
rentabilidades	rentaβiliˈðaðes
rentabiliza	rentaβiˈliθa
rentabilizar	rentaβiliˈθaɾ
rentabilizó	rentaβiliˈθo
rentable	renˈtaβle
rentables	renˈtaβles
rentas	ˈrentas
rente	ˈrente
rentería	renteˈɾia
renting_plant	ˈrentiŋpland
rentinver	rentimˈbeɾ
rentival_de_inversiones	rentiˈβaldeimbeɾˈsjones
rentivasa_de_inversiones	rentiˈβasaðeimbeɾˈsjones
renuente	reˈnwente
renueva	reˈnweβa
renuevan	reˈnweβan
renueve	reˈnweβe
renuncia	reˈnunθja
renunciaba	renunˈθjaβa
renunciado	renunˈθjaðo
renuncian	reˈnunθjan
renunciando	renunˈθjando
renunciar	renunˈθjaɾ
renunciara	renunˈθjaɾa
renunciará	renunθjaˈɾa
renunciaría	renunθjaˈɾia
renunciaron	renunˈθjaɾon
renuncias	reˈnunθjas
renunciase	renunˈθjase
renuncie	reˈnunθje
renuncien	reˈnunθjen
renuncio	reˈnunθjo
renunció	renunˈθjo
renvalor_sim	rembaˈloɾˈsim
renyer	reˈɲeɾ
renzi	ˈrenθi
renzo	ˈrenso
reo	ˈreo
reoban	reˈoβan
reojo	reˈoxo
reoli	reˈoli
reolin	reˈolin
reollar	reoˈʤaɾ
reolso_de_inversiones	reˈolsoðeimbeɾˈsjones
reorda	reˈoɾða
reordena	reoɾˈðena
reordenación	reoɾðenaˈθjon
reordenado	reoɾðeˈnaðo
reordenar	reoɾðeˈnaɾ
reorganiza	reoɾɣaˈniθa
reorganización	reoɾɣaniθaˈθjon
reorganizar	reoɾɣaniˈθaɾ
reorganizarías	reoɾɣaniθaˈɾias
reorientación	reoɾjentaˈθjon
reorientar	reoɾjenˈtaɾ
reos	ˈreos
repara	reˈpaɾa
reparación	repaɾaˈθjon
reparaciones	repaɾaˈθjones
reparado	repaˈɾaðo
reparador	repaɾaˈðoɾ
repáralo	reˈpaɾalo
reparan	reˈpaɾan
reparar	repaˈɾaɾ
repararía	repaɾaˈɾia
repararlo	repaˈɾaɾlo
repare	reˈpaɾe
reparo	reˈpaɾo
reparó	repaˈɾo
reparos	reˈpaɾos
reparta	reˈpaɾta
repartan	reˈpaɾtan
reparte	reˈpaɾte
reparten	reˈpaɾten
repartía	repaɾˈtia
repartían	repaɾˈtian
repartida	repaɾˈtiða
repartidas	repaɾˈtiðas
repartido	repaɾˈtiðo
repartidor	repaɾtiˈðoɾ
repartidos	repaɾˈtiðos
repartiendo	repaɾˈtjendo
repartiéndose	repaɾˈtjendose
repartieron	repaɾˈtjeɾon
repartimos	repaɾˈtimos
repartió	repaɾˈtjo
repartir	repaɾˈtiɾ
repartirá	repaɾtiˈɾa
repartirán	repaɾtiˈɾan
repartirlo	repaɾˈtiɾlo
repartirse	repaɾˈtiɾse
reparto	reˈpaɾto
repartos	reˈpaɾtos
repasa	reˈpasa
repasan	reˈpasan
repasando	repaˈsando
repasar	repaˈsaɾ
repasará	repasaˈɾa
repase	reˈpase
repasemos	repaˈsemos
repases	reˈpases
repasito	repaˈsito
repaso	reˈpaso
repasó	repaˈso
repatea	repaˈtea
repatriación	repatɾjaˈθjon
repatriado	repaˈtɾjaðo
repatriados	repaˈtɾjaðos
repatriar	repaˈtɾjaɾ
repecho	reˈpeʧo
repechos	reˈpeʧos
repelente	repeˈlente
repeler	repeˈleɾ
repelido	repeˈliðo
repelió	repeˈljo
repelón	repeˈlon
repelús	repeˈlus
repensar	repenˈsaɾ
repentina	repenˈtina
repentinamente	repenˈtinaˈmente
repentino	repenˈtino
repercusión	repeɾkuˈsjon
repercusiones	repeɾkuˈsjones
repercuta	repeɾˈkuta
repercutan	repeɾˈkutan
repercute	repeɾˈkute
repercuten	repeɾˈkuten
repercutido	repeɾkuˈtiðo
repercutiendo	repeɾkuˈtjendo
repercutió	repeɾkuˈtjo
repercutir	repeɾkuˈtiɾ
repercutirá	repeɾkutiˈɾa
repertorio	repeɾˈtoɾjo
repertorios	repeɾˈtoɾjos
repesca	reˈpeska
repescado	repesˈkaðo
repescar	repesˈkaɾ
repescas	reˈpeskas
repetía	repeˈtia
repetían	repeˈtian
repetición	repetiˈθjon
repeticiones	repetiˈθjones
repetida	repeˈtiða
repetidamente	repeˈtiðaˈmente
repetidas	repeˈtiðas
repetido	repeˈtiðo
repetidor	repetiˈðoɾ
repetidores	repetiˈðoɾes
repetidos	repeˈtiðos
repetimos	repeˈtimos
repetir	repeˈtiɾ
repetirá	repetiˈɾa
repetirán	repetiˈɾan
repetiré	repetiˈɾe
repetiría	repetiˈɾia
repetirías	repetiˈɾias
repetirla	repeˈtiɾla
repetirlo	repeˈtiɾlo
repetirlos	repeˈtiɾlos
repetirme	repeˈtiɾme
repetirse	repeˈtiɾse
repetirte	repeˈtiɾte
repetitiva	repetiˈtiβa
repetitivas	repetiˈtiβas
repetitivo	repetiˈtiβo
repetitivos	repetiˈtiβos
repia	ˈrepja
repicando	repiˈkando
répide	ˈrepiðe
repique	reˈpike
repisa	reˈpisa
repiso	reˈpiso
repita	reˈpita
repitan	reˈpitan
repitas	reˈpitas
repite	reˈpite
repiten	reˈpiten
repites	reˈpites
repitiendo	repiˈtjendo
repitiéndose	repiˈtjendose
repitiera	repiˈtjeɾa
repitieron	repiˈtjeɾon
repitió	repiˈtjo
repito	reˈpito
replanteamiento	replanteaˈmjento
replantear	replanteˈaɾ
replantearnos	replanteˈaɾnos
replantearse	replanteˈaɾse
replantee	replanˈtee
replat	reˈplað
replegado	repleˈɣaðo
replegarse	repleˈɣaɾse
replegó	repleˈɣo
repleta	reˈpleta
repletas	reˈpletas
repleto	reˈpleto
repletos	reˈpletos
réplica	ˈreplika
replica	reˈplika
replicación	replikaˈθjon
replicante	repliˈkante
replicantes	repliˈkantes
replicar	repliˈkaɾ
replicaron	repliˈkaɾon
replicarse	repliˈkaɾse
réplicas	ˈreplikas
replicas	reˈplikas
replicó	repliˈko
repliegue	reˈpljeɣe
repnavalsa	repnaˈβalsa
repoblar	repoˈβlaɾ
repolle	reˈpol
repoller	repoˈʤeɾ
repollo	reˈpoʎo
repomadrid	repomaˈðɾið
reponderación	repondeɾaˈθjon
repone	reˈpone
reponer	repoˈneɾ
reponerse	repoˈneɾse
report	riˈpoɾð
reporta	reˈpoɾta
reportada	repoɾˈtaða
reportado	repoɾˈtaðo
reportaje	repoɾˈtaxe
reportajes	repoɾˈtaxes
reportan	reˈpoɾtan
reportar	repoɾˈtaɾ
reportara	repoɾˈtaɾa
reportará	repoɾtaˈɾa
reportaron	repoɾˈtaɾon
reporte	reˈpoɾte
reportera	repoɾˈteɾa
reporterismo	repoɾteˈɾizmo
reportero	repoɾˈteɾo
reporteros	repoɾˈteɾos
reportes	reˈpoɾtes
reportó	repoɾˈto
reposa	reˈposa
reposaba	repoˈsaβa
reposada	repoˈsaða
reposado	repoˈsaðo
reposamos	repoˈsamos
reposan	reˈposan
reposando	repoˈsando
reposapiés	reposaˈpjes
reposar	repoˈsaɾ
reposición	reposiˈθjon
reposiciones	reposiˈθjones
repositorio	reposiˈtoɾjo
repositorios	reposiˈtoɾjos
reposo	reˈposo
repostaje	reposˈtaxe
repostajes	reposˈtaxes
repostar	reposˈtaɾ
represalia	repɾeˈsalja
represaliada	repɾesaˈljaða
represalias	repɾeˈsaljas
represas	reˈpɾesas
representa	repɾeˈsenta
representaba	repɾesenˈtaβa
representaban	repɾesenˈtaβan
representación	repɾesentaˈθjon
representaciones	repɾesentaˈθjones
representaciones_luis_recio	repɾesentaˈθjonezˈlwizˈreθjo
representada	repɾesenˈtaða
representadas	repɾesenˈtaðas
representado	repɾesenˈtaðo
representados	repɾesenˈtaðos
representáis	repɾesenˈtajs
representamos	repɾesenˈtamos
representan	repɾeˈsentan
representando	repɾesenˈtando
representante	repɾesenˈtante
representantes	repɾesenˈtantes
representar	repɾesenˈtaɾ
representara	repɾesenˈtaɾa
representará	repɾesentaˈɾa
representarán	repɾesentaˈɾan
representaría	repɾesentaˈɾia
representarla	repɾesenˈtaɾla
representarlo	repɾesenˈtaɾlo
representarlos	repɾesenˈtaɾlos
representarme	repɾesenˈtaɾme
representarnos	repɾesenˈtaɾnos
representaron	repɾesenˈtaɾon
representarse	repɾesenˈtaɾse
representas	repɾeˈsentas
representativa	repɾesentaˈtiβa
representativas	repɾesentaˈtiβas
representatividad	repɾesentatiβiˈðað
representativo	repɾesentaˈtiβo
representativos	repɾesentaˈtiβos
represente	repɾeˈsente
representen	repɾeˈsenten
represento	repɾeˈsento
representó	repɾesenˈto
represión	repɾeˈsjon
represiones	repɾeˈsjones
represiva	repɾeˈsiβa
represivas	repɾeˈsiβas
represivo	repɾeˈsiβo
represivos	repɾeˈsiβos
represor	repɾeˈsoɾ
represora	repɾeˈsoɾa
represoras	repɾeˈsoɾas
represores	repɾeˈsoɾes
reprima	reˈpɾima
repriman	reˈpɾiman
reprime	reˈpɾime
reprimen	reˈpɾimen
reprimenda	repɾiˈmenda
reprimendas	repɾiˈmendas
reprimida	repɾiˈmiða
reprimidas	repɾiˈmiðas
reprimido	repɾiˈmiðo
reprimidos	repɾiˈmiðos
reprimiendo	repɾiˈmjendo
reprimir	repɾiˈmiɾ
reprimirse	repɾiˈmiɾse
reprobable	repɾoˈβaβle
reprobables	repɾoˈβaβles
reprobación	repɾoβaˈθjon
reprobar	repɾoˈβaɾ
reprocha	reˈpɾoʧa
reprochaba	repɾoˈʧaβa
reprochable	repɾoˈʧaβle
reprochado	repɾoˈʧaðo
reprochan	reˈpɾoʧan
reprochar	repɾoˈʧaɾ
reprocharle	repɾoˈʧaɾle
reprocharon	repɾoˈʧaɾon
reproche	reˈpɾoʧe
reproches	reˈpɾoʧes
reprocho	reˈpɾoʧo
reprochó	repɾoˈʧo
reproducción	repɾoðukˈθjon
reproducciones	repɾoðukˈθjones
reproduce	repɾoˈðuθe
reproducen	repɾoˈðuθen
reproducía	repɾoðuˈθia
reproducían	repɾoðuˈθian
reproducida	repɾoðuˈθiða
reproducidas	repɾoðuˈθiðas
reproducido	repɾoðuˈθiðo
reproducidos	repɾoðuˈθiðos
reproduciendo	repɾoðuˈθjendo
reproducir	repɾoðuˈθiɾ
reproducirías	repɾoðuθiˈɾias
reproducirla	repɾoðuˈθiɾla
reproducirse	repɾoðuˈθiɾse
reproductiva	repɾoðukˈtiβa
reproductivos	repɾoðukˈtiβos
reproductor	repɾoðukˈtoɾ
reproductores	repɾoðukˈtoɾes
reprodujo	repɾoˈðuxo
reproduzca	repɾoˈðuθka
reproduzcan	repɾoˈðuθkan
reps	ˈreps
repsol	repˈsol
repsol_butano	repˈsolβuˈtano
repsol_ypf	reβˈsolipeˈefe
repsol-gas_natural	repˈsolɣaznatuˈɾal
reptil	repˈtil
reptiles	repˈtiles
república	reˈpuβlika
república_argentina	reˈpuβlikaaɾxenˈtina
república_central_africana	reˈpuβlikaθenˈtɾalafɾiˈkana
república_centro_africana	reˈpuβlikaˈθentɾoafɾiˈkana
república_checa	reˈpuβlikaˈʧeka
republica_checa	repuˈβlikaˈʧeka
república_corea	reˈpuβlikakoˈɾea
república_de_cuba	reˈpuβlikaðeˈkuβa
república_de_panamá	reˈpuβlikaðepanaˈma
república_del_ecuador	reˈpuβlikaðelekwaˈðoɾ
república_del_salvador	reˈpuβlikaðelsalβaˈðoɾ
república_democrática	reˈpuβlikaðemoˈkɾatika
república_democrática_del_congo	reˈpuβlikaðemoˈkɾatikaðelˈkoŋɡo
república_dominicana	reˈpuβlikaðominiˈkana
republica_eslovaca	repuˈβlikaezloˈβaka
república_islámica	reˈpuβlikaizˈlamika
república_popular_de_corea	reˈpuβlikapopuˈlaɾðekoˈɾea
república_popular_de_lao	reˈpuβlikapopuˈlaɾðeˈlao
republicana	repuβliˈkana
republicanas	repuβliˈkanas
republicanismo	repuβlikaˈnizmo
republicano	repuβliˈkano
republicanos	repuβliˈkanos
repúblicas	reˈpuβlikas
repudia	reˈpuðja
repudiado	repuˈðjaðo
repudian	reˈpuðjan
repudiar	repuˈðjaɾ
repudio	reˈpuðjo
repuesta	reˈpwesta
repuestas	reˈpwestas
repuesto	reˈpwesto
repuestos	reˈpwestos
repugna	reˈpuɣna
repugnan	reˈpuɣnan
repugnancia	repuɣˈnanθja
repugnante	repuɣˈnante
repugnantes	repuɣˈnantes
repujada	repuˈxaða
repujado	repuˈxaðo
repullés_y_vargas	repuˈʎesiˈβaɾɣas
repulsa	reˈpulsa
repulsas	reˈpulsas
repulsión	repulˈsjon
repulsivo	repulˈsiβo
repulsivos	repulˈsiβos
repuntado	repunˈtaðo
repuntar	repunˈtaɾ
repunte	reˈpunte
repuntes	reˈpuntes
repuntó	repunˈto
repuso	reˈpuso
reputación	reputaˈθjon
reputada	repuˈtaða
reputadas	repuˈtaðas
reputado	repuˈtaðo
reputados	repuˈtaðos
reque	ˈreke
requejo	reˈkexo
requena	reˈkena
requeña	reˈkeɲa
requeni	reˈkeni
requens	reˈkens
requerí	rekeˈɾi
requería	rekeˈɾia
requerían	rekeˈɾian
requerida	rekeˈɾiða
requeridas	rekeˈɾiðas
requerido	rekeˈɾiðo
requeridos	rekeˈɾiðos
requerimiento	rekeɾiˈmjento
requerimientos	rekeɾiˈmjentos
requerir	rekeˈɾiɾ
requerirá	rekeɾiˈɾa
requerirán	rekeɾiˈɾan
requeriría	rekeɾiˈɾia
requero	reˈkeɾo
requesins	rekeˈsins
requeté	rekeˈte
réquiem	ˈrekjem
requiera	reˈkjeɾa
requieran	reˈkjeɾan
requiere	reˈkjeɾe
requieren	reˈkjeɾen
requies	ˈrekjes
requirieron	rekiˈɾjeɾon
requirió	rekiˈɾjo
requisito	rekiˈsito
requisitos	rekiˈsitos
rerantes	reˈɾantes
rernández	reɾˈnandeθ
rervelta	reɾˈβelta
res	ˈres
resabiado	resaˈβjaðo
resabiados	resaˈβjaðos
resabios	reˈsaβjos
resaca	reˈsaka
resacas	reˈsakas
resalt	reˈsald
resalta	reˈsalta
resaltado	resalˈtaðo
resaltan	reˈsaltan
resaltando	resalˈtando
resaltar	resalˈtaɾ
resaltaron	resalˈtaɾon
resaltó	resalˈto
resarcimiento	resaɾθiˈmjento
resarció	resaɾˈθjo
resarcir	resaɾˈθiɾ
resarcirse	resaɾˈθiɾse
resbala	rezˈβala
resbaladizo	rezβalaˈðiθo
resbalan	rezˈβalan
resbaló	rezβaˈlo
resbalón	rezβaˈlon
rescarbo	resˈkaɾβo
rescata	resˈkata
rescatada	reskaˈtaða
rescatadas	reskaˈtaðas
rescatado	reskaˈtaðo
rescatados	reskaˈtaðos
rescatan	resˈkatan
rescatando	reskaˈtando
rescatar	reskaˈtaɾ
rescataron	reskaˈtaɾon
rescate	resˈkate
rescates	resˈkates
rescató	reskaˈto
rescindido	resθinˈdiðo
rescindió	resθinˈdjo
rescindir	resθinˈdiɾ
rescisión	resθiˈsjon
resclosa	ɾesˈklosa
resección	resekˈθjon
reseco	reˈseko
reseguir	reseˈɣiɾ
reseguirías	reseɣiˈɾias
reselva	reˈselβa
reseña	reˈseɲa
reseñable	reseˈɲaβle
reseñada	reseˈɲaða
reseñadas	reseˈɲaðas
reseñado	reseˈɲaðo
reseñados	reseˈɲaðos
reseñar	reseˈɲaɾ
reseñas	reˈseɲas
resentida	resenˈtiða
resentidas	resenˈtiðas
resentido	resenˈtiðo
resentidos	resenˈtiðos
resentimiento	resentiˈmjento
resentimientos	resentiˈmjentos
resentirse	resenˈtiɾse
reserva	reˈseɾβa
reserva_de_la_biosfera_de_urdaibai	reˈseɾβaðelaβjosˈfeɾaðeuɾˈðajβaj
reserva_del_hosquillo	reˈseɾβaðelosˈkiʎo
reserva_federal	reˈseɾβafeðeˈɾal
reserva_federal_de_estados_unidos	reˈseɾβafeðeˈɾaldeesˈtaðosuˈniðos
reserva_integral_de_lizardoia	reˈseɾβainteˈɣɾaldeliθaɾˈðoja
reserva_nacional_de_caza	reˈseɾβanaθjoˈnaldeˈkaθa
reserva_nacional_de_cortes_de_la_frontera	reˈseɾβanaθjoˈnaldeˈkoɾtezðelafɾonˈteɾa
reserva_nacional_de_viñamala	reˈseɾβanaθjoˈnaldeβiɲaˈmala
reserva_natural_del_carrizal_de_villamejor	reˈseɾβanatuˈɾaldelkariˈθaldeβiʎameˈxoɾ
reservaba	reseɾˈβaβa
reservada	reseɾˈβaða
reservadas	reseɾˈβaðas
reservado	reseɾˈβaðo
reservados	reseɾˈβaðos
reservamos	reseɾˈβamos
reservan	reˈseɾβan
reservando	reseɾˈβando
reservar	reseɾˈβaɾ
reservará	reseɾβaˈɾa
reservaré	reseɾβaˈɾe
reservarlo	reseɾˈβaɾlo
reservarse	reseɾˈβaɾse
reservarte	reseɾˈβaɾte
reservas	reˈseɾβas
resérvate	reˈseɾβate
reserve	reˈseɾβe
reservé	reseɾˈβe
reservistas	reseɾˈβistas
reservo	reˈseɾβo
reservó	reseɾˈβo
reservón	reseɾˈβon
reses	ˈreses
resfriado	resˈfɾjaðo
resfriados	resˈfɾjaðos
resguardo	rezˈɣwaɾðo
resida	reˈsiða
residan	reˈsiðan
reside	reˈsiðe
residen	reˈsiðen
residencia	resiˈðenθja
residencia_de_estudiantes	resiˈðenθjaðeestuˈðjantes
residencial	resiðenˈθjal
residenciales	resiðenˈθjales
residencias	resiˈðenθjas
residente	resiˈðente
residentes	resiˈðentes
residía	resiˈðia
residían	resiˈðian
residido	resiˈðiðo
residiendo	resiˈðjendo
residió	resiˈðjo
residir	resiˈðiɾ
resido	reˈsiðo
residual	resiˈðwal
residuales	resiˈðwales
residuo	reˈsiðwo
residuos	reˈsiðwos
resiente	reˈsjente
resienten	reˈsjenten
resigna	reˈsiɣna
resignación	resiɣnaˈθjon
resignada	resiɣˈnaða
resignado	resiɣˈnaðo
resignados	resiɣˈnaðos
resignarnos	resiɣˈnaɾnos
resignarse	resiɣˈnaɾse
resignó	resiɣˈno
resigue	reˈsiɣe
resina	reˈsina
resinería	resineˈɾia
resini	reˈsini
resintió	resinˈtjo
resista	reˈsista
resistan	reˈsistan
resiste	reˈsiste
resisten	reˈsisten
resistencia	resisˈtenθja
resistencias	resisˈtenθjas
resistente	resisˈtente
resistentes	resisˈtentes
resistí	resisˈti
resistía	resisˈtia
resistían	resisˈtian
resistido	resisˈtiðo
resistiendo	resisˈtjendo
resistieron	resisˈtjeɾon
resistimos	resisˈtimos
resistió	resisˈtjo
resistir	resisˈtiɾ
resistiremos	resistiˈɾemos
resistirlo	resisˈtiɾlo
resistirse	resisˈtiɾse
resisto	reˈsisto
resituar	resiˈtwaɾ
resmap	rezˈmap
resola	reˈsola
resolución	resoluˈθjon
resoluciones	resoluˈθjones
resolute_bay	resoˈluteˈβaj
resolutivo	resoluˈtiβo
resolutivos	resoluˈtiβos
resolver	resolˈβeɾ
resolverá	resolβeˈɾa
resolverán	resolβeˈɾan
resolveremos	resolβeˈɾemos
resolvería	resolβeˈɾia
resolverlo	resolˈβeɾlo
resolverlos	resolˈβeɾlos
resolverse	resolˈβeɾse
resolvía	resolˈβia
resolviendo	resolˈβjendo
resolviera	resolˈβjeɾa
resolvieron	resolˈβjeɾon
resolvió	resolˈβjo
resonancia	resoˈnanθja
resonancias	resoˈnanθjas
resonará	resonaˈɾa
resonaron	resoˈnaɾon
resopla	reˈsopla
resorte	reˈsoɾte
resortes	reˈsoɾtes
respalda	resˈpalda
respaldada	respalˈdaða
respaldadas	respalˈdaðas
respaldado	respalˈdaðo
respaldados	respalˈdaðos
respaldan	resˈpaldan
respaldando	respalˈdando
respaldar	respalˈdaɾ
respaldará	respaldaˈɾa
respaldaron	respalˈdaɾon
respalde	resˈpalde
respaldiza	respalˈdiθa
respaldo	resˈpaldo
respaldó	respalˈdo
respau	resˈpaw
respecta	resˈpekta
respectar	respekˈtaɾ
respecte	resˈpekte
respectiva	respekˈtiβa
respectivamente	respekˈtiβaˈmente
respectivas	respekˈtiβas
respectivo	respekˈtiβo
respectivos	respekˈtiβos
respecto	resˈpekto
respecto_a	ˈrespektoa
respecto_a_que	ˈrespektoake
respecto_al	resˈpektoal
respecto_de	resˈpektoðe
respecto_del	resˈpektoðel
respenda_de_la_peña	resˈpendaðelaˈpeɲa
respeta	resˈpeta
respetaba	respeˈtaβa
respetaban	respeˈtaβan
respetabilidad	respetaβiliˈðað
respetable	respeˈtaβle
respetables	respeˈtaβles
respetad	respeˈtað
respetada	respeˈtaða
respetadas	respeˈtaðas
respetado	respeˈtaðo
respetados	respeˈtaðos
respetáis	respeˈtajs
respetamos	respeˈtamos
respetan	resˈpetan
respetando	respeˈtando
respetar	respeˈtaɾ
respetara	respeˈtaɾa
respetará	respetaˈɾa
respetaran	respeˈtaɾan
respetarán	respetaˈɾan
respetaré	respetaˈɾe
respetaremos	respetaˈɾemos
respetaría	respetaˈɾia
respetarla	respeˈtaɾla
respetarles	respeˈtaɾles
respetarlo	respeˈtaɾlo
respetarlos	respeˈtaɾlos
respetarnos	respeˈtaɾnos
respetaron	respeˈtaɾon
respetarse	respeˈtaɾse
respetas	resˈpetas
respetase	respeˈtase
respete	resˈpete
respetemos	respeˈtemos
respeten	resˈpeten
respetes	resˈpetes
respeto	resˈpeto
respetó	respeˈto
respetos	resˈpetos
respetuosa	respeˈtwosa
respetuosamente	respeˈtwosaˈmente
respetuosas	respeˈtwosas
respetuoso	respeˈtwoso
respetuosos	respeˈtwosos
respingo	resˈpiŋɡo
respira	resˈpiɾa
respiraba	respiˈɾaβa
respirable	respiˈɾaβle
respiración	respiɾaˈθjon
respirad	respiˈɾað
respiradero	respiɾaˈðeɾo
respiramos	respiˈɾamos
respiran	resˈpiɾan
respirando	respiˈɾando
respirar	respiˈɾaɾ
respiras	resˈpiɾas
respiratoria	respiɾaˈtoɾja
respiratorias	respiɾaˈtoɾjas
respiratorio	respiɾaˈtoɾjo
respiratorios	respiɾaˈtoɾjos
respire	resˈpiɾe
respiro	resˈpiɾo
respiró	respiˈɾo
respiros	resˈpiɾos
resplandor	resplanˈdoɾ
resplandores	resplanˈdoɾes
respol	resˈpol
responda	resˈponda
respondan	resˈpondan
respondas	resˈpondas
responde	resˈponde
respondemos	responˈdemos
responden	resˈponden
responder	responˈdeɾ
responderá	respondeˈɾa
responderán	respondeˈɾan
responderé	respondeˈɾe
responderías	respondeˈɾias
responderle	responˈdeɾle
responderme	responˈdeɾme
respondernos	responˈdeɾnos
responderte	responˈdeɾte
respondes	resˈpondes
respondí	responˈdi
respondía	responˈdia
respondían	responˈdian
respondida	responˈdiða
respondidas	responˈdiðas
respondido	responˈdiðo
respondiendo	responˈdjendo
respondiera	responˈdjeɾa
respondieron	responˈdjeɾon
respondió	responˈdjo
respondo	resˈpondo
respondón	responˈdon
responsabilice	responsaβiˈliθe
responsabilidad	responsaβiliˈðað
responsabilidades	responsaβiliˈðaðes
responsabiliza	responsaβiˈliθa
responsabilizado	responsaβiliˈθaðo
responsabilizan	responsaβiˈliθan
responsabilizar	responsaβiliˈθaɾ
responsabilizaron	responsaβiliˈθaɾon
responsabilizarse	responsaβiliˈθaɾse
responsabilizó	responsaβiliˈθo
responsable	responˈsaβle
responsablemente	responˈsaβleˈmente
responsables	responˈsaβles
responso	resˈponso
respuesta	resˈpwesta
respuestas	resˈpwestas
resquebrajar	reskeβɾaˈxaɾ
resquebrajarse	reskeβɾaˈxaɾse
resquemor	reskeˈmoɾ
resquicio	resˈkiθjo
resquicios	resˈkiθjos
resta	ˈresta
restaba	resˈtaβa
restaban	resˈtaβan
restablece	restaˈβleθe
restablecer	restaβleˈθeɾ
restablecido	restaβleˈθiðo
restablecimiento	restaβleθiˈmjento
restableció	restaβleˈθjo
restablezca	restaˈβleθka
restado	resˈtaðo
restaino	resˈtajno
restan	ˈrestan
restañado	restaˈɲaðo
restañar	restaˈɲaɾ
restando	resˈtando
restante	resˈtante
restantes	resˈtantes
restar	resˈtaɾ
restará	restaˈɾa
restarán	restaˈɾan
restarla	resˈtaɾla
restarle	resˈtaɾle
restaron	resˈtaɾon
restaura	resˈtawɾa
restauración	restawɾaˈθjon
restauraciones	restawɾaˈθjones
restaurada	restawˈɾaða
restauradas	restawˈɾaðas
restaurado	restawˈɾaðo
restaurador	restawɾaˈðoɾ
restauradores	restawɾaˈðoɾes
restauradores_sin_fronteras	restawɾaˈðoɾessimfɾonˈteɾas
restaurados	restawˈɾaðos
restaurante	restawˈɾante
restaurantes	restawˈɾantes
restaurar	restawˈɾaɾ
restitución	restituˈθjon
restituida	restiˈtwiða
restituir	restiˈtwiɾ
restituto	ɾestiˈtuto
restituye	restiˈtuʤe
restituyo	restiˈtuʤo
resto	ˈresto
restó	resˈto
restori	resˈtoɾi
restos	ˈrestos
restrego	resˈtɾeɣo
restricción	restɾikˈθjon
restricciones	restɾikˈθjones
restrictiva	restɾikˈtiβa
restrictivas	restɾikˈtiβas
restrictivo	restɾikˈtiβo
restrictivos	restɾikˈtiβos
restringe	resˈtɾiŋxe
restringida	restɾiŋˈxiða
restringidas	restɾiŋˈxiðas
restringido	restɾiŋˈxiðo
restringidos	restɾiŋˈxiðos
restringiendo	restɾiŋˈxjendo
restringir	restɾiŋˈxiɾ
restrinjan	resˈtɾiŋxan
resucita	resuˈθita
resucitado	resuθiˈtaðo
resucitados	resuθiˈtaðos
resucitan	resuˈθitan
resucitar	resuθiˈtaɾ
resucite	resuˈθite
resucitó	resuθiˈto
resuello	reˈsweʎo
resuelta	reˈswelta
resueltas	reˈsweltas
resuelto	reˈswelto
resueltos	reˈsweltos
resuelva	reˈswelβa
resuelvan	reˈswelβan
resuelve	reˈswelβe
resuelven	reˈswelβen
resuena	reˈswena
